Dispositivi	SDLM grado 2	SDLM grado 4	SDLM grado 6	SDLM grado 8	TCM grado 2	TCM grado 4	TCM grado 6	TCM grado 8
N4-100-180	383.7	377.9	369.1	364.6	458.7	459.7	459.5	462.1
N4-100-30	273.7	265.4	271.2	286.5	357.9	361.1	361.0	356.2
N4-100-60	316.8	311.9	322.7	315.2	389.2	389.5	390.0	391.9
N4-200-180	385.2	377.7	372.5	375.2	450.7	451.2	451.8	450.6
N4-200-30	259.9	255.1	269.6	267.9	345.7	348.0	348.1	347.7
N4-200-60	324.3	317.8	313.3	311.5	383.0	385.1	385.0	386.4
N4-600-180	387.9	382.4	379.6	376.9	428.2	431.5	430.7	428.9
N4-600-60	312.6	304.8	304.0	303.8	355.4	360.8	359.3	360.0
