Vgs	Gm_Vds=0.01V	Gm_Vds=0.02V	Gm_Vds=0.03V	Gm_Vds=0.04V	Gm_Vds=0.05V	Gm_Vds=0.06V	Gm_Vds=0.07V	Gm_Vds=0.08V	Gm_Vds=0.09V	Gm_Vds=0.1V
-0.3	-2.594e-09	-2.74200000000001e-09	-3.97600000000003e-09	-2.65999999999999e-09	-3.35999999999999e-09	-7.3e-09	-4.43999999999999e-09	-4.76000000000001e-09	-4.25999999999998e-09	-5.11999999999999e-09
-0.295	-2.71083333333333e-09	-2.91383333333334e-09	-3.81250000000001e-09	-3.22499999999999e-09	-3.35166666666665e-09	-5.65666666666667e-09	-4.13666666666666e-09	-4.57333333333334e-09	-4.24666666666665e-09	-4.18999999999999e-09
-0.29	-2.8004e-09	-2.93290000000001e-09	-3.45220000000001e-09	-3.245e-09	-3.468e-09	-4.92700000000001e-09	-4.07e-09	-4.24500000000001e-09	-4.267e-09	-4.57900000000001e-09
-0.285	-2.7966e-09	-2.96240000000001e-09	-3.26970000000001e-09	-3.336e-09	-3.435e-09	-4.12500000000001e-09	-3.897e-09	-4.08900000000001e-09	-4.201e-09	-4.414e-09
-0.28	-2.8077e-09	-2.98110000000001e-09	-2.985e-09	-3.336e-09	-3.358e-09	-3.41600000000001e-09	-3.719e-09	-3.85700000000001e-09	-3.96400000000001e-09	-4.35900000000001e-09
-0.275	-2.7415e-09	-2.88510000000001e-09	-2.7519e-09	-3.12300000000001e-09	-3.233e-09	-3.47500000000001e-09	-3.62000000000001e-09	-3.683e-09	-3.657e-09	-4.39600000000001e-09
-0.27	-2.5908e-09	-2.7618e-09	-2.7522e-09	-2.979e-09	-3.091e-09	-3.635e-09	-3.504e-09	-3.631e-09	-3.688e-09	-4.21000000000001e-09
-0.265	-2.5136e-09	-2.69e-09	-2.7858e-09	-2.972e-09	-2.97e-09	-3.194e-09	-3.252e-09	-3.44799999999999e-09	-3.91799999999999e-09	-3.976e-09
-0.26	-2.4844e-09	-2.5728e-09	-2.7033e-09	-2.864e-09	-2.907e-09	-2.942e-09	-3.074e-09	-3.261e-09	-3.917e-09	-3.825e-09
-0.255	-2.3747e-09	-2.4294e-09	-2.6566e-09	-2.737e-09	-2.903e-09	-3.204e-09	-3.166e-09	-3.315e-09	-3.847e-09	-3.728e-09
-0.25	-2.2546e-09	-2.3942e-09	-2.6688e-09	-2.662e-09	-2.847e-09	-3.081e-09	-3.184e-09	-3.312e-09	-3.8e-09	-3.654e-09
-0.245	-2.1917e-09	-2.4004e-09	-2.5956e-09	-2.5434e-09	-2.765e-09	-2.638e-09	-3.078e-09	-3.23e-09	-3.47e-09	-3.496e-09
-0.24	-2.1764e-09	-2.3233e-09	-2.4212e-09	-2.4502e-09	-2.732e-09	-2.699e-09	-3.11e-09	-3.276e-09	-3.126e-09	-3.33e-09
-0.235	-2.1523e-09	-2.2412e-09	-2.3043e-09	-2.4275e-09	-2.652e-09	-2.878e-09	-3.081e-09	-3.222e-09	-2.992e-09	-3.271e-09
-0.23	-2.053e-09	-2.2043e-09	-2.2892e-09	-2.4213e-09	-2.591e-09	-2.609e-09	-2.861e-09	-3.028e-09	-2.955e-09	-3.302e-09
-0.225	-1.9897e-09	-2.1159e-09	-2.2072e-09	-2.378e-09	-2.58e-09	-2.333e-09	-2.69100000000001e-09	-2.951e-09	-3.036e-09	-3.238e-09
-0.22	-1.9533e-09	-1.9726e-09	-2.0383e-09	-2.3079e-09	-2.456e-09	-2.362e-09	-2.537e-09	-2.813e-09	-3.038e-09	-3.033e-09
-0.215	-1.8545e-09	-1.8785e-09	-1.9446e-09	-2.2319e-09	-2.3e-09	-2.368e-09	-2.404e-09	-2.595e-09	-2.79e-09	-2.877e-09
-0.21	-1.706e-09	-1.8291e-09	-1.9048e-09	-2.1233e-09	-2.225e-09	-2.245e-09	-2.427e-09	-2.542e-09	-2.646e-09	-2.834e-09
-0.205	-1.6228e-09	-1.7638e-09	-1.8036e-09	-1.9932e-09	-2.1e-09	-2.146e-09	-2.365e-09	-2.496e-09	-2.693e-09	-2.786e-09
-0.2	-1.6098e-09	-1.6915e-09	-1.7745e-09	-1.9372e-09	-1.956e-09	-2.131e-09	-2.203e-09	-2.414e-09	-2.589e-09	-2.534e-09
-0.195	-1.5465e-09	-1.6506e-09	-1.8361e-09	-1.9293e-09	-1.927e-09	-2.165e-09	-2.174e-09	-2.381e-09	-2.407e-09	-2.311e-09
-0.19	-1.4608e-09	-1.6324e-09	-1.7918e-09	-1.8217e-09	-1.898e-09	-2.106e-09	-2.163e-09	-2.32e-09	-2.337e-09	-2.308e-09
-0.185	-1.4336e-09	-1.5743e-09	-1.7052e-09	-1.6803e-09	-1.823e-09	-1.998e-09	-2.011e-09	-2.245e-09	-2.276e-09	-2.228e-09
-0.18	-1.4726e-09	-1.4914e-09	-1.6914e-09	-1.6248e-09	-1.777e-09	-1.974e-09	-1.898e-09	-2.156e-09	-2.166e-09	-1.989e-09
-0.175	-1.4689e-09	-1.425e-09	-1.5993e-09	-1.5963e-09	-1.741e-09	-1.901e-09	-1.92000000000001e-09	-2.07e-09	-2.074e-09	-2.004e-09
-0.17	-1.3965e-09	-1.3308e-09	-1.4504e-09	-1.5347e-09	-1.685e-09	-1.722e-09	-1.752e-09	-2.028e-09	-2.087e-09	-2.392e-09
-0.165	-1.2994e-09	-1.2491e-09	-1.4479e-09	-1.5012e-09	-1.6414e-09	-1.606e-09	-1.518e-09	-1.962e-09	-2.119e-09	-2.484e-09
-0.16	-1.2437e-09	-1.2437e-09	-1.4167e-09	-1.5199e-09	-1.6126e-09	-1.584e-09	-1.623e-09	-1.86e-09	-2.034e-09	-2.312e-09
-0.155	-1.15e-09	-1.2372e-09	-1.2793e-09	-1.4641e-09	-1.5623e-09	-1.589e-09	-1.728e-09	-1.793e-09	-1.999e-09	-2.339e-09
