Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-0.05134	-6.7658e-10	0.051326	5.0918e-07	-4.6366e-07	-0.036404	-3.667e-10	0.036422	5.1016e-07	-4.6234e-07	-0.021458	-1.7169e-10	0.021464	5.1136e-07	-4.6118e-07	-0.0085432	-1.629e-11	0.008544	5.1186e-07	-4.5988e-07	-0.0014606	2.232e-10	0.00146	5.1154e-07	-4.5902e-07	-8.406e-05	3.1918e-10	8.397e-05	5.1166e-07	-4.5864e-07	-2.9844e-06	5.2111e-10	2.9315e-06	5.1212e-07	-4.586e-07
0.005	-0.05123	-6.7588e-10	0.051236	5.086e-07	-4.6388e-07	-0.036348	-3.7463e-10	0.036346	5.0904e-07	-4.6204e-07	-0.021408	-1.7424e-10	0.021404	5.1038e-07	-4.6098e-07	-0.0084988	-1.468e-11	0.0085	5.109e-07	-4.5976e-07	-0.0014462	2.1595e-10	0.0014454	5.107e-07	-4.593e-07	-8.2766e-05	3.2087e-10	8.2702e-05	5.1072e-07	-4.586e-07	-2.9336e-06	5.1383e-10	2.8777e-06	5.1114e-07	-4.586e-07
0.01	-0.051156	-6.7789e-10	0.051158	5.076e-07	-4.6372e-07	-0.036278	-3.6899e-10	0.036276	5.0826e-07	-4.6222e-07	-0.021348	-1.7165e-10	0.021338	5.093e-07	-4.6094e-07	-0.008455	-1.783e-11	0.0084572	5.0986e-07	-4.5976e-07	-0.0014324	2.1978e-10	0.0014326	5.0994e-07	-4.5884e-07	-8.1508e-05	2.7279e-10	8.1534e-05	5.0966e-07	-4.5868e-07	-2.8769e-06	5.0722e-10	2.8283e-06	5.1012e-07	-4.5858e-07
0.015	-0.051072	-6.7878e-10	0.05107	5.0668e-07	-4.6376e-07	-0.0362	-3.6904e-10	0.036202	5.0726e-07	-4.6222e-07	-0.021278	-1.7528e-10	0.02128	5.0842e-07	-4.6092e-07	-0.0084144	-1.941e-11	0.0084114	5.087e-07	-4.5968e-07	-0.0014186	8.62e-11	0.001418	5.0898e-07	-4.5864e-07	-8.0358e-05	2.7088e-10	8.0352e-05	5.0898e-07	-4.5856e-07	-2.8263e-06	4.9759e-10	2.7765e-06	5.0892e-07	-4.5848e-07
0.02	-0.050986	-6.7679e-10	0.050994	5.0602e-07	-4.6396e-07	-0.036128	-3.7264e-10	0.036126	5.0658e-07	-4.6216e-07	-0.021214	-1.7469e-10	0.021212	5.0752e-07	-4.6108e-07	-0.0083712	-2.191e-11	0.0083702	5.078e-07	-4.5982e-07	-0.0014042	1.975e-11	0.0014046	5.0784e-07	-4.5892e-07	-7.923e-05	2.8466e-10	7.9124e-05	5.0778e-07	-4.5866e-07	-2.775e-06	4.9249e-10	2.7243e-06	5.0804e-07	-4.5846e-07
0.025	-0.050916	-6.7701e-10	0.050916	5.0508e-07	-4.6386e-07	-0.036056	-3.738e-10	0.036052	5.0598e-07	-4.6258e-07	-0.021154	-1.772e-10	0.021152	5.067e-07	-4.6116e-07	-0.0083276	-2.449e-11	0.0083276	5.069e-07	-4.597e-07	-0.0013906	1.3979e-10	0.00139	5.0676e-07	-4.5932e-07	-7.8066e-05	2.8884e-10	7.7906e-05	5.0688e-07	-4.5866e-07	-2.7256e-06	4.8313e-10	2.6766e-06	5.0716e-07	-4.584e-07
0.03	-0.050836	-6.755e-10	0.050836	5.0438e-07	-4.6386e-07	-0.035984	-3.7358e-10	0.035978	5.051e-07	-4.6248e-07	-0.021086	-1.7878e-10	0.021088	5.0574e-07	-4.6114e-07	-0.0082842	-2.586e-11	0.0082858	5.0614e-07	-4.596e-07	-0.0013782	2.0853e-10	0.0013762	5.0606e-07	-4.59e-07	-7.6864e-05	2.5629e-10	7.6824e-05	5.0608e-07	-4.5854e-07	-2.6775e-06	4.77e-10	2.6267e-06	5.0616e-07	-4.584e-07
0.035	-0.050746	-6.7647e-10	0.050756	5.0372e-07	-4.64e-07	-0.03591	-3.704e-10	0.035912	5.043e-07	-4.626e-07	-0.021026	-1.7558e-10	0.02102	5.0482e-07	-4.611e-07	-0.008242	-2.696e-11	0.0082398	5.051e-07	-4.5972e-07	-0.0013686	1.039e-10	0.0013696	5.0526e-07	-4.5844e-07	-7.5728e-05	2.7466e-10	7.5638e-05	5.0496e-07	-4.5846e-07	-2.6267e-06	4.6926e-10	2.5791e-06	5.0528e-07	-4.584e-07
0.04	-0.050668	-6.7943e-10	0.050676	5.0294e-07	-4.6396e-07	-0.035834	-3.725e-10	0.035834	5.0336e-07	-4.6256e-07	-0.020964	-1.8136e-10	0.020962	5.0374e-07	-4.6096e-07	-0.0081978	-2.713e-11	0.008199	5.0428e-07	-4.5974e-07	-0.0013496	1.4e-12	0.00135	5.0426e-07	-4.5872e-07	-7.4578e-05	2.5889e-10	7.4466e-05	5.0408e-07	-4.5852e-07	-2.5789e-06	4.6335e-10	2.5322e-06	5.044e-07	-4.5846e-07
0.045	-0.050592	-6.7757e-10	0.05059	5.0218e-07	-4.6398e-07	-0.035756	-3.8013e-10	0.035762	5.0268e-07	-4.6258e-07	-0.0209	-1.7844e-10	0.020898	5.0316e-07	-4.6114e-07	-0.0081546	-3.247e-11	0.008156	5.0344e-07	-4.5972e-07	-0.0013366	8.231e-11	0.0013368	5.0318e-07	-4.5916e-07	-7.3506e-05	2.5864e-10	7.341e-05	5.0336e-07	-4.5854e-07	-2.533e-06	4.5464e-10	2.4858e-06	5.0362e-07	-4.5856e-07
