gm,Vd=0V	gm,Vd=0.15V	gm,Vd=0.3V	gm,Vd=0.45V	gm,Vd=0.6V	gm,Vd=0.75V	gm,Vd=0.9V
5.78000000000005e-10	-4.716e-09	-7.70000000000004e-09	-1.524e-08	-1.732e-08	-2.444e-08	-2.63200000000004e-08
-2.286e-09	-4.339e-09	-7.07000000000001e-09	-1.07499999999999e-08	-1.474e-08	-1.978e-08	-2.206e-08
-1.82e-09	-3.599e-09	-6.17999999999999e-09	-8.94999999999997e-09	-1.155e-08	-1.94199999999999e-08	-1.95399999999998e-08
-1.47700000000002e-09	-3.91000000000002e-09	-6.57000000000002e-09	-8.87000000000006e-09	-1.19200000000001e-08	-1.834e-08	-2.40200000000003e-08
-3.01100000000002e-09	-3.60900000000003e-09	-5.61000000000002e-09	-7.93000000000002e-09	-1.381e-08	-1.49400000000001e-08	-2.58600000000002e-08
-1.403e-09	-3.796e-09	-6.11999999999999e-09	-8.48999999999999e-09	-1.137e-08	-1.434e-08	-1.94999999999999e-08
-1.944e-09	-3.47399999999999e-09	-5.48e-09	-7.75999999999997e-09	-1.02e-08	-1.65199999999999e-08	-1.87400000000002e-08
-4.67000000000002e-10	-3.61199999999999e-09	-5.51000000000001e-09	-8.92e-09	-1.147e-08	-1.628e-08	-2.34e-08
-1.915e-09	-3.417e-09	-5.58999999999999e-09	-7.95999999999999e-09	-1.186e-08	-1.35800000000001e-08	-1.88999999999999e-08
-2.057e-09	-2.76e-09	-4.32999999999998e-09	-7.86000000000001e-09	-1.23400000000001e-08	-1.672e-08	-1.922e-08
-1.145e-09	-3.401e-09	-5.16000000000001e-09	-7.44e-09	-1.048e-08	-1.582e-08	-2.40000000000001e-08
-2.203e-09	-2.762e-09	-4.94e-09	-8.33999999999999e-09	-9.18e-09	-1.158e-08	-2.286e-08
-7.80999999999999e-10	-3.54299999999999e-09	-5.35999999999998e-09	-7.74000000000001e-09	-9.78999999999997e-09	-1.36199999999999e-08	-2.05199999999998e-08
-2.23800000000001e-09	-2.76e-09	-4.83e-09	-7.02000000000002e-09	-1.292e-08	-1.808e-08	-1.63599999999999e-08
-7.64000000000008e-10	-3.33700000000001e-09	-5.54000000000001e-09	-8.26999999999999e-09	-1.20200000000001e-08	-1.44200000000001e-08	-1.83400000000001e-08
-1.082e-09	-2.877e-09	-4.94e-09	-6.91e-09	-1.024e-08	-1.29400000000001e-08	-2.25399999999999e-08
-1.532e-09	-2.12299999999999e-09	-4.95e-09	-7.50000000000002e-09	-1.024e-08	-1.48399999999999e-08	-2.03799999999999e-08
-9.45999999999999e-10	-2.913e-09	-4.50999999999999e-09	-6.42999999999998e-09	-9.37999999999997e-09	-1.44999999999999e-08	-1.63600000000002e-08
-1.602e-09	-1.999e-09	-4.07999999999999e-09	-7.50999999999998e-09	-1.102e-08	-1.364e-08	-1.802e-08
-1.13e-10	-2.86000000000001e-09	-4.71e-09	-7.18000000000002e-09	-1.003e-08	-1.046e-08	-1.98399999999998e-08
-1.613e-09	-1.76000000000001e-09	-4.33000000000001e-09	-6.91000000000002e-09	-8.25000000000002e-09	-1.154e-08	-1.82200000000002e-08
-8.29e-10	-2.841e-09	-5.04999999999999e-09	-6.67999999999998e-09	-7.20000000000005e-09	-1.55800000000001e-08	-1.50800000000001e-08
