Vsg	Vsd = 150	Vsd = 300	Vsd = 450	Vsd = 600	Vsd = 750	Vsd = 900
-0.14	-1.099e-09	-1.75600000000002e-09	7.53999999999974e-10	-6.85999999999904e-10	3.09999999999994e-09	5.02199999999984e-09
-0.135	-1.269e-09	-1.55900000000001e-09	1.00000000000112e-11	-1.06399999999989e-09	1.50200000000002e-09	7.44999999999984e-09
-0.13	-1.34e-09	-1.66600000000002e-09	-1.43399999999995e-09	-1.09999999999926e-10	4.8199999999999e-10	7.78999999999983e-09
-0.125	-1.819e-09	-2.05900000000001e-09	-2.14199999999995e-09	4.46000000000029e-10	7.31999999999943e-10	5.14199999999984e-09
-0.12	-2.76e-09	-2.78199999999998e-09	-3.14999999999996e-09	-1.38600000000004e-09	7.64000000000019e-10	2.82399999999997e-09
-0.115	-3.613e-09	-3.83099999999998e-09	-4.66799999999996e-09	-4.0380000000001e-09	-5.19999999999927e-10	7.40000000000045e-10
-0.11	-4.34200000000001e-09	-5.061e-09	-6.18399999999999e-09	-5.75000000000012e-09	-2.69200000000001e-09	-2.29199999999995e-09
-0.105	-5.36800000000001e-09	-6.272e-09	-8.17400000000003e-09	-8.30400000000012e-09	-6.028e-09	-3.37799999999991e-09
-0.1	-6.36300000000001e-09	-7.35400000000001e-09	-1.0448e-08	-1.22400000000001e-08	-1.01579999999999e-08	-4.02199999999993e-09
-0.095	-7.21400000000001e-09	-8.604e-09	-1.2074e-08	-1.48160000000001e-08	-1.3376e-08	-8.22999999999996e-09
-0.09	-8.489e-09	-1.0091e-08	-1.3116e-08	-1.5768e-08	-1.59e-08	-1.4452e-08
-0.085	-1.0018e-08	-1.1821e-08	-1.4536e-08	-1.7418e-08	-1.8606e-08	-2.0582e-08
-0.08	-1.1588e-08	-1.4261e-08	-1.6916e-08	-2.0482e-08	-2.125e-08	-2.7022e-08
-0.075	-1.3595e-08	-1.7288e-08	-1.9918e-08	-2.45539999999999e-08	-2.4274e-08	-3.55139999999999e-08
-0.07	-1.6029e-08	-2.0474e-08	-2.3628e-08	-2.97139999999999e-08	-2.9946e-08	-4.3092e-08
-0.0649999999999999	-1.8749e-08	-2.4029e-08	-2.818e-08	-3.583e-08	-3.86480000000001e-08	-4.74260000000001e-08
-0.0599999999999999	-2.1966e-08	-2.8011e-08	-3.3152e-08	-4.2456e-08	-4.7066e-08	-5.31220000000001e-08
-0.0549999999999999	-2.5733e-08	-3.2428e-08	-3.88599999999999e-08	-4.9128e-08	-5.5194e-08	-6.4736e-08
-0.0499999999999999	-2.99950000000001e-08	-3.76600000000001e-08	-4.54480000000001e-08	-5.64660000000001e-08	-6.67080000000002e-08	-7.87540000000001e-08
-0.0449999999999999	-3.49880000000002e-08	-4.38940000000002e-08	-5.34740000000003e-08	-6.53640000000004e-08	-7.97380000000004e-08	-9.26600000000004e-08
-0.0399999999999999	-4.08290000000002e-08	-5.11320000000002e-08	-6.38580000000003e-08	-7.59860000000004e-08	-9.15880000000003e-08	-1.12734e-07
-0.035	-4.75120000000001e-08	-5.94650000000002e-08	-7.57680000000003e-08	-8.89240000000002e-08	-1.0666e-07	-1.37046e-07
-0.03	-5.54620000000001e-08	-6.90250000000002e-08	-8.83660000000003e-08	-1.05068e-07	-1.27418e-07	-1.60558e-07
-0.025	-6.4908e-08	-8.00460000000001e-08	-1.02368e-07	-1.23812e-07	-1.5129e-07	-1.86628e-07
-0.02	-7.56569999999999e-08	-9.31899999999999e-08	-1.18818e-07	-1.44568e-07	-1.77584e-07	-2.1936e-07
-0.015	-8.79069999999999e-08	-1.09079e-07	-1.38088e-07	-1.68664e-07	-2.0807e-07	-2.55654e-07
-0.01	-1.02236e-07	-1.27933e-07	-1.60322e-07	-1.97518e-07	-2.43948e-07	-2.9382e-07
-0.005	-1.18882e-07	-1.49948e-07	-1.86062e-07	-2.30174e-07	-2.83342e-07	-3.38176e-07
0	-1.38313e-07	-1.75453e-07	-2.17246e-07	-2.67086e-07	-3.27282e-07	-3.94476e-07
0.005	-1.6129e-07	-2.04654e-07	-2.53666e-07	-3.11792e-07	-3.8174e-07	-4.62896e-07
0.01	-1.88172e-07	-2.38428e-07	-2.95008e-07	-3.64588e-07	-4.46756e-07	-5.40573999999999e-07
0.015	-2.1935e-07	-2.78006e-07	-3.44104e-07	-4.24476e-07	-5.2038e-07	-6.32199999999999e-07
0.02	-2.5554e-07	-3.23594e-07	-4.01304e-07	-4.9445e-07	-6.08102e-07	-7.394e-07
0.025	-2.97566e-07	-3.7634e-07	-4.67012e-07	-5.77494e-07	-7.12035999999999e-07	-8.59799999999999e-07
0.03	-3.46458e-07	-4.38542e-07	-5.44339999999999e-07	-6.72969999999999e-07	-8.30005999999999e-07	-9.99599999999999e-07
0.035	-4.03473e-07	-5.11034e-07	-6.35155999999999e-07	-7.83463999999999e-07	-9.65971999999999e-07	-1.1678e-06
0.04	-4.69849e-07	-5.94955999999999e-07	-7.40499999999999e-07	-9.14667999999999e-07	-1.12524e-06	-1.3636e-06
0.045	-5.46998e-07	-6.93091999999999e-07	-8.63327999999999e-07	-1.065978e-06	-1.30888e-06	-1.5906e-06
0.05	-6.36953999999999e-07	-8.08035999999999e-07	-1.006646e-06	-1.239724e-06	-1.521936e-06	-1.8582e-06
0.055	-7.41662e-07	-9.41173999999999e-07	-1.171842e-06	-1.445476e-06	-1.770512e-06	-2.1674e-06
0.0600000000000001	-8.62349999999999e-07	-1.094098e-06	-1.3614e-06	-1.683358e-06	-2.057902e-06	-2.5174e-06
0.0650000000000001	-1.002322e-06	-1.272152e-06	-1.584268e-06	-1.954704e-06	-2.396476e-06	-2.9254e-06
0.0700000000000001	-1.16616e-06	-1.480574e-06	-1.845412e-06	-2.27423e-06	-2.794802e-06	-3.408e-06
0.0750000000000001	-1.35802e-06	-1.722878e-06	-2.14694e-06	-2.65131600000001e-06	-3.25393200000001e-06	-3.96520000000001e-06
0.0800000000000001	-1.58083200000001e-06	-2.00490600000001e-06	-2.49891200000001e-06	-3.08770600000001e-06	-3.78620000000002e-06	-4.61100000000002e-06
0.0850000000000001	-1.83993200000001e-06	-2.33733000000001e-06	-2.91191600000001e-06	-3.59610400000001e-06	-4.41660000000002e-06	-5.37260000000002e-06
0.09	-2.14263200000001e-06	-2.72299200000001e-06	-3.39399200000001e-06	-4.18977200000001e-06	-5.15020000000002e-06	-6.26000000000002e-06
0.095	-2.49356800000001e-06	-3.16829000000001e-06	-3.95510200000001e-06	-4.88260000000001e-06	-5.98760000000002e-06	-7.28700000000002e-06
0.1	-2.899188e-06	-3.690368e-06	-4.604526e-06	-5.6896e-06	-6.95900000000001e-06	-8.48500000000001e-06
0.105	-3.373958e-06	-4.30204e-06	-5.3596e-06	-6.6282e-06	-8.09719999999999e-06	-9.88379999999999e-06
0.11	-3.929502e-06	-5.006086e-06	-6.24299999999999e-06	-7.719e-06	-9.41979999999999e-06	-1.14992e-05
0.115	-4.574156e-06	-5.819358e-06	-7.26899999999999e-06	-8.98679999999999e-06	-1.09618e-05	-1.33704e-05
0.12	-5.326626e-06	-6.77479999999999e-06	-8.45699999999999e-06	-1.04572e-05	-1.2772e-05	-1.5561e-05
0.125	-6.20299999999999e-06	-7.88139999999999e-06	-9.83679999999999e-06	-1.21576e-05	-1.48912e-05	-1.81256e-05
0.13	-7.21439999999999e-06	-9.16259999999999e-06	-1.14486e-05	-1.41342e-05	-1.73488e-05	-2.1057e-05
0.135	-8.38539999999999e-06	-1.06816e-05	-1.33376e-05	-1.64492e-05	-2.01814e-05	-2.44212e-05
0.14	-9.75219999999999e-06	-1.24588e-05	-1.55278e-05	-1.91512e-05	-2.34114e-05	-2.83814e-05
0.145	-1.13464e-05	-1.45016e-05	-1.80828e-05	-2.22482e-05	-2.71468e-05	-3.30198e-05
0.15	-1.31926e-05	-1.68688e-05	-2.10648e-05	-2.58188e-05	-3.15474e-05	-3.84e-05
0.155	-1.53358e-05	-1.96344e-05	-2.446e-05	-3.00226e-05	-3.66824e-05	-4.46922e-05
0.16	-1.78494e-05	-2.27774e-05	-2.83408e-05	-3.49372e-05	-4.26758e-05	-5.20432e-05
0.165	-2.07852e-05	-2.63824e-05	-3.29016e-05	-4.0637e-05	-4.96972e-05	-6.0531e-05
0.17	-2.41348e-05	-3.06662e-05	-3.82544e-05	-4.73196e-05	-5.78542e-05	-7.03699999999999e-05
0.175	-2.79928e-05	-3.56986e-05	-4.45228e-05	-5.51848e-05	-6.72639999999999e-05	-8.18039999999999e-05
0.18	-3.2504e-05	-4.15566e-05	-5.18575999999999e-05	-6.42309999999999e-05	-7.82389999999999e-05	-9.50009999999999e-05
0.185	-3.7755e-05	-4.84036e-05	-6.04027999999999e-05	-7.45879999999999e-05	-9.10919999999999e-05	-0.000110323
0.19	-4.39176e-05	-5.63456e-05	-7.03669999999999e-05	-8.66689999999999e-05	-0.000105888	-0.000128153
0.195	-5.10878e-05	-6.54859999999999e-05	-8.17849999999999e-05	-0.000100629	-0.000122756	-0.000148667
0.2	-5.93570000000001e-05	-7.61330000000001e-05	-9.49020000000002e-05	-0.000116694	-0.000142269	-0.000172447
0.205	-6.89840000000003e-05	-8.85100000000004e-05	-0.000110208000000001	-0.000135479000000001	-0.000164937000000001	-0.000200075000000001
0.21	-8.02410000000003e-05	-0.000102749	-0.000127996000000001	-0.000157384000000001	-0.000191270000000001	-0.000231973000000001
0.215	-9.32180000000003e-05	-0.000119237	-0.000148531	-0.000182671000000001	-0.000222080000000001	-0.000268862000000001
0.22	-0.000108243	-0.000138604	-0.000172486	-0.000212195000000001	-0.000257889000000001	-0.000311670000000001
0.225	-0.000125757	-0.000161004	-0.000200439	-0.000246245	-0.000299088	-0.000360843
0.23	-0.000146029	-0.000186651	-0.000232562	-0.000285164	-0.000346573	-0.000417475
0.235	-0.000169346	-0.0002167	-0.000269319	-0.000330508	-0.000401085	-0.000483219
0.24	-0.000196248	-0.000251863	-0.000312105	-0.000383262	-0.000463856	-0.000558961
0.245	-0.000227617	-0.000291963	-0.000361745	-0.000443413	-0.000536615	-0.000645779999999999
0.25	-0.000263906	-0.000338051	-0.000418487	-0.00051261	-0.000620719999999999	-0.000745859999999999
0.255	-0.000305557	-0.000391279	-0.000484299	-0.00059288	-0.000717579999999999	-0.000860819999999999
0.26	-0.000353865	-0.000452517	-0.000560864	-0.000685019999999999	-0.000828819999999999	-0.000992659999999999
0.265	-0.000409729	-0.000523147	-0.00064868	-0.000791099999999999	-0.000956239999999999	-0.00114496
0.27	-0.000473809	-0.00060458	-0.000749979999999999	-0.000913959999999999	-0.00110274	-0.0013207
0.275	-0.00054731	-0.000699499999999999	-0.000866659999999999	-0.00105534	-0.00127132	-0.0015207
0.28	-0.00063218	-0.000809319999999999	-0.0010002	-0.00121668	-0.00146414	-0.00174828
0.285	-0.000729859999999999	-0.000933979999999999	-0.00115286	-0.00140162	-0.0016837	-0.00200892
0.29	-0.000842239999999999	-0.00107636	-0.00132736	-0.0016143	-0.00193494	-0.00230258
0.295	-0.000971779999999999	-0.00124	-0.00152794	-0.00185626	-0.00221992	-0.00263212
0.3	-0.00111998	-0.00142726	-0.00175806	-0.00212776	-0.00254044	-0.00300932
0.305	-0.00128914	-0.00164146	-0.00201938	-0.00243542	-0.0029055	-0.00343928
0.31	-0.00148296	-0.00188694	-0.00231516	-0.0027893	-0.00332408	-0.00392688
0.315	-0.00170314	-0.00216422	-0.00265056	-0.00319024	-0.00379768	-0.00447968
0.32	-0.0019525	-0.00247752	-0.00303092	-0.00364264	-0.00432988	-0.00509926
0.325	-0.00223484	-0.00283516000000001	-0.00346146000000001	-0.00415620000000001	-0.00492940000000001	-0.00578760000000001
0.33	-0.00255434000000001	-0.00324064000000002	-0.00395140000000002	-0.00473704000000002	-0.00560020000000003	-0.00655400000000003
0.335	-0.00291870000000001	-0.00369774000000001	-0.00450448000000002	-0.00538620000000002	-0.00634320000000002	-0.00740280000000003
0.34	-0.00333192000000001	-0.00421554000000001	-0.00512120000000002	-0.00610320000000002	-0.00716560000000002	-0.00833480000000003
0.345	-0.00379642000000001	-0.00479764000000001	-0.00581120000000002	-0.00689540000000002	-0.00807280000000002	-0.00935960000000003
0.35	-0.00432196	-0.00544440000000001	-0.00658060000000001	-0.00777720000000001	-0.00907360000000001	-0.0104874
0.355	-0.00490932	-0.0061618	-0.00742499999999999	-0.00875239999999999	-0.0101772	-0.0117206
0.36	-0.0055578	-0.00695599999999999	-0.00835179999999999	-0.00981699999999999	-0.011386	-0.0130598
0.365	-0.00627619999999999	-0.00783599999999999	-0.00937079999999999	-0.0109768	-0.0126894	-0.0145134
0.37	-0.00706979999999999	-0.00880459999999999	-0.0104826	-0.012243	-0.0140972	-0.016079
0.375	-0.00794199999999999	-0.00985799999999999	-0.0116912	-0.0136146	-0.0156242	-0.0177398
0.38	-0.00889479999999999	-0.0110036	-0.0130056	-0.0150844	-0.0172478	-0.0195092
0.385	-0.00992639999999999	-0.012248	-0.0144296	-0.0166564	-0.0189704	-0.021395
0.39	-0.0110454	-0.0135882	-0.01596	-0.0183428	-0.0208132	-0.023383
0.395	-0.0122544	-0.0150236	-0.017583	-0.020132	-0.022761	-0.025471
0.4	-0.0135434	-0.0165584	-0.0193002	-0.0220162	-0.024796	-0.0276622
0.405	-0.014925	-0.0181894	-0.021115	-0.0239964	-0.0269284	-0.0299374
0.41	-0.0164002	-0.0199172	-0.0230154	-0.0260668	-0.0291536	-0.0322828
0.415	-0.0179426	-0.021739	-0.0250096	-0.028227	-0.0314572	-0.034712
0.42	-0.0195684	-0.0236418	-0.0271074	-0.030462	-0.03384	-0.037212
0.425	-0.0212806	-0.0256184	-0.0292712	-0.0327500000000001	-0.0362720000000001	-0.0397460000000001
0.43	-0.0230412	-0.0276726	-0.0314838	-0.0351180000000001	-0.0387440000000001	-0.0423160000000001
0.435	-0.0248732	-0.0297846	-0.033766	-0.03757	-0.0412520000000001	-0.0449380000000001
0.44	-0.0267882	-0.031944	-0.0361	-0.040038	-0.0437820000000001	-0.0475900000000001
0.445	-0.0287244	-0.034172	-0.038482	-0.042526	-0.046368	-0.050254
0.45	-0.03068	-0.03645	-0.040928	-0.045058	-0.049014	-0.052924
0.455	-0.032682	-0.038758	-0.043394	-0.047586	-0.0516539999999999	-0.055598
0.46	-0.034686	-0.0411	-0.045838	-0.0500919999999999	-0.0542579999999999	-0.058252
0.465	-0.036684	-0.043452	-0.048288	-0.052624	-0.0568639999999999	-0.060862
0.47	-0.038696	-0.045812	-0.050744	-0.055196	-0.0594659999999999	-0.0634559999999999
0.475	-0.040706	-0.048196	-0.053188	-0.057754	-0.0620159999999999	-0.0660359999999999
0.48	-0.042704	-0.05055	-0.055644	-0.06026	-0.064504	-0.068574
0.485	-0.0446660000000001	-0.0528620000000001	-0.0580920000000001	-0.0627420000000001	-0.0669880000000001	-0.0710900000000001
0.49	-0.0465740000000001	-0.0551880000000001	-0.0605080000000001	-0.0651900000000001	-0.0694620000000001	-0.0735960000000001
0.495	-0.0484320000000001	-0.0574780000000001	-0.0628800000000001	-0.0675620000000001	-0.0718380000000001	-0.0760120000000001
0.5	-0.0502220000000001	-0.0597040000000001	-0.0651780000000001	-0.0699000000000001	-0.0741380000000001	-0.0783380000000001
0.505	-0.051956	-0.061936	-0.067448	-0.072214	-0.076464	-0.080632
0.51	-0.053638	-0.064148	-0.0697359999999999	-0.0744719999999999	-0.078792	-0.0828419999999999
0.515	-0.05522	-0.066264	-0.071946	-0.0766919999999999	-0.0809859999999999	-0.0849599999999999
0.52	-0.056728	-0.068336	-0.074058	-0.078854	-0.0830699999999999	-0.0870459999999999
0.525	-0.0581579999999999	-0.070374	-0.0761579999999999	-0.0808859999999999	-0.0851399999999999	-0.0890739999999999
0.53	-0.0594399999999999	-0.0723039999999999	-0.07818	-0.0828839999999999	-0.0871419999999999	-0.0910099999999999
0.535	-0.0606079999999999	-0.0741819999999999	-0.080108	-0.0848739999999999	-0.0890279999999999	-0.0929359999999999
0.54	-0.0617179999999999	-0.0760619999999999	-0.0820479999999999	-0.0867219999999999	-0.0908899999999999	-0.0946059999999999
0.545	-0.0627439999999999	-0.0778699999999999	-0.0839599999999999	-0.0885239999999999	-0.0925139999999999	-0.0959139999999999
0.55	-0.0636760000000001	-0.0795860000000001	-0.0857580000000001	-0.0904060000000001	-0.0938080000000001	-0.0973780000000001
0.555	-0.0645020000000001	-0.0812740000000001	-0.0874680000000001	-0.0919520000000001	-0.0952500000000001	-0.0990400000000001
0.56	-0.0652000000000001	-0.0829320000000001	-0.0891240000000001	-0.0930740000000001	-0.0968860000000001	-0.100566
0.565	-0.0657680000000001	-0.0844920000000001	-0.0904980000000001	-0.0944780000000001	-0.0984740000000001	-0.102162
0.57	-0.0662120000000001	-0.0859560000000001	-0.0915740000000001	-0.0961060000000001	-0.100232	-0.104002
0.575	-0.066552	-0.0871619999999999	-0.0928419999999999	-0.0975979999999999	-0.102186	-0.10568
0.58	-0.066792	-0.0880979999999999	-0.0943399999999999	-0.0993279999999999	-0.1039	-0.10706
0.585	-0.0669559999999999	-0.0891279999999999	-0.0957539999999999	-0.101284	-0.10532	-0.10842
0.59	-0.0670279999999999	-0.0902779999999999	-0.0973099999999999	-0.10286	-0.1066	-0.10984
0.595	-0.0669379999999999	-0.0914119999999999	-0.0991399999999999	-0.1041	-0.10776	-0.11116
0.6	-0.0667199999999999	-0.0927239999999999	-0.1007	-0.10526	-0.10896	-0.1123
0.605	-0.0664600000000001	-0.0942160000000001	-0.10186	-0.1063	-0.11016	-0.11336
0.61	-0.0658320000000001	-0.0954400000000001	-0.1029	-0.1073	-0.1111	-0.11424
0.615	-0.0648820000000001	-0.0964400000000001	-0.10396	-0.10832	-0.11202	-0.11506
0.62	-0.0642260000000001	-0.0973800000000001	-0.105	-0.1093	-0.11304	-0.11598
0.625	-0.0637540000000001	-0.0982000000000001	-0.10594	-0.11026	-0.11392	-0.11692
0.63	-0.0631159999999999	-0.0989199999999999	-0.10692	-0.1113	-0.11472	-0.11786
0.635	-0.0626499999999999	-0.0995399999999999	-0.10798	-0.11232	-0.11564	-0.11882
0.64	-0.0624139999999999	-0.10008	-0.10888	-0.11322	-0.11656	-0.11974
0.645	-0.06184	-0.10056	-0.1096	-0.11412	-0.1174	-0.12056
0.65	-0.0609199999999999	-0.101	-0.11036	-0.11496	-0.1183	-0.12124
0.655	-0.0599999999999999	-0.1014	-0.11112	-0.11564	-0.11916	-0.12184
0.66	-0.0591	-0.10178	-0.1118	-0.11636	-0.11988	-0.12252
0.665	-0.05814	-0.10208	-0.1125	-0.11716	-0.12048	-0.1231
0.67	-0.05714	-0.10228	-0.11322	-0.11786	-0.12106	-0.12358
0.675	-0.05618	-0.10238	-0.11384	-0.11844	-0.12154	-0.12414
0.68	-0.0552599999999999	-0.10244	-0.11438	-0.119	-0.12194	-0.12462
0.685	-0.0543	-0.10248	-0.11486	-0.11958	-0.12248	-0.125
0.69	-0.05326	-0.10238	-0.11522	-0.12008	-0.12304	-0.12544
0.695	-0.0522	-0.10218	-0.11556	-0.1204	-0.12346	-0.12584
0.7	-0.0511000000000001	-0.10202	-0.11598	-0.12076	-0.12388	-0.12618
0.705	-0.0498800000000001	-0.10174	-0.11624	-0.12118	-0.1242	-0.12654
0.71	-0.04872	-0.1013	-0.11646	-0.1215	-0.12442	-0.12694
0.715	-0.04768	-0.10088	-0.11692	-0.12182	-0.1248	-0.12732
0.72	-0.0466800000000001	-0.10046	-0.11732	-0.1223	-0.12528	-0.12764
0.725	-0.0457400000000001	-0.0999800000000001	-0.11748	-0.12278	-0.1257	-0.12788
0.73	-0.0448000000000001	-0.0994600000000001	-0.11772	-0.12312	-0.12612	-0.12806
0.735	-0.0438	-0.0988400000000001	-0.11804	-0.12342	-0.12642	-0.12816
0.74	-0.0428000000000001	-0.0981800000000002	-0.11822	-0.12368	-0.12654	-0.12824
0.745	-0.0417799999999999	-0.0975199999999999	-0.11832	-0.1239	-0.12678	-0.12852
0.75	-0.0407199999999999	-0.0966599999999999	-0.1184	-0.12414	-0.12706	-0.12894
0.755	-0.0397999999999999	-0.0957	-0.1185	-0.12436	-0.12718	-0.1293
0.76	-0.0389999999999999	-0.0948199999999999	-0.11858	-0.1245	-0.12734	-0.12958
0.765	-0.0381799999999999	-0.0939599999999999	-0.11852	-0.12464	-0.12766	-0.12986
0.77	-0.0372999999999999	-0.0929799999999999	-0.11838	-0.12474	-0.12786	-0.12996
0.775	-0.03638	-0.0918999999999999	-0.1183	-0.12478	-0.1279	-0.12988
0.78	-0.03552	-0.0908399999999999	-0.11822	-0.1249	-0.12806	-0.12988
0.785	-0.03468	-0.0897599999999999	-0.11804	-0.12506	-0.12828	-0.1299
0.79	-0.0337800000000001	-0.0885599999999999	-0.11788	-0.12514	-0.12834	-0.12994
0.795	-0.03294	-0.0873199999999999	-0.11778	-0.12526	-0.12832	-0.13006
0.8	-0.03218	-0.0860199999999999	-0.1175	-0.1253	-0.12826	-0.12998
0.805	-0.03142	-0.08464	-0.11714	-0.12516	-0.12826	-0.12988
0.81	-0.03064	-0.08336	-0.11682	-0.12502	-0.12836	-0.13002
0.815	-0.02988	-0.08214	-0.11636	-0.12498	-0.12838	-0.13006
0.82	-0.0292	-0.0808800000000002	-0.1159	-0.12494	-0.12832	-0.12996
0.825	-0.0285800000000001	-0.0796800000000001	-0.1156	-0.12492	-0.12834	-0.1301
0.83	-0.0278800000000001	-0.07846	-0.11516	-0.12504	-0.12838	-0.13028
0.835	-0.0271600000000001	-0.0770800000000001	-0.11462	-0.12518	-0.12838	-0.13018
0.84	-0.0265800000000001	-0.0756200000000002	-0.1142	-0.125180000000001	-0.128420000000001	-0.12998
0.845	-0.02598	-0.07424	-0.1137	-0.12512	-0.1284	-0.12988
0.85	-0.02538	-0.0729800000000001	-0.1131	-0.1251	-0.12834	-0.12986
0.855	-0.02488	-0.0717200000000002	-0.11258	-0.12486	-0.12832	-0.12976
0.86	-0.0243	-0.07046	-0.11206	-0.12446	-0.12824	-0.1297
0.865	-0.02366	-0.06916	-0.11132	-0.12426	-0.12804	-0.12976
0.87	-0.02312	-0.06774	-0.11044	-0.12418	-0.1279	-0.1297
0.875	-0.02256	-0.06638	-0.10964	-0.12398	-0.12788	-0.12948
0.88	-0.02198	-0.0651399999999999	-0.10882	-0.1238	-0.1278	-0.12936
0.885	-0.02152	-0.06378	-0.10778	-0.1236	-0.1275	-0.1292
0.89	-0.0210999999999999	-0.0624999999999999	-0.1068	-0.12318	-0.12714	-0.12888
0.895	-0.0205999999999999	-0.0613333333333332	-0.1059	-0.122466666666667	-0.126833333333333	-0.1287
0.9	-0.0201999999999997	-0.0599999999999996	-0.1048	-0.122	-0.1258	-0.1282
