Vsg	Vsd = 150	Vsd = 300	Vsd = 450	Vsd = 600	Vsd = 750	Vsd = 900
-0.3	5.02000000000012e-09	1.16600000000004e-08	1.41200000000002e-08	4.47600000000006e-08	5.73200000000011e-08	3.28000000000008e-09
-0.295	4.02000000000002e-09	9.17000000000013e-09	1.314e-08	3.26966666666668e-08	4.99233333333334e-08	1.80233333333329e-08
-0.29	3.36500000000001e-09	6.20000000000007e-09	1.0866e-08	2.28900000000001e-08	4.04400000000002e-08	2.66299999999999e-08
-0.285	2.69899999999999e-09	4.45899999999999e-09	8.94599999999997e-09	1.63899999999999e-08	3.3534e-08	3.64559999999998e-08
-0.28	2.012e-09	3.05599999999999e-09	7.51600000000003e-09	1.15060000000001e-08	2.69460000000001e-08	4.1474e-08
-0.275	1.704e-09	2.379e-09	6.45400000000005e-09	1.002e-08	2.28760000000002e-08	4.2254e-08
-0.27	1.583e-09	2.67700000000001e-09	5.26e-09	9.78199999999988e-09	2.07200000000001e-08	4.28699999999999e-08
-0.265	1.41e-09	3.001e-09	4.574e-09	8.61199999999987e-09	1.8484e-08	4.03879999999999e-08
-0.26	1.352e-09	2.65299999999999e-09	4.72000000000002e-09	7.4179999999999e-09	1.6352e-08	3.81399999999999e-08
-0.255	1.42e-09	2.26500000000002e-09	4.71399999999999e-09	6.20599999999987e-09	1.51139999999999e-08	3.83759999999999e-08
-0.25	1.489e-09	2.17200000000002e-09	4.40799999999999e-09	4.90599999999992e-09	1.5036e-08	3.62879999999998e-08
-0.245	1.529e-09	1.989e-09	3.806e-09	4.65400000000006e-09	1.5058e-08	3.54479999999998e-08
-0.24	1.518e-09	1.69600000000002e-09	2.74199999999997e-09	5.53000000000011e-09	1.45199999999999e-08	3.70019999999998e-08
-0.235	1.521e-09	1.65100000000004e-09	2.144e-09	7.05200000000015e-09	1.4402e-08	3.435e-08
-0.23	1.51100000000001e-09	2.01300000000001e-09	2.24000000000003e-09	8.69800000000015e-09	1.45940000000001e-08	3.0182e-08
-0.225	1.17e-09	2.244e-09	2.442e-09	9.84400000000011e-09	1.2862e-08	3.01900000000001e-08
-0.22	8.55000000000003e-10	1.85700000000001e-09	3.11600000000002e-09	9.92000000000005e-09	1.095e-08	3.05480000000001e-08
-0.215	9.01000000000005e-10	1.326e-09	3.80400000000007e-09	8.83400000000003e-09	1.0062e-08	2.7424e-08
-0.21	9.04e-10	1.32499999999996e-09	3.16600000000003e-09	6.63999999999991e-09	9.252e-09	2.61859999999999e-08
-0.205	7.63e-10	1.31299999999996e-09	1.94000000000001e-09	4.3339999999999e-09	8.59799999999998e-09	2.91380000000001e-08
-0.2	7.56000000000002e-10	7.69999999999979e-10	1.29400000000002e-09	3.26799999999996e-09	7.96799999999999e-09	2.87720000000002e-08
-0.195	8.19000000000002e-10	3.71999999999981e-10	9.99999999999975e-10	2.96599999999997e-09	7.95000000000001e-09	2.54320000000002e-08
-0.19	7.05000000000001e-10	4.02999999999987e-10	1.20599999999993e-09	2.83199999999994e-09	7.93800000000002e-09	2.48920000000003e-08
-0.185	5.90999999999999e-10	2.99000000000005e-10	1.90199999999994e-09	2.92800000000004e-09	7.34600000000004e-09	2.35940000000001e-08
-0.18	5.90999999999997e-10	-2.39999999999908e-11	1.91999999999996e-09	2.80000000000013e-09	9.11400000000002e-09	2.09739999999999e-08
-0.175	4.03999999999998e-10	1.63000000000013e-10	1.66599999999999e-09	2.30800000000006e-09	1.1758e-08	2.05119999999999e-08
-0.17	1.52000000000001e-10	9.51000000000022e-10	1.38000000000004e-09	2.56400000000001e-09	1.071e-08	1.8714e-08
-0.165	4.00000000000329e-12	1.30400000000002e-09	4.92000000000035e-10	3.16400000000003e-09	9.81200000000004e-09	1.4318e-08
-0.16	-4.30999999999997e-10	8.31000000000018e-10	3.61999999999987e-10	2.346e-09	1.0216e-08	9.20600000000003e-09
-0.155	-8.81999999999999e-10	2.37000000000027e-10	1.09399999999996e-09	7.89999999999969e-10	7.23599999999998e-09	4.06400000000005e-09
-0.15	-8.26e-10	-5.11999999999991e-10	7.93999999999953e-10	5.80000000000262e-11	3.42999999999998e-09	2.39799999999997e-09
-0.145	-7.95000000000003e-10	-1.47700000000003e-09	3.47999999999958e-10	-1.15999999999919e-10	3.08999999999993e-09	3.49799999999989e-09
