Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-0.05609	-8.9266e-10	0.056078	3.7578e-07	-3.1854e-07	-0.036432	-4.756e-10	0.03645	3.776e-07	-3.1662e-07	-0.017732	-2.1911e-10	0.017742	3.7918e-07	-3.147e-07	-0.0039802	-1.803e-11	0.003978	3.7972e-07	-3.1304e-07	-0.0001486	2.1411e-10	0.00014854	3.7976e-07	-3.1232e-07	-2.0418e-06	4.6282e-10	1.9729e-06	3.801e-07	-3.122e-07	-9.11924e-08	7.7027e-10	2.19538e-08	3.8072e-07	-3.1216e-07
0.005	-0.055994	-9.0203e-10	0.056004	3.7492e-07	-3.186e-07	-0.036398	-4.8606e-10	0.036408	3.765e-07	-3.1674e-07	-0.0177	-2.2196e-10	0.017706	3.779e-07	-3.1474e-07	-0.0039652	-2.122e-11	0.0039644	3.7838e-07	-3.1308e-07	-0.00014772	2.0964e-10	0.00014776	3.7858e-07	-3.1234e-07	-2.024e-06	4.6192e-10	1.9533e-06	3.787e-07	-3.122e-07	-8.97618e-08	7.5479e-10	2.1829e-08	3.796e-07	-3.1212e-07
0.01	-0.055942	-8.9704e-10	0.055958	3.7448e-07	-3.1862e-07	-0.036352	-4.8203e-10	0.036366	3.756e-07	-3.1672e-07	-0.01767	-2.2462e-10	0.017676	3.7668e-07	-3.147e-07	-0.0039516	-1.608e-11	0.0039524	3.7758e-07	-3.1308e-07	-0.0001468	1.9487e-10	0.00014686	3.772e-07	-3.1232e-07	-2.0149e-06	4.4253e-10	1.9447e-06	3.7792e-07	-3.1222e-07	-8.86758e-08	7.5335e-10	2.16558e-08	3.7844e-07	-3.1222e-07
0.015	-0.05589	-9.0129e-10	0.055906	3.7352e-07	-3.1872e-07	-0.036316	-4.8368e-10	0.036322	3.7466e-07	-3.1684e-07	-0.017636	-2.2511e-10	0.017646	3.7594e-07	-3.148e-07	-0.003939	-2.897e-11	0.003941	3.7618e-07	-3.13e-07	-0.00014596	1.9829e-10	0.00014602	3.7644e-07	-3.1228e-07	-1.9974e-06	4.3678e-10	1.9322e-06	3.7672e-07	-3.1218e-07	-8.74762e-08	7.3354e-10	2.15158e-08	3.7726e-07	-3.1212e-07
0.02	-0.05584	-9.0299e-10	0.055854	3.726e-07	-3.1874e-07	-0.036272	-4.896e-10	0.036274	3.7372e-07	-3.1694e-07	-0.017606	-2.3367e-10	0.017614	3.7486e-07	-3.1476e-07	-0.003926	-2.653e-11	0.0039256	3.751e-07	-3.1296e-07	-0.00014508	1.8485e-10	0.00014524	3.754e-07	-3.1238e-07	-1.9818e-06	4.2838e-10	1.9219e-06	3.757e-07	-3.1218e-07	-8.61392e-08	7.3731e-10	2.13576e-08	3.7592e-07	-3.1212e-07
0.025	-0.05579	-9.0412e-10	0.055802	3.7174e-07	-3.1884e-07	-0.036226	-4.8466e-10	0.036236	3.7286e-07	-3.1684e-07	-0.017572	-2.2625e-10	0.017588	3.739e-07	-3.1476e-07	-0.003913	-3.015e-11	0.0039132	3.7432e-07	-3.13e-07	-0.00014424	1.9034e-10	0.00014438	3.7436e-07	-3.1226e-07	-1.9708e-06	4.2217e-10	1.9059e-06	3.7476e-07	-3.1222e-07	-8.49074e-08	7.2395e-10	2.1199e-08	3.7522e-07	-3.1218e-07
0.03	-0.05574	-9.0478e-10	0.055756	3.7082e-07	-3.1886e-07	-0.036182	-4.9027e-10	0.036192	3.7186e-07	-3.1688e-07	-0.017542	-2.2648e-10	0.017554	3.7272e-07	-3.1474e-07	-0.0038992	-3.055e-11	0.0038978	3.7344e-07	-3.1324e-07	-0.00014344	1.8078e-10	0.00014348	3.733e-07	-3.1228e-07	-1.9587e-06	4.1725e-10	1.8979e-06	3.7332e-07	-3.1216e-07	-8.37526e-08	7.0494e-10	2.10974e-08	3.7408e-07	-3.1214e-07
0.035	-0.055688	-9.1009e-10	0.055698	3.6994e-07	-3.1892e-07	-0.036134	-4.8531e-10	0.03615	3.7098e-07	-3.169e-07	-0.017508	-2.3238e-10	0.01752	3.718e-07	-3.1478e-07	-0.003886	-3.565e-11	0.0038858	3.7226e-07	-3.1296e-07	-0.00014268	1.7268e-10	0.00014264	3.7216e-07	-3.1236e-07	-1.9389e-06	4.0022e-10	1.8829e-06	3.726e-07	-3.1216e-07	-8.24114e-08	7.0443e-10	2.09714e-08	3.7306e-07	-3.1218e-07
0.04	-0.055636	-9.073e-10	0.055652	3.6902e-07	-3.1896e-07	-0.036094	-4.9338e-10	0.036106	3.7002e-07	-3.1688e-07	-0.017476	-2.384e-10	0.01749	3.7082e-07	-3.1478e-07	-0.0038732	-3.828e-11	0.003873	3.7076e-07	-3.1294e-07	-0.00014176	1.7264e-10	0.00014182	3.713e-07	-3.1234e-07	-1.924e-06	4.0383e-10	1.8679e-06	3.7158e-07	-3.1224e-07	-8.12918e-08	6.8173e-10	2.07878e-08	3.719e-07	-3.1216e-07
0.045	-0.055582	-9.0898e-10	0.05559	3.6816e-07	-3.1898e-07	-0.036054	-4.8583e-10	0.036066	3.6916e-07	-3.1694e-07	-0.017444	-2.3298e-10	0.017456	3.6992e-07	-3.1484e-07	-0.0038594	-4.161e-11	0.0038608	3.7006e-07	-3.13e-07	-0.00014094	1.6422e-10	0.0001411	3.7022e-07	-3.123e-07	-1.92e-06	3.9405e-10	1.8608e-06	3.7016e-07	-3.1222e-07	-8.00162e-08	6.7474e-10	2.07018e-08	3.7106e-07	-3.122e-07
