Vgs	Gm_Vds=0.01V	Gm_Vds=0.02V	Gm_Vds=0.03V	Gm_Vds=0.04V	Gm_Vds=0.05V	Gm_Vds=0.06V	Gm_Vds=0.07V	Gm_Vds=0.08V	Gm_Vds=0.09V	Gm_Vds=0.10V
-0.295	-7.6263e-09	-5.7978e-09	-6.6919e-09	-9.4131e-09	-7.724e-09	-8.133e-09	-7.267e-09	-1.008e-08	-8.12e-09	-8.786e-09
-0.29	-7.1328e-09	-6.0129e-09	-6.7287e-09	-8.8919e-09	-7.662e-09	-8.065e-09	-7.442e-09	-9.676e-09	-8.295e-09	-8.87e-09
-0.285	-6.824e-09	-6.1332e-09	-6.658e-09	-8.2552e-09	-7.598e-09	-7.796e-09	-7.571e-09	-9.193e-09	-8.452e-09	-8.901e-09
-0.28	-6.4292e-09	-6.1838e-09	-6.5145e-09	-7.6607e-09	-7.3824e-09	-7.41e-09	-7.577e-09	-8.605e-09	-8.573e-09	-8.89e-09
-0.275	-5.8063e-09	-6.1996e-09	-6.3476e-09	-7.0768e-09	-6.916e-09	-7.272e-09	-7.497e-09	-8.061e-09	-8.591e-09	-8.737e-09
-0.27	-5.5993e-09	-6.0571e-09	-6.0956e-09	-6.6761e-09	-6.6223e-09	-7.2349e-09	-7.485e-09	-7.909e-09	-8.347e-09	-8.403e-09
-0.265	-5.5797e-09	-5.8184e-09	-5.8724e-09	-6.5123e-09	-6.6432e-09	-6.8433e-09	-7.468e-09	-7.738e-09	-8.067e-09	-8.218e-09
-0.26	-5.2826e-09	-5.7124e-09	-5.8167e-09	-6.2954e-09	-6.5296e-09	-6.5948e-09	-7.318e-09	-7.46e-09	-7.93e-09	-8.193e-09
-0.255	-5.1683e-09	-5.6536e-09	-5.7587e-09	-5.9975e-09	-6.4104e-09	-6.7773e-09	-7.2064e-09	-7.441e-09	-7.689e-09	-8.131e-09
-0.25	-5.1282e-09	-5.4393e-09	-5.6317e-09	-5.8281e-09	-6.4679e-09	-6.5444e-09	-7.1673e-09	-7.333e-09	-7.448e-09	-8.034e-09
-0.245	-4.8307e-09	-5.191e-09	-5.5274e-09	-5.665e-09	-6.2414e-09	-6.1112e-09	-6.8978e-09	-6.801e-09	-7.454e-09	-7.942e-09
-0.24	-4.7339e-09	-5.0564e-09	-5.3687e-09	-5.4769e-09	-5.7513e-09	-6.2936e-09	-6.5939e-09	-6.5198e-09	-7.406e-09	-7.774e-09
-0.235	-4.7481e-09	-4.9133e-09	-5.1283e-09	-5.4083e-09	-5.5377e-09	-6.3406e-09	-6.447e-09	-6.7009e-09	-7.0806e-09	-7.497e-09
-0.23	-4.5274e-09	-4.719e-09	-5.0324e-09	-5.3123e-09	-5.5099e-09	-5.8472e-09	-6.324e-09	-6.6746e-09	-6.8437e-09	-7.209e-09
-0.225	-4.3337e-09	-4.5919e-09	-4.9646e-09	-5.096e-09	-5.5122e-09	-5.7254e-09	-6.1266e-09	-6.4701e-09	-6.7736e-09	-7.011e-09
-0.22	-4.2202e-09	-4.4263e-09	-4.7487e-09	-4.9317e-09	-5.5696e-09	-5.7513e-09	-5.7996e-09	-6.4802e-09	-6.4686e-09	-6.8229e-09
-0.215	-4.0014e-09	-4.2228e-09	-4.6373e-09	-4.8048e-09	-5.4797e-09	-5.3046e-09	-5.5261e-09	-6.4452e-09	-6.1078e-09	-6.531e-09
-0.21	-3.7587e-09	-4.0961e-09	-4.6207e-09	-4.6678e-09	-5.1449e-09	-5.0261e-09	-5.4185e-09	-6.0179e-09	-6.0765e-09	-6.3459e-09
-0.205	-3.6822e-09	-3.9469e-09	-4.3888e-09	-4.544e-09	-4.7968e-09	-5.0751e-09	-5.3328e-09	-5.608e-09	-6.0085e-09	-6.3101e-09
-0.2	-3.7173e-09	-3.8425e-09	-4.1107e-09	-4.4276e-09	-4.5537e-09	-4.9597e-09	-5.1939e-09	-5.3944e-09	-5.6792e-09	-6.1554e-09
-0.195	-3.6121e-09	-3.8245e-09	-3.9768e-09	-4.2868e-09	-4.284e-09	-4.7796e-09	-5.0832e-09	-5.2182e-09	-5.5189e-09	-5.9257e-09
-0.19	-3.4305e-09	-3.6289e-09	-3.7696e-09	-3.9953e-09	-4.1166e-09	-4.7328e-09	-4.9731e-09	-5.0599e-09	-5.4863e-09	-5.7488e-09
