Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	1.578065e-05	0.002053577	0.03174808	0.1317622	0.1736464	0.1940352
0.005	1.490668e-05	0.001950725	0.03558312	0.1309376	0.1733492	0.1939292
0.01	1.355972e-05	0.001785264	0.04025944	0.1294548	0.1728796	0.1938252
0.015	1.188616e-05	0.001578042	0.04427876	0.127386	0.172136	0.1935492
0.02	1.000779e-05	0.00135061	0.04470608	0.1248496	0.1709872	0.1929904
0.025	8.2726e-06	0.00114054	0.04019772	0.1219338	0.1694436	0.1921488
0.03	6.8478e-06	0.0009621	0.03561	0.118946	0.167876	0.191304
0.035	5.6046e-06	0.00081116	0.0327016	0.116116	0.16644	0.19055
0.04	4.5514e-06	0.0006833	0.0299742	0.113238	0.164998	0.189816
0.045	3.791e-06	0.00057376	0.0273682	0.110208	0.163444	0.189098
0.05	3.205e-06	0.00048142	0.024928	0.107264	0.161934	0.188788
0.055	2.6528e-06	0.0004035	0.022674	0.10431	0.160458	0.188822
0.06	2.1778e-06	0.00033662	0.020558	0.101166	0.159162	0.18834
0.065	1.8458e-06	0.00028348	0.018596	0.098038	0.158146	0.18739
0.07	1.581e-06	0.00024202	0.016774	0.094962	0.156808	0.186478
0.075	1.3346e-06	0.00020476	0.015078	0.091814	0.155076	0.185232
0.08	1.1396e-06	0.00017178	0.013526	0.088626	0.153296	0.18348
0.085	9.954e-07	0.00014504	0.01212	0.085486	0.151128	0.18214
0.09	8.324e-07	0.00012204	0.010826	0.082348	0.14848	0.18128
0.095	6.65e-07	0.00010176	0.009644	0.079154	0.14612	0.18026
0.1	5.416e-07	8.612e-05	0.008594	0.07595	0.14402	0.17898
0.105	4.59e-07	7.532e-05	0.00765	0.07313	0.1419	0.17778
0.11	4.284e-07	6.49e-05	0.006796	0.070674	0.13984	0.17674
0.115	3.758e-07	5.44e-05	0.00604	0.067878	0.13776	0.17564
0.12	2.98e-07	4.736e-05	0.005366	0.06478	0.1357	0.1745
0.125	2.848e-07	4.292e-05	0.004762	0.061824	0.1337	0.1735
0.13	3.418e-07	3.856e-05	0.004228	0.058584	0.1316	0.1725
0.135	3.546e-07	3.478e-05	0.003732	0.054944	0.12936	0.17126
0.14	2.9e-07	3.122e-05	0.003288	0.05172	0.12702	0.16996
0.145	1.854e-07	2.646e-05	0.002932	0.04894	0.12458	0.16862
0.15	9.6e-08	2.382e-05	0.002628	0.04614	0.12224	0.16728
0.155	7.4e-08	2.23e-05	0.002352	0.04344	0.11984	0.16602
0.16	8.38e-08	2.05e-05	0.002112	0.04096	0.11732	0.16474
0.165	1.298e-07	1.958e-05	0.001894	0.03854	0.1149	0.16332
0.17	1.792e-07	1.854e-05	0.001686	0.03616	0.11248	0.1619
0.175	1.484e-07	1.63e-05	0.001508	0.03384	0.10996	0.16052
0.18	7.04e-08	1.404e-05	0.001368	0.03158	0.10748	0.15906
0.185	4.66e-08	1.42e-05	0.00125	0.02944	0.105	0.15754
0.19	1.298e-07	1.62e-05	0.00116	0.02742	0.10248	0.15604
0.195	2.282e-07	1.884e-05	0.001096	0.02548	0.09996	0.15456
0.2	2.376e-07	1.936e-05	0.001024	0.02366	0.0973	0.15308
0.205	2.22e-07	1.66e-05	0.000938	0.02202	0.09458	0.15156
0.21	1.91e-07	1.38e-05	0.000886	0.02048	0.09196	0.14998
0.215	7.38e-08	1.262e-05	0.000852	0.01898	0.08932	0.14836
0.22	-5.02e-08	1.018e-05	0.000792	0.01752	0.08662	0.14664
0.225	-4.58e-08	9.1e-06	0.000748	0.0162	0.08402	0.1449
0.23	-3.38e-08	1.33e-05	0.000726	0.01506	0.08142	0.14304
0.235	-5.08e-08	1.576e-05	0.000674	0.01388	0.07868	0.1411
0.24	-7e-09	1.464e-05	0.00062	0.0127	0.07588	0.13932
0.245	8.42e-08	1.588e-05	0.000602	0.0118	0.07316	0.13764
0.25	1.946e-07	1.746e-05	0.000588	0.011	0.07054	0.1358
0.255	2.484e-07	1.73e-05	0.000588	0.01002	0.06796	0.13396
0.26	2.442e-07	1.606e-05	0.000606	0.00916	0.06544	0.13218
0.265	2.122e-07	1.16e-05	0.000588	0.00858	0.06302	0.13022
0.27	1.81e-07	9.54e-06	0.000552	0.008	0.06056	0.1282
0.275	1.346e-07	1.18e-05	0.000532	0.0074	0.058	0.12616
0.28	6.48e-08	9.42e-06	0.000514	0.00686	0.05552	0.12406
0.285	2.3e-08	6.26e-06	0.000506	0.00636	0.0531	0.12202
0.29	6.8e-09	9.52e-06	0.000496	0.00588	0.05064	0.12002
0.295	-2.78e-08	1.128e-05	0.000482	0.00542	0.04822	0.11778
0.3	-5.58e-08	8.08e-06	0.000494	0.00504	0.04594	0.1155
0.305	-1.32e-08	7.9e-06	0.000498	0.00482	0.0437	0.11334
0.31	7.5e-08	1.028e-05	0.000488	0.00462	0.04152	0.11108
0.315	1.646e-07	1.138e-05	0.000494	0.00432	0.03958	0.10878
0.32	2.256e-07	1.118e-05	0.000494	0.00404	0.0377	0.10662
0.325	2.33e-07	1.114e-05	0.000484	0.0038	0.0357	0.1045
0.33	1.7e-07	1.31e-05	0.000474	0.00352	0.0338	0.10228
0.335	9.52e-08	1.32e-05	0.00046	0.00332	0.03198	0.10006
0.34	1.162e-07	1.178e-05	0.000476	0.00328	0.03008	0.09778
0.345	1.534e-07	1.282e-05	0.000502	0.00322	0.02834	0.09542
