Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	0.00032426	0.0155283	0.133266	0.1960164	0.2165922	0.2258024
0.005	0.0003063394	0.015781	0.1318436	0.195544	0.216528	0.2257928
0.01	0.0002788066	0.015899	0.1293724	0.1947288	0.2164184	0.225868
0.015	0.0002448708	0.0156996	0.1259472	0.1935136	0.2161768	0.2258332
0.02	0.0002088882	0.0146685	0.1216058	0.1919596	0.2157058	0.225571
0.025	0.000177085	0.0127238	0.116753	0.1901096	0.2148488	0.2250086
0.03	0.000150877	0.010956	0.111912	0.18821	0.213992	0.224478
0.035	0.000128998	0.0096676	0.107128	0.186402	0.21331	0.224096
0.04	0.00011072	0.0085206	0.102334	0.184524	0.211982	0.22406
0.045	9.5344e-05	0.007525	0.097636	0.18251	0.21105	0.2245
0.05	8.3275e-05	0.0066664	0.093008	0.180874	0.211876	0.224854
0.055	7.3483e-05	0.0059092	0.088318	0.179546	0.212188	0.22473
0.06	6.4395e-05	0.0052532	0.083632	0.177718	0.211326	0.224344
0.065	5.7414e-05	0.0047	0.079062	0.175484	0.211142	0.223642
0.07	5.1601e-05	0.0042158	0.074564	0.173172	0.210446	0.22242
0.075	4.5627e-05	0.0037958	0.070202	0.170416	0.20803	0.22144
0.08	4.0482e-05	0.0034388	0.065974	0.167136	0.20604	0.22094
0.085	3.6843e-05	0.003125	0.061876	0.16406	0.2051	0.2205
0.09	3.3715e-05	0.0028534	0.057952	0.16136	0.20412	0.22008
0.095	3.1508e-05	0.0026218	0.054174	0.15868	0.20304	0.2197
0.1	3.0487e-05	0.0024196	0.050556	0.15574	0.20176	0.2191
0.105	2.8821e-05	0.002251	0.047174	0.15272	0.20054	0.21836
0.11	2.8075e-05	0.0021126	0.043974	0.14984	0.19944	0.21774
0.115	2.7493e-05	0.0019868	0.040944	0.14684	0.19818	0.2171
0.12	2.496e-05	0.0018836	0.03813	0.14368	0.19692	0.21646
0.125	2.376e-05	0.0018112	0.035452	0.14058	0.19588	0.2161
0.13	2.458e-05	0.0017444	0.03297	0.13736	0.19474	0.21582
0.135	2.336e-05	0.0016756	0.030744	0.13392	0.19332	0.2153
0.14	2.244e-05	0.001616	0.028638	0.13052	0.19198	0.21472
0.145	2.392e-05	0.0015648	0.02666	0.12706	0.19064	0.21404
0.15	2.344e-05	0.0015226	0.02495	0.1235	0.18914	0.21322
0.155	2.226e-05	0.0014904	0.023378	0.12	0.1876	0.21246
0.16	2.274e-05	0.0014686	0.021864	0.11646	0.18606	0.21172
0.165	2.222e-05	0.0014494	0.020494	0.11262	0.18428	0.2108
0.17	2.104e-05	0.0014276	0.019272	0.10878	0.18246	0.21
0.175	2.154e-05	0.0014094	0.018138	0.10528	0.18078	0.20936
0.18	2.208e-05	0.001393	0.017462	0.1018	0.17906	0.20862
0.185	2.184e-05	0.0013722	0.0173	0.0982	0.17736	0.20792
0.19	2.184e-05	0.0013656	0.016904	0.09476	0.17568	0.20736
0.195	2.184e-05	0.0013712	0.016156	0.09134	0.17386	0.2067
0.2	2.15e-05	0.0013526	0.01547	0.0877	0.17194	0.20586
0.205	2.1e-05	0.0013278	0.014586	0.08406	0.16986	0.20494
0.21	2.084e-05	0.001324	0.013356	0.08052	0.1676	0.20396
0.215	2.108e-05	0.0013152	0.01252	0.07702	0.16556	0.20304
0.22	2.14e-05	0.0013034	0.01216	0.07358	0.16356	0.20208
0.225	2.112e-05	0.0013076	0.01174	0.0702	0.16138	0.20106
0.23	2.058e-05	0.0013052	0.01122	0.06694	0.1591	0.20004
0.235	2.096e-05	0.001295	0.01084	0.06386	0.15676	0.19902
0.24	2.194e-05	0.0012896	0.01062	0.06088	0.1544	0.19792
0.245	2.176e-05	0.0012858	0.01046	0.05804	0.15194	0.19678
0.25	2.084e-05	0.0012852	0.01028	0.0554	0.1493	0.19568
0.255	2.138e-05	0.001295	0.01006	0.05282	0.14678	0.19466
0.26	2.232e-05	0.0012994	0.00988	0.05024	0.1444	0.19362
0.265	2.23e-05	0.0012898	0.00966	0.04772	0.14172	0.19242
0.27	2.244e-05	0.001285	0.0094	0.04522	0.13886	0.19122
0.275	2.302e-05	0.0012874	0.00928	0.0429	0.13616	0.1901
0.28	2.272e-05	0.0012858	0.00928	0.04086	0.13354	0.18884
0.285	2.106e-05	0.001281	0.00916	0.03894	0.1307	0.18742
0.29	2.01e-05	0.0012876	0.00898	0.03714	0.1278	0.1861
0.295	2.128e-05	0.0012926	0.0089	0.03546	0.12488	0.18466
0.3	2.24e-05	0.0012838	0.00882	0.0338	0.12182	0.18308
0.305	2.296e-05	0.0012736	0.00872	0.03214	0.11872	0.18162
0.31	2.44e-05	0.001273	0.00868	0.03058	0.11568	0.18018
0.315	2.466e-05	0.0012718	0.00862	0.02924	0.11264	0.17864
0.32	2.354e-05	0.001261	0.00844	0.02812	0.10968	0.17716
0.325	2.292e-05	0.0012564	0.00826	0.02702	0.1068	0.17556
0.33	2.086e-05	0.0012662	0.00816	0.0259	0.10376	0.17384
0.335	1.91e-05	0.0012734	0.0081	0.02488	0.1007	0.17232
0.34	2.138e-05	0.0012674	0.00802	0.02396	0.0977	0.17074
0.345	2.24e-05	0.0012734	0.00794	0.02308	0.0947	0.16894
0.35	2.158e-05	0.0012836	0.00798	0.02232	0.0917	0.16712
0.355	2.416e-05	0.00127	0.00804	0.02172	0.0887	0.16534
0.36	2.562e-05	0.0012642	0.008	0.02108	0.0856	0.16344
0.365	2.326e-05	0.0012872	0.00796	0.0204	0.08248	0.16148
0.37	2.29e-05	0.0012946	0.00792	0.01982	0.07952	0.15958
0.375	2.436e-05	0.0012846	0.0078	0.01922	0.07662	0.15764
0.38	2.386e-05	0.001291	0.00768	0.0186	0.07382	0.15556
0.385	2.352e-05	0.0012994	0.0076	0.01816	0.07124	0.15342
0.39	2.436e-05	0.00129	0.00758	0.01786	0.06866	0.15136
0.395	2.49e-05	0.001264	0.00768	0.01758	0.06604	0.14926
0.4	2.446e-05	0.001252	0.00776	0.01722	0.06352	0.147
0.405	2.316e-05	0.001266	0.00768	0.01682	0.061	0.14468
0.41	2.2e-05	0.001266	0.00756	0.01658	0.05848	0.14234
0.415	2.124e-05	0.001254	0.0075	0.01634	0.05612	0.13996
0.42	2.094e-05	0.00127	0.0074	0.01598	0.05386	0.13764
0.425	2.124e-05	0.001286	0.0073	0.01572	0.05162	0.13538
0.43	2.242e-05	0.001278	0.00732	0.01552	0.04956	0.13304
0.435	2.468e-05	0.001282	0.00738	0.01528	0.04766	0.1306
0.44	2.648e-05	0.001292	0.00736	0.01502	0.04572	0.12804
0.445	2.574e-05	0.001284	0.0073	0.01476	0.04388	0.1254
0.45	2.458e-05	0.001282	0.00726	0.01466	0.04226	0.1228
0.455	2.482e-05	0.001292	0.00724	0.01464	0.04066	0.1202
0.46	2.434e-05	0.001282	0.00718	0.01444	0.0391	0.11758
0.465	2.342e-05	0.001278	0.0071	0.01424	0.03768	0.11504
0.47	2.4e-05	0.0013	0.00716	0.01416	0.0362	0.1125
0.475	2.534e-05	0.001302	0.00724	0.01398	0.0347	0.10982
0.48	2.642e-05	0.001294	0.00722	0.01376	0.03342	0.10712
0.485	2.702e-05	0.001308	0.00724	0.01362	0.03222	0.10454
0.49	2.642e-05	0.001308	0.00722	0.01348	0.03112	0.10192
0.495	2.59e-05	0.001288	0.00706	0.01338	0.03028	0.09916
0.5	2.618e-05	0.001288	0.00696	0.0133	0.0295	0.09646
0.505	2.556e-05	0.001292	0.00692	0.01318	0.02856	0.09392
0.51	2.41e-05	0.00129	0.00682	0.0131	0.02762	0.09128
0.515	2.38e-05	0.00129	0.00684	0.01302	0.0268	0.08854
0.52	2.518e-05	0.00129	0.00698	0.01284	0.02594	0.08596
0.525	2.628e-05	0.001298	0.00694	0.0127	0.02508	0.08348
0.53	2.604e-05	0.001304	0.00686	0.01272	0.02434	0.08086
0.535	2.588e-05	0.001296	0.00692	0.0127	0.02376	0.0782
0.54	2.618e-05	0.001292	0.00688	0.01258	0.02328	0.07564
0.545	2.582e-05	0.001298	0.0068	0.01254	0.02282	0.07312
0.55	2.534e-05	0.001296	0.00688	0.01254	0.02244	0.0707
0.555	2.596e-05	0.0013	0.0069	0.01244	0.02214	0.06838
0.56	2.662e-05	0.00131	0.0068	0.01232	0.02172	0.06606
0.565	2.63e-05	0.001314	0.00684	0.01226	0.02114	0.06382
0.57	2.574e-05	0.001322	0.00686	0.01212	0.0206	0.06174
0.575	2.522e-05	0.001328	0.00676	0.01198	0.02012	0.0596
0.58	2.458e-05	0.001322	0.00678	0.01204	0.01968	0.05742
0.585	2.498e-05	0.001324	0.00682	0.0121	0.01932	0.05552
0.59	2.7e-05	0.00134	0.00678	0.0121	0.01914	0.0538
0.595	2.728e-05	0.001342	0.00674	0.0121	0.01908	0.05186
0.6	2.606e-05	0.00133	0.0067	0.01194	0.01894	0.04988
0.605	2.744e-05	0.001318	0.00664	0.0117	0.01878	0.04816
0.61	2.826e-05	0.001316	0.00662	0.0116	0.01856	0.04646
0.615	2.706e-05	0.001316	0.00664	0.01154	0.0181	0.04472
0.62	2.796e-05	0.00131	0.00666	0.0115	0.01762	0.04238
0.625	2.944e-05	0.001314	0.00668	0.01154	0.01738	0.03752
0.63	2.84e-05	0.001332	0.00662	0.01148	0.0172	0.02976
0.635	2.758e-05	0.001348	0.00654	0.0114	0.01706	0.02106
0.64	2.786e-05	0.001354	0.0065	0.01144	0.01706	0.01262
0.645	2.666e-05	0.001362	0.00654	0.01146	0.01704	0.00532
0.65	2.468e-05	0.001362	0.00662	0.01144	0.01688	0.00106
0.655	2.372e-05	0.001352	0.0066	0.01144	0.01668	-4e-05
0.66	2.424e-05	0.001342	0.00662	0.01138	0.0165	-4e-05
0.665	2.534e-05	0.001336	0.00668	0.01126	0.01628	-2e-05
0.67	2.804e-05	0.001338	0.00654	0.01116	0.0161	4e-05
0.675	3.19e-05	0.001346	0.0064	0.01114	0.01598	2e-05
0.68	3.262e-05	0.001362	0.00654	0.01118	0.01584	-4e-05
0.685	3.04e-05	0.001376	0.00664	0.01114	0.0157	2e-05
0.69	2.91e-05	0.001366	0.0065	0.011	0.01564	4e-05
0.695	2.81e-05	0.001354	0.00642	0.01094	0.01556	-4e-05
