Vds	Gm_Vgs=0.15V	Gm_Vgs=0.3V	Gm_Vgs=0.45V	Gm_Vgs=0.6V	Gm_Vgs=0.75V	Gm_Vgs=0.9V
0	0.000436132	0.01410598	0.0174424	0.156448	0.184412	0.198708
0.005	0.000410608	0.0138209866666667	0.0575175	0.154974666666667	0.183384333333333	0.197391333333333
0.01	0.0003694418	0.012853392	0.07122528	0.153086	0.1822452	0.196408
0.015	0.0003329224	0.011975996	0.0834108	0.1512044	0.1811248	0.1954264
0.02	0.0002945736	0.010943099	0.08813946	0.149322	0.1801864	0.194769
0.025	0.000259681	0.0098726	0.08190078	0.1475152	0.1794086	0.1943532
0.03	0.000229839	0.0089208	0.0753006	0.145588	0.178586	0.19392
0.035	0.000204807	0.0081084	0.072184	0.14373	0.177804	0.193594
0.04	0.00018392	0.0073856	0.069096	0.14193	0.17703	0.193286
0.045	0.000165669	0.006747	0.065994	0.139892	0.176052	0.192812
0.05	0.000150023	0.0061872	0.062984	0.137766	0.174922	0.192546
0.055	0.000137685	0.0056934	0.060046	0.135686	0.174142	0.192528
0.06	0.00012806	0.0052712	0.057172	0.133534	0.173728	0.192266
0.065	0.00011964	0.0049	0.054364	0.131186	0.172802	0.191614
0.07	0.0001127	0.0045688	0.05169	0.129042	0.171566	0.190862
0.075	0.0001074	0.004292	0.04918	0.127234	0.170558	0.189914
0.08	0.00010282	0.0040492	0.046748	0.125254	0.169162	0.188862
0.085	9.886e-05	0.0038298	0.044414	0.123018	0.167302	0.18812
0.09	9.526e-05	0.003656	0.042226	0.120718	0.16594	0.18758
0.095	9.22400000000001e-05	0.0035152	0.040102	0.118154	0.1649	0.18704
0.1	8.996e-05	0.0033838	0.038068	0.115248	0.16358	0.18646
0.105	8.82999999999999e-05	0.0032736	0.036224	0.1124	0.16224	0.18568
0.11	8.722e-05	0.0031822	0.034502	0.10978	0.161	0.18482
0.115	8.66e-05	0.003095	0.032874	0.10732	0.15964	0.18418
0.12	8.67399999999999e-05	0.0030188	0.031346	0.10482	0.15812	0.18356
0.125	8.702e-05	0.0029602	0.029892	0.10228	0.15666	0.18278
0.13	8.648e-05	0.0029134	0.028514	0.09976	0.15504	0.18186
0.135	8.592e-05	0.0028816	0.027246	0.0971600000000001	0.15336	0.18096
0.14	8.614e-05	0.0028646	0.026092	0.09454	0.15188	0.18008
0.145	8.628e-05	0.0028378	0.025012	0.09196	0.15038	0.1792
0.15	9.032e-05	0.0028034	0.024006	0.08934	0.14878	0.1784
0.155	9.5e-05	0.0027908	0.0231	0.08678	0.1473	0.1777
0.16	9.274e-05	0.0027828	0.022264	0.08436	0.14578	0.17696
0.165	9.058e-05	0.002766	0.021486	0.08192	0.14396	0.17606
0.17	9.17e-05	0.002767	0.02082	0.0795	0.1421	0.1751
0.175	8.888e-05	0.0027758	0.020208	0.07716	0.14032	0.17416
0.18	8.582e-05	0.0027692	0.019612	0.07476	0.13854	0.17328
0.185	8.98799999999999e-05	0.0027622	0.019058	0.07228	0.13664	0.17214
0.19	9.396e-05	0.0027696	0.018544	0.06992	0.13478	0.171
0.195	9.448e-05	0.002782	0.018114	0.06764	0.13298	0.17006
0.2	9.502e-05	0.002789	0.017758	0.06538	0.13108	0.16888
0.205	9.594e-05	0.002797	0.017386	0.06328	0.12916	0.16758
0.21	9.66e-05	0.0028082	0.017	0.06128	0.1273	0.16658
0.215	9.77399999999999e-05	0.0028156	0.016664	0.05924	0.1254	0.16558
0.22	9.958e-05	0.002826	0.016372	0.05726	0.1234	0.16444
0.225	0.00010126	0.0028392	0.016076	0.05544	0.12134	0.16348
0.23	0.0001036	0.0028456	0.015792	0.0536400000000001	0.11918	0.1624
0.235	0.00010608	0.002852	0.015572	0.0518400000000001	0.11706	0.16112
0.24	0.00010698	0.0028536	0.015374	0.05012	0.11494	0.15978
0.245	0.00010738	0.0028478	0.015194	0.04848	0.11278	0.15836
0.25	0.00010904	0.00286	0.015056	0.04688	0.11064	0.15694
0.255	0.00011442	0.0028812	0.014908	0.0453199999999999	0.10852	0.15568
0.26	0.0001192	0.0028902	0.014758	0.0438599999999999	0.10638	0.15444
0.265	0.0001163	0.0029108	0.014648	0.0425799999999999	0.1042	0.15308
0.27	0.00011368	0.002948	0.014516	0.0414	0.10206	0.15166
0.275	0.00011532	0.0029722	0.014364	0.04014	0.0999600000000001	0.1502
0.28	0.00011312	0.0029788	0.014286	0.03892	0.0978800000000001	0.1487
0.285	0.00010978	0.002984	0.014236	0.0379	0.0957400000000001	0.14722
0.29	0.00011408	0.002998	0.01415	0.0369200000000001	0.0935000000000002	0.14582
0.295	0.0001191	0.003012	0.014034	0.0358800000000001	0.0912600000000001	0.14434
0.3	0.00012008	0.00302	0.013904	0.03494	0.0891400000000001	0.14274
0.305	0.00012124	0.003038	0.01379	0.03406	0.0870200000000001	0.14104
0.31	0.000123	0.003062	0.013712	0.03312	0.0848800000000001	0.13936
0.315	0.00012546	0.003066	0.013648	0.0322399999999999	0.08288	0.13774
0.32	0.00012888	0.003056	0.013576	0.0315199999999999	0.0809199999999999	0.13612
0.325	0.00013166	0.003062	0.013516	0.0308599999999999	0.0788199999999998	0.13448
0.33	0.0001325	0.00308	0.013458	0.0302199999999999	0.0766999999999999	0.13282
0.335	0.00013524	0.003104	0.013404	0.02968	0.0747	0.13104
0.34	0.00013914	0.003136	0.01336	0.0291400000000001	0.07276	0.12924
0.345	0.0001396	0.003168	0.013296	0.0285600000000001	0.0708200000000001	0.1276
0.35	0.00013848	0.003196	0.013254	0.0280600000000001	0.0689600000000002	0.12588
0.355	0.00014004	0.003212	0.013256	0.0276	0.06718	0.1241
0.36	0.00014216	0.003216	0.013236	0.02708	0.0653799999999999	0.12242
0.365	0.0001422	0.003212	0.013194	0.02656	0.0636599999999999	0.1206
0.37	0.00014312	0.003218	0.013154	0.02618	0.0620599999999999	0.1186
