gm,Vd=0V	gm,Vd=0.15V	gm,Vd=0.3V	gm,Vd=0.45V	gm,Vd=0.6V	gm,Vd=0.75V	gm,Vd=0.9V
2.8800000000001e-07	9.3840000000002e-08	5.40000000000015e-08	2.24000000000001e-08	2.38000000000007e-08	8.84000000000017e-09	-2.26000000000008e-09
2.92e-07	1.37799999999999e-07	7.44199999999996e-08	3.55999999999997e-08	2.429e-08	1.19399999999999e-08	5.99999999999256e-11
2.92e-07	1.92340000000001e-07	1.0102e-07	5.14800000000001e-08	2.72399999999999e-08	1.459e-08	1.16999999999996e-09
3.37999999999998e-07	2.1366e-07	1.1138e-07	5.77799999999998e-08	2.99699999999999e-08	1.436e-08	-1.02999999999996e-09
4.13999999999998e-07	2.296e-07	1.25620000000001e-07	6.52000000000002e-08	3.384e-08	1.602e-08	-1.32999999999998e-09
4.68e-07	2.67999999999999e-07	1.5114e-07	7.66999999999997e-08	3.863e-08	1.84299999999999e-08	4.19999999999981e-10
5.76000000000001e-07	3.2506e-07	1.7266e-07	8.81e-08	4.26600000000001e-08	2.18000000000001e-08	8.09999999999985e-10
6.61999999999998e-07	3.527e-07	1.85459999999999e-07	9.67599999999999e-08	5.01999999999999e-08	2.57499999999999e-08	2.0999999999998e-10
7.06000000000001e-07	4.01120000000001e-07	2.1534e-07	1.0988e-07	5.764e-08	2.847e-08	1.17000000000001e-09
8.45999999999998e-07	4.57239999999999e-07	2.4402e-07	1.2536e-07	6.11099999999999e-08	3.098e-08	1.91000000000001e-09
9.46e-07	5.1176e-07	2.6758e-07	1.4044e-07	6.914e-08	3.492e-08	1.67000000000001e-09
1.018e-06	5.9008e-07	3.05879999999999e-07	1.59119999999999e-07	8.31199999999996e-08	4.16799999999998e-08	7.00000000000027e-10
1.204e-06	6.5944e-07	3.4944e-07	1.8136e-07	9.31e-08	4.627e-08	1.20000000000003e-09
9.70000000000006e-07	7.31339999999997e-07	3.90199999999999e-07	2.0284e-07	1.0342e-07	5.09599999999999e-08	3.11999999999999e-09
1.54800000000002e-06	8.20800000000001e-07	4.395e-07	2.2934e-07	1.18e-07	6.07700000000001e-08	1.56999999999998e-09
2.12000000000005e-06	9.3018000000002e-07	5.00160000000011e-07	2.56620000000005e-07	1.30980000000003e-07	6.89800000000015e-08	1.81000000000001e-09
1.95e-06	1.04198e-06	5.60559999999998e-07	2.8866e-07	1.4808e-07	7.69099999999999e-08	3.87999999999999e-09
2.19e-06	1.15136e-06	6.1598e-07	3.2362e-07	1.7038e-07	8.632e-08	3.78e-09
2.34399999999999e-06	1.29178e-06	6.96839999999998e-07	3.65219999999999e-07	1.9192e-07	9.75999999999997e-08	3.29999999999999e-09
2.642e-06	1.45244e-06	7.7926e-07	4.1592e-07	2.1832e-07	1.1136e-07	3.66000000000002e-09
3.02799999999999e-06	1.648e-06	8.76019999999998e-07	4.69799999999999e-07	2.47899999999999e-07	1.2569e-07	6.22999999999997e-09
3.36e-06	1.874e-06	9.9306e-07	5.1782e-07	2.7386e-07	1.3991e-07	7.35999999999999e-09
3.80999999999999e-06	2.05e-06	1.12e-06	5.89979999999998e-07	3.06479999999999e-07	1.5964e-07	7.30999999999999e-09
4.24e-06	2.258e-06	1.25758e-06	6.7062e-07	3.503e-07	1.8055e-07	9.00000000000001e-09
4.69799999999999e-06	2.55999999999999e-06	1.3997e-06	7.52279999999998e-07	3.99879999999999e-07	2.03929999999999e-07	1.007e-08
5.286e-06	2.934e-06	1.57318e-06	8.3918e-07	4.5008e-07	2.3551e-07	9.40999999999999e-09
5.83199999999999e-06	3.28399999999999e-06	1.75814e-06	9.47399999999998e-07	5.08039999999999e-07	2.62819999999999e-07	1.019e-08
6.518e-06	3.652e-06	1.98082e-06	1.07776e-06	5.695e-07	2.9374e-07	1.57300000000001e-08
7.42199999999998e-06	4.15199999999999e-06	2.23111999999999e-06	1.22518e-06	6.49079999999998e-07	3.36199999999999e-07	1.91e-08
8.334e-06	4.592e-06	2.552e-06	1.37254e-06	7.3366e-07	3.7944e-07	1.892e-08
9.35399999999998e-06	5.12999999999999e-06	2.856e-06	1.54392e-06	8.26319999999998e-07	4.32539999999999e-07	2.36399999999999e-08
1.0434e-05	5.828e-06	3.166e-06	1.74114e-06	9.3428e-07	4.8658e-07	2.61399999999999e-08
1.1412e-05	6.47599999999999e-06	3.66599999999999e-06	1.94874e-06	1.05764e-06	5.47579999999998e-07	2.3394e-08
1.2898e-05	7.302e-06	4.084e-06	2.21206e-06	1.17812e-06	6.196e-07	2.65310000000001e-08
1.4384e-05	8.33199999999998e-06	4.55999999999999e-06	2.51525999999999e-06	1.34528e-06	7.10439999999998e-07	3.23549999999999e-08
1.647e-05	9.246e-06	5.09e-06	2.828e-06	1.54742e-06	8.1374e-07	4.27170000000002e-08
