Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.152018	0.3061	0.3542
20	0.166129	0.3097	0.1867
30	0.181844	0.3127	0.1844
40	0.195647	0.3078	0.2912
50	0.209283	0.3146	0.2911
60	0.221676	0.3092	0.2745
70	0.233798	0.3159	0.2834
80	0.244679	0.3102	0.2877
90	0.25697	0.3081	0.285
100	0.266443	0.3191	0.2647
150	0.303103	0.3107	0.2687
300	0.343681	0.3148	0.2881
450	0.342834	0.3243	0.2848
600	0.33451	0.3372	0.2758
750	0.324907	0.3198	0.2504
900	0.313407	0.3247	0.2696
