Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.276642	0.3411	0.3891
20	0.285286	0.3482	0.3897
30	0.293476	0.3433	0.3895
40	0.302128	0.3462	0.3893
50	0.309892	0.3454	0.2206
60	0.317303	0.348	0.2212
70	0.324033	0.3424	0.3292
80	0.330855	0.3452	0.3199
90	0.33686	0.3433	0.3223
100	0.343002	0.3501	0.2951
150	0.365386	0.348	0.2974
300	0.387977	0.3431	0.3029
450	0.388149	0.3457	0.3114
600	0.384616	0.3592	0.2846
750	0.380688	0.3625	0.2993
900	0.375653	0.3598	0.3133
