Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.300558	0.3471	0.2206
20	0.309077	0.3418	0.2206
30	0.316364	0.3493	0.3891
40	0.323464	0.3437	0.2206
50	0.330454	0.3425	0.2208
60	0.336374	0.3453	0.2211
70	0.341967	0.3521	0.2211
80	0.347515	0.3505	0.2203
90	0.352363	0.3447	0.3897
100	0.356936	0.3515	0.2202
150	0.374544	0.3442	0.2989
300	0.387961	0.3465	0.3
450	0.385654	0.3665	0.3166
600	0.381769	0.3301	0.2869
750	0.378349	0.3498	0.2991
900	0.372886	0.322	0.3227
