Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.225317	0.3164	0.3818
20	0.235674	0.3034	0.395
30	0.246915	0.3026	0.3808
40	0.256937	0.3095	0.3192
50	0.266673	0.3001	0.317
60	0.275435	0.3072	0.3794
70	0.284042	0.3096	0.3257
80	0.292161	0.3124	0.3282
90	0.299143	0.3146	0.195
100	0.30628	0.3083	0.3791
150	0.332877	0.3129	0.3856
300	0.356862	0.3127	0.273
450	0.352126	0.3034	0.3157
600	0.34358	0.329	0.2972
750	0.333594	0.3271	0.2872
900	0.322932	0.3131	0.2712
