Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.066983	0.3071	0.2203
20	0.090328	0.303	0.2207
30	0.111573	0.3099	0.3036
40	0.133277	0.3055	0.3077
50	0.154014	0.3045	0.3034
60	0.176645	0.3036	0.303
70	0.1934	0.3065	0.3005
80	0.208503	0.3091	0.302
90	0.224377	0.3079	0.2957
100	0.239225	0.3067	0.3142
150	0.299902	0.3104	0.3031
300	0.367992	0.3151	0.2913
450	0.371411	0.3262	0.307
600	0.367336	0.3245	0.2951
750	0.362447	0.3283	0.3112
900	0.356626	0.3239	0.304
