Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.399981	0.4119	0.4346
20	0.403944	0.4144	0.2656
30	0.40769	0.418	0.4346
40	0.411148	0.4164	0.4346
50	0.414355	0.4197	0.435
60	0.417086	0.4185	0.2652
70	0.419817	0.4262	0.4349
80	0.422259	0.4248	0.4352
90	0.42467	0.4151	0.2653
100	0.426788	0.4048	0.436
150	0.434792	0.4287	0.3383
300	0.440137	0.4285	0.3571
450	0.43933	0.4263	0.3485
600	0.438423	0.4307	0.344
750	0.437279	0.4234	0.3497
900	0.435904	0.4261	0.3691
