Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-3.037e-10	-1.377e-11	-4.544e-11	3.1834e-07	-3.182e-07	4.4016e-09	3.093e-11	-4.4041e-09	3.1826e-07	-3.1804e-07	2.9922e-07	1.9927e-10	-3.1124e-07	3.1822e-07	-3.178e-07	-2.8642e-06	1.038e-09	3.0095e-06	3.1818e-07	-3.18e-07	-1.17248e-05	4.1598e-09	1.15006e-05	3.1838e-07	-3.1804e-07	-2.2532e-05	1.52556e-08	1.548e-05	3.1842e-07	-3.1798e-07	1.3102e-05	6.19422e-08	1.8884e-05	3.1846e-07	-3.1812e-07
0.005	-1.5973e-10	-1.606e-11	-1.6727e-10	3.1852e-07	-3.1812e-07	1.8639e-08	2.783e-11	-1.88796e-08	3.1828e-07	-3.179e-07	1.885e-06	1.9451e-10	-1.8797e-06	3.1814e-07	-3.1782e-07	4.0256e-05	1.013e-09	-3.9152e-05	3.1818e-07	-3.1786e-07	0.00015296	4.0533e-09	-0.00015328	3.1814e-07	-3.1804e-07	7.879e-05	1.48576e-08	-0.00026028	3.1856e-07	-3.179e-07	7.8682e-05	6.03202e-08	-0.00033538	3.1844e-07	-3.1814e-07
0.01	-3.293e-11	-1.502e-11	-3.0555e-10	3.1852e-07	-3.1796e-07	3.10072e-08	2.977e-11	-3.1396e-08	3.185e-07	-3.1784e-07	3.2338e-06	1.8841e-10	-3.2252e-06	3.182e-07	-3.1784e-07	7.7918e-05	9.8961e-10	-8.065e-05	3.183e-07	-3.1778e-07	0.00031318	3.9711e-09	-0.00031326	3.184e-07	-3.18e-07	0.00053442	1.44734e-08	-0.0005342	3.1822e-07	-3.1794e-07	0.00069022	5.86524e-08	-0.00068966	3.1846e-07	-3.1826e-07
0.015	7.211e-11	-1.684e-11	-4e-10	3.1842e-07	-3.1802e-07	4.1788e-08	2.88e-11	-4.23946e-08	3.184e-07	-3.1808e-07	4.4147e-06	1.8211e-10	-4.4236e-06	3.182e-07	-3.1802e-07	0.000115008	9.695e-10	-0.00011896	3.1816e-07	-3.1802e-07	0.0004704	3.8819e-09	-0.00047098	3.184e-07	-3.1804e-07	0.00081054	1.41224e-08	-0.00081134	3.1828e-07	-3.181e-07	0.00104792	5.7046e-08	-0.00104804	3.1852e-07	-3.1832e-07
0.02	1.8413e-10	-1.679e-11	-4.8043e-10	3.1834e-07	-3.18e-07	5.1338e-08	2.685e-11	-5.20012e-08	3.1842e-07	-3.1812e-07	5.4445e-06	1.7951e-10	-5.471e-06	3.1834e-07	-3.178e-07	0.00015402	9.4495e-10	-0.0001541	3.1832e-07	-3.1794e-07	0.00062202	3.8027e-09	-0.00062204	3.1818e-07	-3.1796e-07	0.0010788	1.3789e-08	-0.00107888	3.1838e-07	-3.1816e-07	0.0013986	5.55522e-08	-0.0013994	3.1858e-07	-3.1832e-07
0.025	2.8486e-10	-1.671e-11	-5.951e-10	3.1856e-07	-3.1816e-07	5.97264e-08	2.727e-11	-6.04918e-08	3.184e-07	-3.1812e-07	6.4172e-06	1.7447e-10	-6.4235e-06	3.182e-07	-3.1778e-07	0.00018732	9.2612e-10	-0.0001876	3.1834e-07	-3.1802e-07	0.00077186	3.7209e-09	-0.00077236	3.1822e-07	-3.1804e-07	0.001348	1.34964e-08	-0.0013476	3.1846e-07	-3.18e-07	0.001752	5.41254e-08	-0.0017524	3.1842e-07	-3.1812e-07
0.03	3.7502e-10	-1.682e-11	-6.8546e-10	3.185e-07	-3.1806e-07	6.73436e-08	2.641e-11	-6.7841e-08	3.1842e-07	-3.1798e-07	7.271e-06	1.6895e-10	-7.2681e-06	3.1808e-07	-3.1776e-07	0.00021836	9.0605e-10	-0.00021828	3.1824e-07	-3.1806e-07	0.00091452	3.6515e-09	-0.00091558	3.1828e-07	-3.1792e-07	0.0016084	1.31994e-08	-0.0016096	3.1846e-07	-3.1796e-07	0.0020984	5.2693e-08	-0.0020982	3.1836e-07	-3.1828e-07
0.035	4.753e-10	-1.784e-11	-7.4237e-10	3.1852e-07	-3.1818e-07	7.36586e-08	2.655e-11	-7.4157e-08	3.1848e-07	-3.1808e-07	8.0678e-06	1.6832e-10	-8.0809e-06	3.1828e-07	-3.18e-07	0.00024702	8.8883e-10	-0.00024784	3.183e-07	-3.1784e-07	0.00105572	3.5838e-09	-0.00105774	3.1836e-07	-3.1788e-07	0.0018708	1.2882e-08	-0.0018708	3.184e-07	-3.1816e-07	0.0024484	5.13026e-08	-0.002448	3.184e-07	-3.1818e-07
0.04	5.6426e-10	-1.771e-11	-8.3779e-10	3.1824e-07	-3.1808e-07	8.00764e-08	2.547e-11	-8.0341e-08	3.184e-07	-3.179e-07	8.7767e-06	1.6294e-10	-8.8115e-06	3.1836e-07	-3.18e-07	0.00027436	8.7048e-10	-0.00027462	3.1838e-07	-3.1802e-07	0.0011924	3.5041e-09	-0.0011934	3.1826e-07	-3.1792e-07	0.002125	1.26014e-08	-0.0021256	3.1824e-07	-3.1792e-07	0.0027884	5.00082e-08	-0.0027878	3.1858e-07	-3.1806e-07
0.045	6.4162e-10	-1.766e-11	-9.2826e-10	3.183e-07	-3.1798e-07	8.56606e-08	2.554e-11	-8.6211e-08	3.1806e-07	-3.1784e-07	9.4059e-06	1.6052e-10	-9.3911e-06	3.1814e-07	-3.1784e-07	0.00029914	8.4998e-10	-0.00029996	3.1832e-07	-3.1784e-07	0.0013232	3.4394e-09	-0.0013244	3.1824e-07	-3.1794e-07	0.0023762	1.23202e-08	-0.0023752	3.185e-07	-3.1792e-07	0.003126	4.87074e-08	-0.003127	3.184e-07	-3.1806e-07
