vd	id_vg = 0V	ig_vg = 0V	is_vg = 0V	iavdd_vg = 0V	ignd_vg = 0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-2.667e-09	-1.4195e-10	-9.1e-13	5.3044e-07	-5.2802e-07	-2.8666e-09	7.799e-11	-1.3e-13	5.403e-07	-5.3752e-07	-3.3014e-09	5.8542e-10	7.55e-12	5.43e-07	-5.403e-07	-4.8376e-09	2.1911e-09	-2.41e-12	5.4472e-07	-5.4202e-07	-9.5402e-09	6.9438e-09	2.96e-12	5.4608e-07	-5.4322e-07	-2.48346e-08	2.23334e-08	-3.63e-12	5.4672e-07	-5.4446e-07	-8.27696e-08	8.0333e-08	-2.15e-12	5.4756e-07	-5.4522e-07
0.005	-2.5688e-09	-1.3855e-10	-1.63e-12	5.3128e-07	-5.2848e-07	-2.7302e-09	6.661e-11	-4.67e-12	5.4036e-07	-5.3762e-07	-3.155e-09	5.6762e-10	-6.1e-13	5.4316e-07	-5.4052e-07	-4.625e-09	2.1073e-09	4.05e-12	5.4484e-07	-5.4218e-07	-9.1472e-09	6.6786e-09	2.31e-12	5.4584e-07	-5.4328e-07	-2.37864e-08	2.14324e-08	-2.53e-12	5.4652e-07	-5.4422e-07	-7.90778e-08	7.67622e-08	2.35e-12	5.4758e-07	-5.4526e-07
0.01	-2.4568e-09	-1.4592e-10	-8.7e-13	5.3142e-07	-5.289e-07	-2.6116e-09	6.167e-11	-2.25e-12	5.403e-07	-5.377e-07	-3.0154e-09	5.4826e-10	-8.3e-12	5.4318e-07	-5.4072e-07	-4.4224e-09	2.0247e-09	-2.41e-12	5.4466e-07	-5.423e-07	-8.7794e-09	6.4316e-09	1.66e-12	5.4596e-07	-5.4348e-07	-2.28274e-08	2.06012e-08	-2.6e-13	5.4666e-07	-5.4452e-07	-7.56072e-08	7.3421e-08	5e-14	5.4774e-07	-5.4548e-07
0.015	-2.3485e-09	-1.4136e-10	2.12e-12	5.317e-07	-5.291e-07	-2.4868e-09	5.584e-11	1.78e-12	5.4032e-07	-5.3784e-07	-2.8725e-09	5.1372e-10	-4.12e-12	5.4294e-07	-5.4066e-07	-4.2315e-09	1.9448e-09	-2.56e-12	5.446e-07	-5.4226e-07	-8.4403e-09	6.192e-09	-1.49e-12	5.4584e-07	-5.4352e-07	-2.19146e-08	1.97896e-08	4.65e-12	5.4702e-07	-5.447e-07	-7.22754e-08	7.02038e-08	-4.53e-12	5.4766e-07	-5.4546e-07
0.02	-2.2386e-09	-1.4079e-10	-2.08e-12	5.3182e-07	-5.2952e-07	-2.3717e-09	5.097e-11	3.5e-13	5.404e-07	-5.381e-07	-2.7382e-09	4.9451e-10	3.12e-12	5.4302e-07	-5.4074e-07	-4.047e-09	1.8666e-09	4.49e-12	5.4458e-07	-5.4234e-07	-8.0908e-09	5.9601e-09	2e-14	5.4588e-07	-5.4388e-07	-2.10262e-08	1.90114e-08	-4.3e-13	5.469e-07	-5.4486e-07	-6.91028e-08	6.71454e-08	-7.7e-13	5.475e-07	-5.4542e-07
0.025	-2.1377e-09	-1.459e-10	4.7e-13	5.3196e-07	-5.2966e-07	-2.2657e-09	4.675e-11	-4.7e-13	5.4042e-07	-5.3828e-07	-2.6204e-09	4.7873e-10	1.1e-12	5.432e-07	-5.4096e-07	-3.8716e-09	1.7946e-09	3.14e-12	5.4482e-07	-5.4242e-07	-7.7644e-09	5.7391e-09	-1.14e-12	5.4602e-07	-5.4394e-07	-2.0192e-08	1.82726e-08	-4.43e-12	5.4676e-07	-5.4478e-07	-6.60982e-08	6.42292e-08	7.5e-12	5.474e-07	-5.4538e-07
0.03	-2.0446e-09	-1.5159e-10	6.6e-13	5.3226e-07	-5.299e-07	-2.168e-09	3.792e-11	-4.9e-12	5.4028e-07	-5.3828e-07	-2.5e-09	4.5466e-10	-4.38e-12	5.433e-07	-5.408e-07	-3.7037e-09	1.7226e-09	-2.8e-13	5.448e-07	-5.4256e-07	-7.4446e-09	5.5213e-09	-2.62e-12	5.457e-07	-5.4372e-07	-1.93544e-08	1.75528e-08	1.08e-12	5.4674e-07	-5.4472e-07	-6.32012e-08	6.14268e-08	-7.77e-12	5.474e-07	-5.458e-07
0.035	-1.9638e-09	-1.4806e-10	-1.49e-12	5.3256e-07	-5.3016e-07	-2.0746e-09	3.143e-11	2.22e-12	5.4036e-07	-5.3846e-07	-2.3916e-09	4.3612e-10	1.76e-12	5.4288e-07	-5.4094e-07	-3.5439e-09	1.6532e-09	-3.01e-12	5.4448e-07	-5.427e-07	-7.1575e-09	5.3134e-09	-3.61e-12	5.4592e-07	-5.438e-07	-1.85806e-08	1.68704e-08	1.12e-12	5.4664e-07	-5.4478e-07	-6.04776e-08	5.8794e-08	6.97e-12	5.476e-07	-5.459e-07
0.04	-1.864e-09	-1.4908e-10	2.39e-12	5.324e-07	-5.3054e-07	-1.9793e-09	3.234e-11	1.58e-12	5.4062e-07	-5.3848e-07	-2.2925e-09	4.1887e-10	-1.48e-12	5.4288e-07	-5.4102e-07	-3.3887e-09	1.5853e-09	2.35e-12	5.4462e-07	-5.4298e-07	-6.8694e-09	5.1215e-09	-3.98e-12	5.4572e-07	-5.4418e-07	-1.78374e-08	1.61948e-08	3.14e-12	5.4658e-07	-5.449e-07	-5.7785e-08	5.62392e-08	-1.015e-11	5.4754e-07	-5.4594e-07
0.045	-1.7816e-09	-1.5373e-10	9.1e-13	5.3276e-07	-5.3068e-07	-1.8743e-09	2.723e-11	-1.04e-12	5.4056e-07	-5.387e-07	-2.1749e-09	3.9993e-10	-3.4e-13	5.4298e-07	-5.4112e-07	-3.2384e-09	1.5235e-09	1.87e-12	5.4486e-07	-5.4284e-07	-6.5896e-09	4.9326e-09	-2.5e-13	5.4572e-07	-5.441e-07	-1.7122e-08	1.55934e-08	-1.63e-12	5.4688e-07	-5.452e-07	-5.53192e-08	5.38322e-08	4.96e-12	5.4766e-07	-5.4596e-07
