I/V Sweep,id_vds
RecordTime,12/06/2023 09:01:31
Device ID,
Count,2
Flag,
Remarks,
vd,vg,id,ig,is,iavdd,ignd
0,0,-2.667E-09,-1.4195E-10,-9.1000000000000016E-13,5.3044E-07,-5.2802E-07
0.005,0,-2.5688E-09,-1.3855E-10,-1.6300000000000001E-12,5.3128E-07,-5.2848E-07
0.01,0,-2.4568E-09,-1.4592E-10,-8.7E-13,5.3142E-07,-5.289E-07
0.015000000000000001,0,-2.3485E-09,-1.4136000000000002E-10,2.1200000000000003E-12,5.317E-07,-5.2909999999999994E-07
0.02,0,-2.2386E-09,-1.4079E-10,-2.08E-12,5.3182E-07,-5.2952E-07
0.025,0,-2.1377E-09,-1.459E-10,4.7E-13,5.3196E-07,-5.2965999999999994E-07
0.030000000000000002,0,-2.0446E-09,-1.5159000000000002E-10,6.6E-13,5.3226E-07,-5.299E-07
0.035,0,-1.9638E-09,-1.4806E-10,-1.4900000000000001E-12,5.3255999999999995E-07,-5.3016E-07
0.04,0,-1.864E-09,-1.4908000000000002E-10,2.39E-12,5.324E-07,-5.3054E-07
0.045000000000000005,0,-1.7816E-09,-1.5373000000000002E-10,9.1000000000000016E-13,5.3276E-07,-5.3068E-07
0.05,0,-1.7053E-09,-1.5445000000000002E-10,3.5E-13,5.327E-07,-5.3077999999999994E-07
0.055,0,-1.6251E-09,-1.5702000000000002E-10,-1.46E-12,5.3324E-07,-5.3133999999999994E-07
0.060000000000000005,0,-1.5447E-09,-1.5759000000000002E-10,2.9400000000000004E-12,5.3304E-07,-5.313E-07
0.065,0,-1.475E-09,-1.5809000000000002E-10,-9.9E-13,5.3322E-07,-5.3156E-07
0.07,0,-1.3985E-09,-1.6242000000000002E-10,-3.3900000000000003E-12,5.3354E-07,-5.3199999999999995E-07
0.075,0,-1.3267E-09,-1.6488E-10,-1.0500000000000002E-12,5.3364E-07,-5.3212E-07
0.08,0,-1.258E-09,-1.6743E-10,-1.6000000000000003E-13,5.337E-07,-5.3199999999999995E-07
0.085,0,-1.1973E-09,-1.662E-10,-1.4400000000000001E-12,5.3394E-07,-5.3227999999999995E-07
0.090000000000000011,0,-1.1224E-09,-1.7012E-10,-5.8200000000000006E-12,5.3382E-07,-5.3245999999999994E-07
0.095,0,-1.0499E-09,-1.7653E-10,1.2400000000000002E-12,5.3382E-07,-5.3268E-07
0.1,0,-9.903E-10,-1.7718E-10,5.8200000000000006E-12,5.3423999999999995E-07,-5.3298E-07
0.10500000000000001,0,-9.2060000000000011E-10,-1.7926E-10,6.61E-12,5.3416E-07,-5.33E-07
0.11,0,-8.6042000000000012E-10,-1.822E-10,-3.0000000000000003E-13,5.343E-07,-5.3301999999999994E-07
