Vds	Gm_Vgs=0.15V	Gm_Vgs=0.3V	Gm_Vgs=0.45V	Gm_Vgs=0.6V	Gm_Vgs=0.75V	Gm_Vgs=0.9V
0	2.728e-08	2.928e-08	4.252e-08	7.86000000000001e-08	2.0964e-07	7.38359999999999e-07
0.005	2.61966666666667e-08	2.88816666666667e-08	4.16583333333333e-08	7.64416666666667e-08	2.02923333333333e-07	7.213e-07
0.01	2.5161e-08	2.8219e-08	4.0037e-08	7.34650000000001e-08	1.93722e-07	6.92664e-07
0.015	2.3953e-08	2.7266e-08	3.8565e-08	7.0966e-08	1.85738e-07	6.6578e-07
0.02	2.2623e-08	2.6148e-08	3.6871e-08	6.8029e-08	1.77534e-07	6.35542e-07
0.025	2.1437e-08	2.4826e-08	3.5211e-08	6.5173e-08	1.70028e-07	6.06262e-07
0.03	2.0494e-08	2.3471e-08	3.3727e-08	6.2649e-08	1.63054e-07	5.7894e-07
0.035	1.9752e-08	2.2645e-08	3.2401e-08	6.0195e-08	1.56442e-07	5.52236e-07
0.04	1.892e-08	2.1988e-08	3.1166e-08	5.7687e-08	1.49932e-07	5.26444e-07
0.045	1.8042e-08	2.0845e-08	2.9994e-08	5.5347e-08	1.43292e-07	5.02554e-07
0.05	1.7373e-08	1.9774e-08	2.8885e-08	5.3503e-08	1.37172e-07	4.7965e-07
0.055	1.6738e-08	1.9136e-08	2.7849e-08	5.1741e-08	1.317e-07	4.56614e-07
0.06	1.5995e-08	1.8347e-08	2.6812e-08	4.9726e-08	1.26542e-07	4.3556e-07
0.065	1.5425e-08	1.7535e-08	2.5805e-08	4.7882e-08	1.21668e-07	4.1663e-07
0.07	1.5186e-08	1.7364e-08	2.5118e-08	4.6377e-08	1.17054e-07	3.98106e-07
0.075	1.4958e-08	1.7395e-08	2.4453e-08	4.4872e-08	1.12688e-07	3.80198e-07
0.08	1.4571e-08	1.6801e-08	2.3529e-08	4.3415e-08	1.0837e-07	3.63126e-07
0.085	1.4239e-08	1.6044e-08	2.2896e-08	4.2184e-08	1.03964e-07	3.46652e-07
0.09	1.4008e-08	1.5727e-08	2.2586e-08	4.0967e-08	9.9814e-08	3.31186e-07
0.095	1.35974e-08	1.5343e-08	2.1909e-08	3.9739e-08	9.618e-08	3.16716e-07
0.1	1.30876e-08	1.4832e-08	2.107e-08	3.8419e-08	9.2684e-08	3.03048e-07
0.105	1.28239e-08	1.47074e-08	2.0728e-08	3.7133e-08	8.8908e-08	2.90718e-07
0.11	1.2616e-08	1.47385e-08	2.033e-08	3.597e-08	8.5152e-08	2.7878e-07
0.115	1.23924e-08	1.44678e-08	1.9428e-08	3.4903e-08	8.192e-08	2.66266e-07
0.12	1.24457e-08	1.40046e-08	1.88e-08	3.396e-08	7.8898e-08	2.53538e-07
0.125	1.26085e-08	1.39369e-08	1.8737e-08	3.3113e-08	7.598e-08	2.41762e-07
0.13	1.24354e-08	1.42287e-08	1.84e-08	3.2282e-08	7.3785e-08	2.31044e-07
0.135	1.22286e-08	1.39101e-08	1.77498e-08	3.155e-08	7.2142e-08	2.2151e-07
0.14	1.22938e-08	1.33823e-08	1.74698e-08	3.1012e-08	7.0159e-08	2.13468e-07
0.145	1.2219e-08	1.37196e-08	1.72521e-08	3.0264e-08	6.8052e-08	2.05114e-07
0.15	1.20141e-08	1.36868e-08	1.67793e-08	2.9335e-08	6.5928e-08	1.96852e-07
0.155	1.19232e-08	1.26762e-08	1.64714e-08	2.8761e-08	6.3538e-08	1.89338e-07
0.16	1.18463e-08	1.24369e-08	1.63576e-08	2.8538e-08	6.1278e-08	1.81168e-07
0.165	1.1711e-08	1.28424e-08	1.62438e-08	2.7801e-08	5.943e-08	1.732e-07
0.17	1.17118e-08	1.25872e-08	1.608e-08	2.6588e-08	5.7539e-08	1.66516e-07
0.175	1.18126e-08	1.24469e-08	1.56583e-08	2.5996e-08	5.5462e-08	1.60278e-07
0.18	1.17004e-08	1.28218e-08	1.53265e-08	2.5771e-08	5.3918e-08	1.54076e-07
0.185	1.16401e-08	1.27769e-08	1.53436e-08	2.4929e-08	5.2453e-08	1.48192e-07
0.19	1.19038e-08	1.23943e-08	1.51144e-08	2.4001e-08	5.0603e-08	1.42336e-07
0.195	1.19642e-08	1.2355e-08	1.49469e-08	2.38023e-08	4.8999e-08	1.36592e-07
0.2	1.16743e-08	1.227e-08	1.53024e-08	2.35762e-08	4.7956e-08	1.31274e-07
0.205	1.16447e-08	1.18777e-08	1.50805e-08	2.2781e-08	4.6739e-08	1.26088e-07
0.21	1.17634e-08	1.18197e-08	1.42978e-08	2.20917e-08	4.5187e-08	1.21282e-07
0.215	1.16413e-08	1.21037e-08	1.41159e-08	2.18247e-08	4.3843e-08	1.17024e-07
