Vg	Id,Vd=0V	Ig,Vd=0V	Is,Vd=0V	Iavdd,Vd=0V	Ignd,Vd=0V	Id,Vd=0.15V	Ig,Vd=0.15V	Is,Vd=0.15V	Iavdd,Vd=0.15V	Ignd,Vd=0.15V	Id,Vd=0.3V	Ig,Vd=0.3V	Is,Vd=0.3V	Iavdd,Vd=0.3V	Ignd,Vd=0.3V	Id,Vd=0.45V	Ig,Vd=0.45V	Is,Vd=0.45V	Iavdd,Vd=0.45V	Ignd,Vd=0.45V	Id,Vd=0.6V	Ig,Vd=0.6V	Is,Vd=0.6V	Iavdd,Vd=0.6V	Ignd,Vd=0.6V	Id,Vd=0.75V	Ig,Vd=0.75V	Is,Vd=0.75V	Iavdd,Vd=0.75V	Ignd,Vd=0.75V	Id,Vd=0.9V	Ig,Vd=0.9V	Is,Vd=0.9V	Iavdd,Vd=0.9V	Ignd,Vd=0.9V
-0.3	8.2292e-10	-7.0929e-09	1.0682e-09	3.1698e-07	-3.1146e-07	5.7377e-09	-8.8909e-09	-1.8888e-09	3.1656e-07	-3.1162e-07	1.18998e-08	-1.1868e-08	-4.968e-09	3.1676e-07	-3.1158e-07	2.14812e-08	-1.64254e-08	-1.00288e-08	3.1698e-07	-3.1202e-07	3.65504e-08	-2.28146e-08	-1.87266e-08	3.171e-07	-3.1218e-07	6.05938e-08	-3.13874e-08	-3.38682e-08	3.1746e-07	-3.1272e-07	9.78524e-08	-4.26216e-08	-5.97062e-08	3.1754e-07	-3.1264e-07
-0.295	7.8131e-10	-6.5577e-09	1.0248e-09	3.1686e-07	-3.1212e-07	5.7293e-09	-8.3008e-09	-2.0131e-09	3.1674e-07	-3.1216e-07	1.18986e-08	-1.12382e-08	-5.1429e-09	3.1666e-07	-3.1206e-07	2.15668e-08	-1.57158e-08	-1.02198e-08	3.1676e-07	-3.122e-07	3.66992e-08	-2.20242e-08	-1.89874e-08	3.1704e-07	-3.126e-07	6.05812e-08	-3.04978e-08	-3.44432e-08	3.174e-07	-3.1314e-07	9.71862e-08	-4.1627e-08	-5.97388e-08	3.1742e-07	-3.1324e-07
-0.29	7.25e-10	-6.0365e-09	9.8196e-10	3.17e-07	-3.1242e-07	5.73e-09	-7.7477e-09	-2.1234e-09	3.1672e-07	-3.1232e-07	1.18738e-08	-1.06362e-08	-5.3229e-09	3.1668e-07	-3.1252e-07	2.15342e-08	-1.5052e-08	-1.04548e-08	3.1664e-07	-3.126e-07	3.68258e-08	-2.12816e-08	-1.93442e-08	3.1696e-07	-3.1292e-07	6.06294e-08	-2.96614e-08	-3.47646e-08	3.1756e-07	-3.1342e-07	9.71914e-08	-4.0652e-08	-6.03658e-08	3.1738e-07	-3.1362e-07
-0.285	6.8927e-10	-5.5737e-09	9.3986e-10	3.1678e-07	-3.1286e-07	5.7312e-09	-7.245e-09	-2.3426e-09	3.167e-07	-3.129e-07	1.19228e-08	-1.00846e-08	-5.5117e-09	3.1662e-07	-3.1286e-07	2.15828e-08	-1.44316e-08	-1.0641e-08	3.1684e-07	-3.1306e-07	3.66654e-08	-2.05866e-08	-1.9611e-08	3.1702e-07	-3.1364e-07	6.04954e-08	-2.8877e-08	-3.51822e-08	3.173e-07	-3.1374e-07	9.70996e-08	-3.9734e-08	-6.07528e-08	3.1754e-07	-3.1414e-07
-0.28	6.5825e-10	-5.1418e-09	8.9869e-10	3.169e-07	-3.1328e-07	5.711e-09	-6.776e-09	-2.3464e-09	3.1658e-07	-3.1332e-07	1.19594e-08	-9.568e-09	-5.6786e-09	3.1656e-07	-3.134e-07	2.15378e-08	-1.38562e-08	-1.09264e-08	3.1686e-07	-3.1346e-07	3.68348e-08	-1.994e-08	-2.00076e-08	3.1692e-07	-3.1366e-07	6.07974e-08	-2.81522e-08	-3.56606e-08	3.1722e-07	-3.141e-07	9.70164e-08	-3.89308e-08	-6.13284e-08	3.173e-07	-3.1442e-07
-0.275	6.1234e-10	-4.7482e-09	8.5973e-10	3.1692e-07	-3.1348e-07	5.733e-09	-6.348e-09	-2.5219e-09	3.1654e-07	-3.1336e-07	1.19596e-08	-9.094e-09	-5.8504e-09	3.1648e-07	-3.134e-07	2.1531e-08	-1.33192e-08	-1.11676e-08	3.1664e-07	-3.1388e-07	3.68344e-08	-1.9324e-08	-2.02606e-08	3.1708e-07	-3.142e-07	6.06672e-08	-2.7454e-08	-3.59458e-08	3.1732e-07	-3.1436e-07	9.75158e-08	-3.81408e-08	-6.1699e-08	3.173e-07	-3.1466e-07
-0.27	5.8404e-10	-4.3865e-09	8.2717e-10	3.1692e-07	-3.1394e-07	5.6969e-09	-5.9461e-09	-2.5591e-09	3.166e-07	-3.1378e-07	1.19778e-08	-8.6501e-09	-5.9831e-09	3.1666e-07	-3.1372e-07	2.15516e-08	-1.28118e-08	-1.13984e-08	3.1688e-07	-3.1416e-07	3.71474e-08	-1.87496e-08	-2.06314e-08	3.1716e-07	-3.1456e-07	6.05696e-08	-2.67768e-08	-3.62902e-08	3.171e-07	-3.1456e-07	9.72258e-08	-3.73206e-08	-6.21854e-08	3.174e-07	-3.1476e-07
-0.265	5.4644e-10	-4.0529e-09	7.8504e-10	3.1674e-07	-3.1396e-07	5.714e-09	-5.5824e-09	-2.6793e-09	3.1674e-07	-3.1418e-07	1.19764e-08	-8.24e-09	-6.1844e-09	3.1654e-07	-3.142e-07	2.16396e-08	-1.2339e-08	-1.1712e-08	3.1664e-07	-3.1426e-07	3.67678e-08	-1.82086e-08	-2.08066e-08	3.1686e-07	-3.145e-07	6.0809e-08	-2.61588e-08	-3.66272e-08	3.1718e-07	-3.1484e-07	9.6923e-08	-3.6634e-08	-6.25404e-08	3.1714e-07	-3.149e-07
-0.26	5.1838e-10	-3.7473e-09	7.5168e-10	3.169e-07	-3.1438e-07	5.7005e-09	-5.236e-09	-2.7868e-09	3.165e-07	-3.1416e-07	1.2017e-08	-7.8486e-09	-6.3686e-09	3.165e-07	-3.1444e-07	2.17416e-08	-1.18954e-08	-1.19156e-08	3.166e-07	-3.144e-07	3.7037e-08	-1.7682e-08	-2.13176e-08	3.1686e-07	-3.149e-07	6.05454e-08	-2.55512e-08	-3.71142e-08	3.1702e-07	-3.152e-07	9.64838e-08	-3.59052e-08	-6.25562e-08	3.1714e-07	-3.1516e-07
-0.255	4.7693e-10	-3.4704e-09	7.2373e-10	3.169e-07	-3.1448e-07	5.7139e-09	-4.9236e-09	-2.8999e-09	3.1674e-07	-3.1438e-07	1.21058e-08	-7.4936e-09	-6.7865e-09	3.1648e-07	-3.1442e-07	2.17506e-08	-1.14772e-08	-1.21732e-08	3.166e-07	-3.146e-07	3.69124e-08	-1.72036e-08	-2.1499e-08	3.1698e-07	-3.149e-07	6.0493e-08	-2.49866e-08	-3.74734e-08	3.1706e-07	-3.1518e-07	9.65264e-08	-3.52486e-08	-6.31152e-08	3.1734e-07	-3.1552e-07
-0.25	4.5366e-10	-3.2066e-09	6.7792e-10	3.1676e-07	-3.1478e-07	5.7277e-09	-4.6301e-09	-3.0095e-09	3.1656e-07	-3.1458e-07	1.20426e-08	-7.1455e-09	-6.9502e-09	3.1666e-07	-3.148e-07	2.17572e-08	-1.1083e-08	-1.2381e-08	3.1658e-07	-3.1478e-07	3.69526e-08	-1.6738e-08	-2.18528e-08	3.1696e-07	-3.1528e-07	6.06722e-08	-2.44456e-08	-3.77892e-08	3.1708e-07	-3.1534e-07	9.68608e-08	-3.46036e-08	-6.38726e-08	3.1706e-07	-3.1572e-07
-0.245	4.1668e-10	-2.9765e-09	6.5403e-10	3.1672e-07	-3.1484e-07	5.7251e-09	-4.3592e-09	-3.1071e-09	3.1674e-07	-3.1496e-07	1.20328e-08	-6.8355e-09	-6.8544e-09	3.1672e-07	-3.148e-07	2.17538e-08	-1.07064e-08	-1.2547e-08	3.1664e-07	-3.1514e-07	3.69798e-08	-1.63006e-08	-2.21672e-08	3.1696e-07	-3.155e-07	6.05654e-08	-2.3916e-08	-3.82632e-08	3.1716e-07	-3.155e-07	9.69048e-08	-3.39692e-08	-6.41956e-08	3.1702e-07	-3.1568e-07
-0.24	3.8714e-10	-2.7537e-09	6.1923e-10	3.1674e-07	-3.1498e-07	5.7462e-09	-4.1065e-09	-3.2215e-09	3.1678e-07	-3.1516e-07	1.21178e-08	-6.5404e-09	-7.2583e-09	3.1642e-07	-3.1518e-07	2.17542e-08	-1.0349e-08	-1.2784e-08	3.1672e-07	-3.1514e-07	3.70504e-08	-1.58752e-08	-2.256e-08	3.1686e-07	-3.154e-07	6.08218e-08	-2.34142e-08	-3.85888e-08	3.171e-07	-3.159e-07	9.67782e-08	-3.33476e-08	-6.46656e-08	3.1722e-07	-3.1576e-07
-0.235	3.5931e-10	-2.555e-09	5.8531e-10	3.1692e-07	-3.1528e-07	5.7139e-09	-3.8714e-09	-3.29e-09	3.1662e-07	-3.1508e-07	1.2067e-08	-6.2625e-09	-7.0859e-09	3.1646e-07	-3.1512e-07	2.17606e-08	-1.00202e-08	-1.3018e-08	3.1652e-07	-3.1522e-07	3.71606e-08	-1.54806e-08	-2.28094e-08	3.167e-07	-3.1544e-07	6.06346e-08	-2.29282e-08	-3.88362e-08	3.1716e-07	-3.1598e-07	9.67202e-08	-3.27762e-08	-6.52574e-08	3.1698e-07	-3.1614e-07
-0.23	3.2785e-10	-2.3699e-09	5.6365e-10	3.1688e-07	-3.1538e-07	5.7364e-09	-3.6515e-09	-3.3649e-09	3.1672e-07	-3.1522e-07	1.20732e-08	-5.995e-09	-7.2541e-09	3.1662e-07	-3.1524e-07	2.17376e-08	-9.704e-09	-1.36052e-08	3.1674e-07	-3.1544e-07	3.71386e-08	-1.5096e-08	-2.31914e-08	3.1692e-07	-3.1582e-07	6.10506e-08	-2.24742e-08	-3.91004e-08	3.1684e-07	-3.1612e-07	9.71132e-08	-3.22314e-08	-6.54242e-08	3.1702e-07	-3.1628e-07
-0.225	3.0479e-10	-2.1996e-09	5.285e-10	3.169e-07	-3.1532e-07	5.8005e-09	-3.4466e-09	-3.4475e-09	3.165e-07	-3.1552e-07	1.21152e-08	-5.7504e-09	-7.4611e-09	3.1642e-07	-3.1532e-07	2.23104e-08	-9.4134e-09	-1.4004e-08	3.1652e-07	-3.1544e-07	3.715e-08	-1.4724e-08	-2.33896e-08	3.1682e-07	-3.1574e-07	6.0904e-08	-2.20242e-08	-3.97154e-08	3.1704e-07	-3.1596e-07	9.69614e-08	-3.17028e-08	-6.58518e-08	3.171e-07	-3.163e-07
-0.22	2.7119e-10	-2.0423e-09	5.0112e-10	3.1688e-07	-3.1538e-07	5.7186e-09	-3.257e-09	-3.564e-09	3.1658e-07	-3.1542e-07	1.2088e-08	-5.5162e-09	-7.572e-09	3.1642e-07	-3.1544e-07	2.18726e-08	-9.1199e-09	-1.36358e-08	3.1652e-07	-3.1556e-07	3.71458e-08	-1.4375e-08	-2.37202e-08	3.1666e-07	-3.1584e-07	6.09088e-08	-2.15866e-08	-4.01222e-08	3.1704e-07	-3.162e-07	9.66784e-08	-3.1169e-08	-6.6278e-08	3.1696e-07	-3.162e-07
-0.215	2.549e-10	-1.8947e-09	4.7391e-10	3.1688e-07	-3.155e-07	5.7393e-09	-3.0816e-09	-3.6435e-09	3.1684e-07	-3.158e-07	1.23806e-08	-5.296e-09	-7.7138e-09	3.1648e-07	-3.1566e-07	2.18964e-08	-8.8465e-09	-1.3902e-08	3.1668e-07	-3.157e-07	3.74028e-08	-1.40388e-08	-2.39726e-08	3.1678e-07	-3.161e-07	6.05724e-08	-2.11922e-08	-4.01546e-08	3.1702e-07	-3.1628e-07	9.70934e-08	-3.06598e-08	-6.6705e-08	3.169e-07	-3.1632e-07
-0.21	2.2329e-10	-1.7619e-09	4.4857e-10	3.1672e-07	-3.1556e-07	5.7173e-09	-2.9113e-09	-3.7185e-09	3.166e-07	-3.1558e-07	1.21012e-08	-5.0848e-09	-7.8229e-09	3.1664e-07	-3.1572e-07	2.19632e-08	-8.5826e-09	-1.39694e-08	3.1656e-07	-3.1576e-07	3.72682e-08	-1.37092e-08	-2.42418e-08	3.1662e-07	-3.1592e-07	6.08968e-08	-2.07672e-08	-4.07324e-08	3.1696e-07	-3.1622e-07	9.67248e-08	-3.0148e-08	-6.67304e-08	3.1714e-07	-3.1652e-07
-0.205	2.0386e-10	-1.6359e-09	4.206e-10	3.1686e-07	-3.1562e-07	5.7104e-09	-2.7545e-09	-3.8065e-09	3.1678e-07	-3.1576e-07	1.21674e-08	-4.8885e-09	-8.0136e-09	3.1662e-07	-3.1568e-07	2.19066e-08	-8.3365e-09	-1.42788e-08	3.1668e-07	-3.1582e-07	3.73574e-08	-1.33936e-08	-2.44436e-08	3.1664e-07	-3.1622e-07	6.1098e-08	-2.03868e-08	-4.11728e-08	3.1686e-07	-3.1648e-07	9.66268e-08	-2.96784e-08	-6.6986e-08	3.1692e-07	-3.1662e-07
-0.2	1.7765e-10	-1.5192e-09	3.9858e-10	3.1676e-07	-3.1598e-07	5.7159e-09	-2.6074e-09	-3.8737e-09	3.1682e-07	-3.1598e-07	1.21924e-08	-4.696e-09	-8.1304e-09	3.1668e-07	-3.1574e-07	2.25664e-08	-8.0988e-09	-1.50324e-08	3.1664e-07	-3.159e-07	3.73254e-08	-1.3088e-08	-2.4787e-08	3.1674e-07	-3.1612e-07	6.12308e-08	-2.0005e-08	-4.1405e-08	3.1696e-07	-3.1644e-07	9.6343e-08	-2.921e-08	-6.79288e-08	3.169e-07	-3.165e-07
-0.195	1.5812e-10	-1.4123e-09	3.7803e-10	3.1694e-07	-3.1584e-07	5.6817e-09	-2.4692e-09	-3.9167e-09	3.1658e-07	-3.1584e-07	1.21916e-08	-4.5194e-09	-8.2803e-09	3.1646e-07	-3.1586e-07	2.21068e-08	-7.8656e-09	-1.46956e-08	3.1672e-07	-3.161e-07	3.74718e-08	-1.27968e-08	-2.50078e-08	3.168e-07	-3.163e-07	6.10154e-08	-1.96416e-08	-4.17764e-08	3.1694e-07	-3.1652e-07	9.66838e-08	-2.87402e-08	-6.80988e-08	3.1718e-07	-3.1664e-07
-0.19	1.3601e-10	-1.3094e-09	3.4756e-10	3.169e-07	-3.1586e-07	5.7289e-09	-2.3367e-09	-4.0194e-09	3.1662e-07	-3.1586e-07	1.21604e-08	-4.3476e-09	-8.3353e-09	3.1664e-07	-3.159e-07	2.20016e-08	-7.6408e-09	-1.48148e-08	3.1648e-07	-3.1586e-07	3.7483e-08	-1.251e-08	-2.53034e-08	3.1662e-07	-3.1616e-07	6.10638e-08	-1.92876e-08	-4.19836e-08	3.168e-07	-3.1636e-07	9.64346e-08	-2.82916e-08	-6.87052e-08	3.17e-07	-3.1674e-07
-0.185	1.1153e-10	-1.2195e-09	3.3274e-10	3.169e-07	-3.1596e-07	5.7147e-09	-2.2165e-09	-4.1028e-09	3.1654e-07	-3.161e-07	1.21758e-08	-4.1849e-09	-8.4851e-09	3.165e-07	-3.1598e-07	2.20102e-08	-7.4288e-09	-1.4998e-08	3.1652e-07	-3.1604e-07	3.75796e-08	-1.22394e-08	-2.55076e-08	3.166e-07	-3.1642e-07	6.09668e-08	-1.89342e-08	-4.23448e-08	3.1668e-07	-3.166e-07	9.68074e-08	-2.7872e-08	-6.88994e-08	3.1698e-07	-3.1678e-07
-0.18	9.643e-11	-1.1315e-09	3.1069e-10	3.1672e-07	-3.1598e-07	5.717e-09	-2.1013e-09	-4.1517e-09	3.166e-07	-3.16e-07	1.21702e-08	-4.0308e-09	-8.7047e-09	3.1664e-07	-3.161e-07	2.20136e-08	-7.2224e-09	-1.58012e-08	3.165e-07	-3.1632e-07	3.74716e-08	-1.19708e-08	-2.57632e-08	3.1678e-07	-3.164e-07	6.10146e-08	-1.85978e-08	-4.25868e-08	3.1692e-07	-3.1664e-07	9.65216e-08	-2.74284e-08	-6.90184e-08	3.1704e-07	-3.1658e-07
