Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	5.084014e-06	0.000734087	0.01625104	0.03649476	0.0939574	0.1260974
0.005	4.815624e-06	0.0006927	0.01659848	0.04358448	0.09545116	0.1259286
0.01	4.365922e-06	0.000626371	0.0169076	0.05284524	0.09728584	0.1256492
0.015	3.794242e-06	0.000545352	0.01696412	0.061756	0.09884672	0.1252244
0.02	3.184266e-06	0.000458913	0.0162937	0.06553728	0.09955528	0.1245678
0.025	2.636898e-06	0.000382368	0.01478166	0.06176484	0.098821	0.1236832
0.03	2.171352e-06	0.000320856	0.0133242	0.0576824	0.0974478	0.1228114
0.035	1.784102e-06	0.000268853	0.0121918	0.0558842	0.096158	0.121974
0.04	1.47783e-06	0.00022456	0.0111216	0.054072	0.09486	0.121104
0.045	1.23407e-06	0.00018958	0.0101294	0.052262	0.093524	0.120274
0.05	1.027e-06	0.0001601	0.0092102	0.050504	0.09222	0.119466
0.055	8.524e-07	0.00013268	0.0083418	0.048754	0.09089	0.118592
0.06	7.184e-07	0.00011006	0.0075282	0.04697	0.08949	0.117676
0.065	6.004e-07	9.248e-05	0.0067888	0.045198	0.08805	0.116738
0.07	4.868e-07	7.704e-05	0.006111	0.043442	0.08656	0.11575
0.075	4.008e-07	6.408e-05	0.005488	0.041714	0.085124	0.114816
0.08	3.382e-07	5.454e-05	0.004927	0.040006	0.083688	0.11389
0.085	2.694e-07	4.774e-05	0.004413	0.038314	0.082156	0.113252
0.09	2.246e-07	4.172e-05	0.0039314	0.036644	0.080642	0.112924
0.095	2.128e-07	3.522e-05	0.0034936	0.034984	0.079162	0.112204
0.1	1.818e-07	2.954e-05	0.0031086	0.033328	0.077552	0.111036
0.105	1.462e-07	2.474e-05	0.0027618	0.031722	0.075916	0.109854
0.11	1.436e-07	2.042e-05	0.0024452	0.030178	0.074396	0.108396
0.115	1.446e-07	1.72e-05	0.0021724	0.028678	0.072862	0.106628
0.12	1.168e-07	1.494e-05	0.0019346	0.02722	0.071644	0.10518
0.125	1.042e-07	1.332e-05	0.001716	0.0258	0.070878	0.10406
0.13	1.102e-07	1.214e-05	0.0015208	0.024426	0.069764	0.10296
0.135	8.98e-08	1.198e-05	0.001348	0.023084	0.068154	0.10182
0.14	7.36e-08	1.264e-05	0.0011936	0.021772	0.066522	0.10064
0.145	7.62e-08	1.126e-05	0.0010628	0.020508	0.064522	0.0994
0.15	5.72e-08	8.08e-06	0.0009462	0.019312	0.06208	0.09812
0.155	2.96e-08	6.9e-06	0.0008478	0.018152	0.06004	0.0969
0.16	2.52e-08	6.14e-06	0.000779	0.017008	0.05844	0.09568
0.165	2.64e-08	3.66e-06	0.0007094	0.015922	0.05674	0.09428
0.17	3.28e-08	3.46e-06	0.0006368	0.014894	0.05506	0.09288
0.175	4.18e-08	6.02e-06	0.0005796	0.01389	0.05356	0.09156
0.18	4e-08	6.16e-06	0.000528	0.012964	0.05208	0.09018
0.185	4.8e-08	5.12e-06	0.0004748	0.012132	0.05052	0.08882
0.19	3.9e-08	5.6e-06	0.0004298	0.011324	0.04896	0.08758
0.195	6.8e-09	5.1e-06	0.0003978	0.010536	0.04744	0.08636
0.2	1.36e-08	3.44e-06	0.000376	0.009806	0.04584	0.08506
0.205	3.32e-08	3.16e-06	0.0003566	0.0091	0.04412	0.0837
0.21	1.96e-08	3.96e-06	0.0003364	0.008428	0.0425	0.08228
0.215	2.5e-08	4.78e-06	0.000326	0.00783	0.04108	0.08084
0.22	5.02e-08	6.06e-06	0.0003158	0.007266	0.03964	0.07942
0.225	3.74e-08	7.26e-06	0.0002952	0.006742	0.03816	0.07804
0.23	2.6e-08	7.22e-06	0.0002706	0.006258	0.03674	0.07658
0.235	4.78e-08	5.04e-06	0.0002508	0.005796	0.03534	0.07504
0.24	5.58e-08	4.2e-06	0.0002392	0.005372	0.03394	0.0735
0.245	4.08e-08	6.14e-06	0.0002344	0.005016	0.03258	0.072
0.25	4.24e-08	6.18e-06	0.0002382	0.004676	0.03126	0.0706
0.255	5.8e-08	4.36e-06	0.000235	0.004322	0.03	0.06922
0.26	3.46e-08	4.76e-06	0.0002256	0.004012	0.02874	0.06778
0.265	6e-10	5.36e-06	0.0002258	0.003734	0.02738	0.06636
0.27	1.34e-08	2.96e-06	0.0002188	0.003472	0.02608	0.06496
0.275	2.64e-08	1.02e-06	0.0002038	0.003258	0.0249	0.06346
