vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	1.2093e-10	-1.95e-12	-1.1787e-10	3.1684e-07	-3.1686e-07	1.73682e-08	6.171e-11	-1.70416e-08	3.1586e-07	-3.1584e-07	6.007e-07	8.0497e-10	-7.8458e-07	3.158e-07	-3.1514e-07	-1.5218e-05	2.541e-09	1.8484e-05	3.1582e-07	-3.157e-07	-2.96e-05	7.9244e-09	4.0108e-05	3.1586e-07	-3.1566e-07	-3.3068e-05	2.71098e-08	5.7042e-05	3.1614e-07	-3.1614e-07	-0.00011696	1.074e-07	0.00011578	3.166e-07	-3.1658e-07
0.005	3.1114e-10	-3.74e-12	-2.8487e-10	3.1684e-07	-3.1686e-07	4.4067e-08	6.057e-11	-4.38994e-08	3.1588e-07	-3.1582e-07	4.4785e-06	7.6445e-10	-4.5016e-06	3.1506e-07	-3.158e-07	5.5874e-05	2.4811e-09	-7.992e-05	3.1586e-07	-3.1584e-07	4.5536e-05	7.7573e-09	-0.00027034	3.157e-07	-3.1578e-07	0.00042186	2.64852e-08	-0.00042018	3.1548e-07	-3.1606e-07	0.00051276	1.0454e-07	-0.0005136	3.1658e-07	-3.165e-07
0.01	4.6419e-10	-2.88e-12	-4.3768e-10	3.167e-07	-3.1674e-07	6.63242e-08	5.71e-11	-6.6333e-08	3.1586e-07	-3.158e-07	7.625e-06	7.2727e-10	-7.6015e-06	3.1586e-07	-3.1578e-07	0.00017448	2.4298e-09	-0.0001739	3.159e-07	-3.1586e-07	0.000598	7.6027e-09	-0.00059678	3.1574e-07	-3.1576e-07	0.00093862	2.58586e-08	-0.00093876	3.1606e-07	-3.1604e-07	0.00114786	1.0176e-07	-0.00114982	3.1656e-07	-3.1648e-07
0.015	5.9451e-10	3.4e-13	-5.5856e-10	3.1676e-07	-3.169e-07	8.52148e-08	5.411e-11	-8.54742e-08	3.1592e-07	-3.1586e-07	1.02807e-05	6.8139e-10	-1.02343e-05	3.1582e-07	-3.158e-07	0.00025878	2.3796e-09	-0.0002588	3.1586e-07	-3.1584e-07	0.00091058	7.4499e-09	-0.00090986	3.1572e-07	-3.1572e-07	0.0014434	2.52662e-08	-0.0014424	3.1598e-07	-3.16e-07	0.0017714	9.9087e-08	-0.001771	3.1644e-07	-3.1648e-07
0.02	6.8967e-10	-5.39e-12	-6.5268e-10	3.1676e-07	-3.1682e-07	1.00691e-07	5.398e-11	-1.0037e-07	3.1588e-07	-3.1588e-07	1.2464e-05	6.4667e-10	-1.246e-05	3.1586e-07	-3.158e-07	0.0003382	2.3353e-09	-0.00033788	3.1504e-07	-3.1504e-07	0.0012198	7.2796e-09	-0.00122	3.157e-07	-3.1574e-07	0.001948	2.46932e-08	-0.0019466	3.16e-07	-3.1604e-07	0.0023966	9.65256e-08	-0.0023992	3.1636e-07	-3.1638e-07
0.025	7.8921e-10	-6.31e-12	-7.347e-10	3.1678e-07	-3.1682e-07	1.12673e-07	5.072e-11	-1.130514e-07	3.1598e-07	-3.1582e-07	1.432e-05	6.0266e-10	-1.432e-05	3.1586e-07	-3.159e-07	0.00041034	2.29e-09	-0.00040998	3.1582e-07	-3.158e-07	0.0015154	7.1456e-09	-0.0015152	3.1578e-07	-3.158e-07	0.0024372	2.41456e-08	-0.002438	3.1604e-07	-3.1612e-07	0.0030136	9.4047e-08	-0.0030136	3.1636e-07	-3.164e-07
0.03	8.7107e-10	-1.88e-12	-7.9898e-10	3.1684e-07	-3.1676e-07	1.2286e-07	4.664e-11	-1.2464e-07	3.1586e-07	-3.159e-07	1.5834e-05	5.622e-10	-1.5892e-05	3.158e-07	-3.1592e-07	0.00047666	2.2406e-09	-0.0004763	3.1582e-07	-3.1584e-07	0.0018066	6.9913e-09	-0.0018058	3.1586e-07	-3.1578e-07	0.00293	2.3598e-08	-0.00293	3.1536e-07	-3.1548e-07	0.0036308	9.16102e-08	-0.0036324	3.1632e-07	-3.1636e-07
0.035	9.2773e-10	-3.32e-12	-8.575e-10	3.1684e-07	-3.1668e-07	1.3186e-07	4.259e-11	-1.3208e-07	3.1494e-07	-3.1518e-07	1.7086e-05	5.2686e-10	-1.715e-05	3.1574e-07	-3.1594e-07	0.00053672	2.2031e-09	-0.0005367	3.1582e-07	-3.1592e-07	0.0020846	6.8625e-09	-0.0020834	3.1576e-07	-3.1574e-07	0.0034076	2.307e-08	-0.0034082	3.1604e-07	-3.1604e-07	0.004238	8.93026e-08	-0.0042378	3.1638e-07	-3.1642e-07
0.04	9.765e-10	-9.61e-12	-9.0195e-10	3.1672e-07	-3.1686e-07	1.3904e-07	4.43e-11	-1.3894e-07	3.1586e-07	-3.1584e-07	1.824e-05	4.9265e-10	-1.8146e-05	3.1586e-07	-3.159e-07	0.00059168	2.1638e-09	-0.0005914	3.1586e-07	-3.1584e-07	0.0023528	6.7303e-09	-0.0023528	3.158e-07	-3.1574e-07	0.0038794	2.25806e-08	-0.003879	3.1602e-07	-3.16e-07	0.0048414	8.70804e-08	-0.0048406	3.1626e-07	-3.1632e-07
0.045	1.017e-09	-1.074e-11	-9.3952e-10	3.1674e-07	-3.1678e-07	1.4464e-07	4.605e-11	-1.4472e-07	3.1582e-07	-3.1594e-07	1.917e-05	4.5615e-10	-1.9098e-05	3.158e-07	-3.1586e-07	0.00064258	2.1247e-09	-0.00064232	3.1588e-07	-3.1584e-07	0.002617	6.5866e-09	-0.0026156	3.1582e-07	-3.1586e-07	0.0043518	2.206e-08	-0.00435	3.1604e-07	-3.1608e-07	0.0054476	8.4855e-08	-0.005447	3.1628e-07	-3.163e-07
