gm,Vd=0V	gm,Vd=0.15V	gm,Vd=0.3V	gm,Vd=0.45V	gm,Vd=0.6V	gm,Vd=0.75V	gm,Vd=0.9V
-7.64e-10	-3.378e-09	-5.208e-09	-4.06e-09	-8.23999999999996e-09	-2.614e-08	-1.56600000000001e-08
-8.8e-10	-1.803e-09	-3.169e-09	-3.98e-09	-6.09999999999996e-09	-1.658e-08	-1.257e-08
-3.14999999999999e-10	-3.23e-10	-9.58999999999996e-10	-3.31e-09	-3.35999999999999e-09	-6.54000000000001e-09	-1.145e-08
-2.08000000000004e-10	-6.90000000000007e-10	-1.63800000000001e-09	-2.38000000000002e-09	-3.47000000000005e-09	-4.98000000000001e-09	-9.65000000000005e-09
-5.91000000000004e-10	-8.91000000000004e-10	-1.74800000000001e-09	-1.73e-09	-3.55000000000003e-09	-4.61999999999999e-09	-7.45000000000004e-09
-3.47999999999999e-10	-3.42999999999998e-10	-8.71999999999994e-10	-1.95e-09	-2.63999999999998e-09	-4.6e-09	-8.70000000000002e-09
2.45e-10	4.0000000000007e-12	-8.60999999999992e-10	-1.59999999999999e-09	-2.16e-09	-2.97e-09	-6.19999999999999e-09
6.49999999999999e-11	-1.90000000000001e-10	-6.63999999999998e-10	-8.8e-10	-3.02000000000001e-09	-2.24999999999999e-09	-5.38999999999995e-09
-6.28e-10	-3.08e-10	-9.78000000000003e-10	-8.90000000000003e-10	-2.76999999999998e-09	-1.97000000000002e-09	-4.12000000000002e-09
-9.20000000000001e-11	-1.70999999999999e-10	-9.12000000000006e-10	-8.1e-10	-8.7999999999998e-10	-1.79000000000001e-09	1.23499999999999e-08
-1.16e-10	-2.68000000000001e-10	-1.80000000000003e-10	-5.19999999999994e-10	-2.0000000000002e-10	-1.82999999999998e-09	-2.00999999999999e-09
-5.9e-10	-1.67e-10	2.00000000000061e-11	1.01e-09	5.29999999999997e-10	8.30000000000006e-10	-1.506e-08
-2.96999999999999e-10	5.88e-10	3.56000000000003e-10	9.29999999999995e-10	1.67000000000001e-09	1.78000000000001e-09	2.93000000000003e-09
1.65000000000001e-10	6.66000000000001e-10	9.41e-10	5.10000000000015e-10	1.52000000000001e-09	1.39000000000002e-09	4.70000000000004e-09
-2.16999999999999e-10	4.2e-10	1.087e-09	1.82e-09	2.84e-09	4.11999999999998e-09	4.64000000000002e-09
-5.86999999999999e-10	7.48999999999999e-10	2.47e-09	2.45999999999999e-09	4.74999999999996e-09	7.02999999999996e-09	8.06999999999995e-09
-2.06e-10	1.058e-09	2.463e-09	2.83e-09	3.80999999999997e-09	9.13999999999998e-09	1.134e-08
-1.84e-10	1.183e-09	1.82999999999999e-09	4.36000000000001e-09	6.40000000000001e-09	9.54000000000002e-09	1.425e-08
-4.48e-10	1.804e-09	3.271e-09	5.47e-09	9.33e-09	1.085e-08	1.804e-08
-3.27e-10	2.78700000000001e-09	4.72600000000001e-09	6.64000000000001e-09	9.11e-09	1.561e-08	2.38700000000001e-08
2.3e-11	2.74800000000001e-09	5.58000000000001e-09	1.137e-08	1.21e-08	1.81400000000001e-08	2.742e-08
-4.51e-10	2.81399999999999e-09	6.65e-09	1.003e-08	1.455e-08	2.101e-08	3.22599999999999e-08
-7.45999999999999e-10	4.20799999999999e-09	7.398e-09	8.57e-09	1.705e-08	2.59e-08	4.101e-08
4.89999999999999e-11	5.685e-09	8.55299999999999e-09	1.357e-08	2.023e-08	3.071e-08	4.569e-08
1.23e-10	6.061e-09	1.0817e-08	1.705e-08	2.336e-08	3.858e-08	5.20099999999999e-08
-5.57000000000002e-10	6.56000000000002e-09	1.2952e-08	2.041e-08	2.87800000000001e-08	4.25400000000001e-08	6.12500000000001e-08
-8.20000000000021e-11	8.55800000000001e-09	1.537e-08	2.283e-08	3.39e-08	4.78700000000001e-08	7.33500000000001e-08
3.32e-10	9.52699999999999e-09	1.7209e-08	2.703e-08	4.007e-08	5.973e-08	8.78399999999999e-08
2.49999999999999e-11	1.0869e-08	2.0352e-08	2.953e-08	4.672e-08	7.083e-08	1.0099e-07
3e-11	1.3671e-08	2.3118e-08	3.584e-08	5.403e-08	7.97199999999999e-08	1.1774e-07
1.51e-10	1.6261e-08	2.564e-08	4.549e-08	6.443e-08	9.07599999999999e-08	1.3333e-07
4.17000000000001e-10	1.8266e-08	3.12400000000001e-08	5.03300000000001e-08	7.38600000000001e-08	1.0923e-07	1.6103e-07
-5.19999999999982e-11	2.0681e-08	3.66100000000001e-08	5.79400000000001e-08	8.57900000000001e-08	1.2738e-07	1.8684e-07
2.08e-10	2.447e-08	4.334e-08	6.784e-08	1.009e-07	1.4483e-07	2.1562e-07
8.48999999999999e-10	2.8201e-08	5.049e-08	7.79e-08	1.1056e-07	1.6701e-07	2.4652e-07
3.1e-10	3.3098e-08	5.91799999999999e-08	9.27799999999999e-08	1.3066e-07	1.9407e-07	2.8514e-07
3.21000000000001e-10	3.832e-08	6.76200000000001e-08	1.0598e-07	1.559e-07	2.2976e-07	3.306e-07
6.86e-10	4.442e-08	7.777e-08	1.2304e-07	1.9944e-07	2.6954e-07	3.721e-07
7.79999999999999e-10	5.138e-08	9.32899999999999e-08	1.4367e-07	2.091e-07	3.0434e-07	4.4436e-07
4.35e-10	6.10800000000001e-08	1.0591e-07	1.7762e-07	2.2373e-07	3.4892e-07	5.1226e-07
8.37999999999999e-10	7.093e-08	1.22e-07	1.9116e-07	2.8696e-07	4.069e-07	5.8308e-07
1.383e-09	8.15899999999999e-08	1.456e-07	2.0952e-07	3.3145e-07	4.692e-07	6.82499999999999e-07
1.354e-09	9.58200000000001e-08	1.6705e-07	2.5443e-07	4.0864e-07	5.4512e-07	7.95800000000001e-07
1.399e-09	1.125e-07	1.9319e-07	3.0022e-07	4.4034e-07	6.2726e-07	9.1042e-07
1.88e-09	1.2935e-07	2.2574e-07	3.5134e-07	4.8466e-07	7.32419999999999e-07	1.04792e-06
2.692e-09	1.503e-07	2.6275e-07	4.017e-07	5.82380000000001e-07	9.1474e-07	1.21284e-06
2.517e-09	1.7655e-07	3.0797e-07	4.6674e-07	6.752e-07	9.59480000000001e-07	1.40036e-06
3.03e-09	2.0282e-07	3.5652e-07	5.4682e-07	7.86979999999999e-07	1.04868e-06	1.6085e-06
3.362e-09	2.3405e-07	4.0662e-07	6.3448e-07	9.1418e-07	1.29736e-06	1.8684e-06
3.465e-09	2.7423e-07	4.7796e-07	7.2602e-07	1.0573e-06	1.52586e-06	2.17236e-06
3.644e-09	3.2251e-07	5.5258e-07	8.4664e-07	1.21736e-06	1.737e-06	2.47454e-06
4.564e-09	3.7656e-07	6.4306e-07	9.9348e-07	1.4275e-06	2.00356e-06	2.79682e-06
7.183e-09	4.4136e-07	7.5444e-07	1.1458e-06	1.6609e-06	2.3345e-06	3.37382e-06
5.613e-09	5.0552e-07	8.824e-07	1.30924e-06	1.94404e-06	2.74418e-06	3.938e-06
7.722e-09	5.8584e-07	9.9542e-07	1.54544e-06	2.18964e-06	3.13976e-06	4.326e-06
1.3233e-08	6.8248e-07	1.16466e-06	1.81696e-06	2.52952e-06	3.59202e-06	5.138e-06
8.957e-09	7.8252e-07	1.36844e-06	2.07282e-06	3.01594e-06	4.256e-06	5.984e-06
9.42500000000001e-09	9.2746e-07	1.56288e-06	2.40602e-06	3.51192e-06	4.84e-06	6.864e-06
1.7132e-08	1.07102e-06	1.85662e-06	2.7896e-06	3.976e-06	5.58e-06	7.988e-06
1.5854e-08	1.23668e-06	2.14134e-06	3.25644e-06	4.578e-06	6.626e-06	9.176e-06
