Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	0.0001864072	0.006775985	0.03099716	0.04927472	0.06040252	0.0634796
0.005	0.0001826207	0.006596996	0.03526888	0.06060648	0.07503936	0.08053272
0.01	0.000175611	0.006295744	0.04066224	0.07543016	0.09432648	0.1030669
0.015	0.0001660763	0.005893532	0.0457196	0.08999144	0.1134956	0.125533
0.02	0.0001531524	0.005454403	0.04745978	0.09694312	0.1232513	0.1371099
0.025	0.0001381474	0.0050513	0.04435774	0.09244448	0.1185732	0.1320163
0.03	0.00012576	0.00467216	0.0411668	0.0876164	0.113386	0.12643
0.035	0.000116504	0.0043224	0.03959	0.0864	0.11275	0.126146
0.04	0.000108582	0.0040312	0.0380472	0.085148	0.112088	0.125854
0.045	0.000101706	0.0037804	0.0365278	0.083868	0.111342	0.125492
0.05	9.5976e-05	0.0035586	0.035104	0.082572	0.110614	0.125062
0.055	9.148e-05	0.0033696	0.033706	0.08118	0.109868	0.124574
0.06	8.7935e-05	0.0032062	0.032328	0.079758	0.109092	0.124104
0.065	8.5057e-05	0.0030608	0.031014	0.078314	0.108238	0.12352
0.07	8.2918e-05	0.0029394	0.02975	0.076868	0.107328	0.122914
0.075	8.1357e-05	0.002841	0.028532	0.075456	0.10641	0.122434
0.08	8.0181e-05	0.0027552	0.027406	0.074042	0.105508	0.122134
0.085	7.9665e-05	0.0026806	0.026366	0.072628	0.104636	0.121988
0.09	7.9629e-05	0.002623	0.02536	0.071244	0.103802	0.12179
0.095	8.0369e-05	0.0025782	0.024418	0.069834	0.103134	0.121434
0.1	8.0957e-05	0.0025354	0.023532	0.06836	0.10254	0.12094
0.105	8.0278e-05	0.0024996	0.022656	0.066872	0.10176	0.120214
0.11	8.0164e-05	0.0024784	0.02183	0.065394	0.100826	0.119256
0.115	8.1234e-05	0.0024676	0.021094	0.063934	0.099836	0.11842
0.12	8.1589e-05	0.0024572	0.020364	0.06243	0.098552	0.11766
0.125	8.2539e-05	0.0024526	0.019698	0.060932	0.097154	0.11688
0.13	8.512e-05	0.0024572	0.01914	0.059494	0.09598	0.11616
0.135	8.648e-05	0.002458	0.018566	0.058054	0.09486	0.1155
0.14	8.744e-05	0.00245	0.018018	0.056614	0.0937	0.11488
0.145	8.902e-05	0.0024442	0.017536	0.055494	0.09258	0.11426
0.15	8.95e-05	0.002446	0.017024	0.05459	0.09148	0.11358
0.155	9.046e-05	0.0024522	0.016546	0.053364	0.09034	0.11282
0.16	9.27e-05	0.0024536	0.016178	0.051988	0.0891	0.11208
0.165	9.374e-05	0.002452	0.015806	0.050684	0.08788	0.11134
0.17	9.512e-05	0.0024674	0.015454	0.049086	0.08684	0.11058
0.175	9.81e-05	0.0024882	0.015168	0.047252	0.08566	0.1098
0.18	9.96e-05	0.002491	0.014844	0.04582	0.08432	0.10904
0.185	0.00010026	0.002491	0.014512	0.0447	0.08314	0.1082
0.19	0.00010232	0.0025036	0.014266	0.04354	0.08198	0.10728
0.195	0.00010392	0.0025112	0.014034	0.04236	0.08066	0.10648
0.2	0.0001042	0.002503	0.013758	0.0412	0.07938	0.10574
0.205	0.00010496	0.002497	0.0135	0.04006	0.07818	0.1049
0.21	0.00010628	0.0025088	0.013268	0.03888	0.07692	0.10402
0.215	0.00010706	0.0025136	0.013026	0.0377	0.07566	0.10316
0.22	0.00010756	0.0025	0.012798	0.03664	0.07436	0.10224
0.225	0.0001091	0.0024972	0.012632	0.03572	0.07298	0.10128
0.23	0.00011216	0.0025058	0.012514	0.03478	0.07158	0.10028
0.235	0.00011468	0.0024918	0.01236	0.03382	0.07022	0.0993
0.24	0.00011492	0.002467	0.01216	0.03292	0.06888	0.09834
0.245	0.00011498	0.0024748	0.01194	0.03198	0.06756	0.0973
0.25	0.00011598	0.0024918	0.011752	0.03098	0.06628	0.09628
0.255	0.00011632	0.0024918	0.011636	0.03018	0.06502	0.09538
0.26	0.00011634	0.0024988	0.01151	0.0296	0.06378	0.09444
0.265	0.00011786	0.0025062	0.01139	0.02892	0.06252	0.09336
0.27	0.0001203	0.0024844	0.011282	0.02816	0.06118	0.0922
0.275	0.0001232	0.002482	0.011132	0.02768	0.05984	0.09106
0.28	0.00012664	0.0024902	0.010918	0.02724	0.0586	0.08998
0.285	0.00012824	0.002463	0.010682	0.0262	0.05726	0.08882
