Coefficente_Inversione	Guadagno_Intrinseco
3.78402162162162e-05	0.618421122973223
3.81528648648649e-05	0.51602367990294
3.82898918918919e-05	0.491121193494952
3.85778108108108e-05	0.458616468022284
3.88007027027027e-05	0.472594123001708
3.90274054054054e-05	0.533878623668181
3.93245675675676e-05	0.605739975477953
3.97545405405405e-05	0.685101462250074
4.01430810810811e-05	0.775260791544241
4.06947567567568e-05	0.856181837450383
4.11197837837838e-05	0.966666506966137
4.17461351351351e-05	1.08476081715518
4.24264054054054e-05	1.22543705928016
4.32840810810811e-05	1.36536792427243
4.42178108108108e-05	1.53440659078246
4.51829189189189e-05	1.69897475828954
4.64232162162162e-05	1.84231138543078
4.77648648648649e-05	2.01324090613836
4.91594594594594e-05	2.21906289913118
5.08783783783784e-05	2.40638375514114
5.27918918918919e-05	2.59952070321198
5.4972972972973e-05	2.81500919492901
5.72756756756757e-05	3.04748001995493
6.00810810810811e-05	3.23585582041635
6.31297297297297e-05	3.43354801464884
6.65675675675676e-05	3.64915462885833
7.03054054054054e-05	3.88296082995815
7.45621621621622e-05	4.09828797835526
7.95567567567567e-05	4.28932084275918
8.48837837837838e-05	4.51261899490812
9.10297297297297e-05	4.71049382716049
9.77108108108108e-05	4.93609671848014
0.00010547027027027	5.11664899257688
0.000114081081081081	5.33775811209439
0.000123964864864865	5.50525683388404
0.00013482972972973	5.70265230004143
0.000147089189189189	5.87848630831642
0.000161043243243243	6.02678882059607
0.0001767	6.14318755256519
0.0001938	6.32479124676073
0.000213454054054054	6.46060209424085
0.000235864864864865	6.59559348947995
0.000261072972972973	6.66394494758611
0.000288072972972973	6.83156213326379
0.000320059459459459	6.87182941831176
0.000354689189189189	7.01212040490144
0.000393527027027027	7.12350050585345
0.000438616216216216	7.20436439210253
0.00048677027027027	7.3399028289319
0.000544378378378378	7.40003505696757
0.00060677027027027	7.49565299565302
0.000677635135135135	7.56804683522828
0.000759324324324324	7.58506795331687
0.0008475	7.67133105802051
0.000948648648648649	7.69711587285469
0.00106054054054054	7.84185082872929
0.00118828378378378	7.88231903154079
0.00133272972972973	7.93168090748378
0.00149172972972973	8.03216509871471
0.00167367567567568	8.05824468085105
0.00187654054054054	8.08896919181262
0.00210794594594595	8.13962157316095
0.00236241891891892	8.19884055517942
0.00265686486486486	8.19895880488909
0.00297595945945946	8.24243245073475
0.00334345945945946	8.21911432444645
0.00374582432432432	8.31084490991969
0.00419898648648649	8.32780565859335
0.00471972972972973	8.34765616518662
0.00529216216216216	8.36738915108081
0.00593189189189189	8.42763020106116
0.00664378378378378	8.45596061734965
0.00745864864864865	8.4971414926044
0.00835297297297297	8.56650681474003
0.00936648648648649	8.61379076086956
0.0104991891891892	8.58501615508887
0.0117810810810811	8.58509485094855
0.0131781081081081	8.66191329856588
0.0147567567567568	8.67160800350522
0.0165251351351351	8.69484184276155
0.0185075675675676	8.73856788372918
0.0207	8.73884070234821
0.0231405405405405	8.77910518800571
0.0258883783783784	8.81578044596912
0.0289572972972973	8.82781584417584
0.0323627027027027	8.85390149418926
0.0361208108108108	8.88560114741831
0.0404245945945946	8.85607711651299
0.0450843243243243	8.90686002522068
0.0503027027027027	8.97269616788321
0.0561405405405405	8.98379943328816
0.0626675675675676	9.01617925052819
0.0698675675675676	9.03026860884672
0.0779027027027027	9.03658536585366
0.0867081081081081	9.05960805661404
0.0966162162162162	9.07984228684081
0.10752972972973	9.06812110418522
0.119586486486486	9.1001213592233
0.13277027027027	9.10519552046998
0.147437837837838	9.1066421895861
0.163483783783784	9.11301838067751
0.181151351351351	9.12867239467854
0.200432432432432	9.13898734177218
0.221732432432432	9.13762582436654
0.244735135135135	9.14896551724138
0.270186486486486	9.14997079439252
0.297348648648649	9.14200071581961
0.327437837837838	9.14133212430962
0.35957027027027	9.14771863117871
0.39432972972973	9.15081149441439
0.432583783783784	9.13685989082402
0.473189189189189	9.13654448999277
0.517378378378378	9.15270922144941
0.563837837837838	9.15854678515421
0.615081081081081	9.13733989188136
0.668837837837838	9.1401549680948
0.726972972972973	9.12665245202558
0.787702702702703	9.13286573146292
0.853378378378378	9.12962264150943
0.92254054054054	9.10117145899894
0.996081081081081	9.07881526104418
1.07278378378378	9.08854331958108
1.15467567567568	9.07718928678904
1.23997297297297	9.06557142857143
1.33037837837838	9.064862659777
1.42427027027027	9.04702072538862
1.52367567567568	9.01667902149744
1.62640540540541	9.00070888468812
1.73327027027027	9.01532697547687
1.84451351351351	8.96350999131194
1.96167567567568	8.94704407771048
2.08086486486486	8.92680722891565
2.20532432432432	8.94611650485437
2.33335135135135	8.94084507042253
2.46843243243243	8.88202856626287
2.60416216216216	8.8842511399509
2.74548648648649	8.86361318830728
2.88908108108108	8.8474492322932
3.03948648648649	8.83095199871567
3.19151351351351	8.79523141654978
3.34856756756757	8.80237334550433
3.507	8.80121824394591
3.67240540540541	8.76939779965256
3.83878378378378	8.74929298642534
4.01181081081081	8.69809891169583
4.18321621621622	8.67400107991361
4.362	8.637266587207
4.5407027027027	8.58998962655603
4.72054054054054	8.65260115606938
4.9054054054054	8.62386649874056
5.09513513513513	8.62490715523643
5.28567567567567	8.63815789473683
5.4827027027027	8.54270462633451
5.67891891891892	8.5274212368728
5.87918918918919	8.53513824884792
6.08189189189189	8.49377123442808
6.28864864864865	8.47098214285714
6.49459459459459	8.43296703296704
6.70621621621622	8.39544962080173
6.9154054054054	8.37526766595289
7.13027027027027	8.36031746031746
7.34432432432432	8.34012539184953
7.56324324324324	8.31424148606812
7.78378378378378	8.28134556574924
