Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-7.09e-12	-2.51e-12	-4.28e-12	4.8946e-07	-4.9464e-07	-7.789e-11	5.815e-11	8.7e-13	4.8912e-07	-4.8796e-07	-4.5033e-10	4.3357e-10	9e-13	4.8868e-07	-4.8386e-07	-2.2938e-09	2.2752e-09	1.52e-12	4.9008e-07	-4.8996e-07	-8.3128e-09	8.2804e-09	-1.78e-12	4.9398e-07	-4.5496e-07	-2.65062e-08	2.65112e-08	2.6286e-10	4.9016e-07	-4.9118e-07	-9.13546e-08	9.16066e-08	-4.726e-11	4.9546e-07	-4.9352e-07
0.005	2.55e-12	-3e-13	6.3e-13	4.9398e-07	-4.945e-07	-6.413e-11	5.48e-11	1.7e-13	4.9418e-07	-4.9438e-07	-4.1195e-10	4.0559e-10	2.4e-13	4.9046e-07	-4.8366e-07	-2.173e-09	2.1571e-09	2e-14	4.9018e-07	-4.9014e-07	-7.967e-09	7.9546e-09	1.67e-12	4.9008e-07	-4.8516e-07	-2.5712e-08	2.61702e-08	-1.5354e-10	4.9252e-07	-4.9038e-07	-8.80144e-08	8.74868e-08	2.8783e-10	4.9226e-07	-4.9064e-07
0.01	-4.61e-12	1.28e-12	2.57e-12	4.9428e-07	-4.946e-07	-5.926e-11	5.02e-11	6e-13	4.8882e-07	-4.8844e-07	-3.8964e-10	3.8011e-10	5.7e-13	4.8876e-07	-4.8878e-07	-2.0641e-09	2.0554e-09	3e-13	4.8852e-07	-4.888e-07	-7.6542e-09	7.6389e-09	-1.96e-12	4.9058e-07	-4.7336e-07	-2.41756e-08	2.47058e-08	-3.0299e-10	4.834e-07	-4.6846e-07	-8.43336e-08	8.41532e-08	1.5647e-10	4.8924e-07	-4.909e-07
0.015	-1.26e-12	-2.22e-12	1.34e-12	4.8954e-07	-4.9014e-07	-5.458e-11	4.621e-11	2.8e-13	4.8892e-07	-4.8884e-07	-3.5993e-10	3.5619e-10	-1.8e-13	4.8838e-07	-4.9036e-07	-1.9769e-09	1.9642e-09	9.8e-13	4.8732e-07	-4.8844e-07	-7.3443e-09	7.3354e-09	2.31e-12	4.896e-07	-4.9034e-07	-2.37706e-08	2.3555e-08	3.657e-11	4.9052e-07	-4.8852e-07	-7.98536e-08	8.05626e-08	-2.5568e-10	4.886e-07	-4.9084e-07
0.02	1.009e-11	-7.27e-12	2.09e-12	4.8002e-07	-4.5454e-07	-5.158e-11	4.298e-11	4.1e-13	4.5266e-07	-4.9408e-07	-3.4229e-10	3.3418e-10	8.9e-13	4.9046e-07	-4.905e-07	-1.8663e-09	1.862e-09	-1.71e-12	4.8962e-07	-4.8886e-07	-7.0696e-09	7.0452e-09	-1.87e-12	4.5102e-07	-4.7078e-07	-2.35826e-08	2.29906e-08	3.1769e-10	4.9102e-07	-4.4858e-07	-7.63348e-08	7.65634e-08	-2.378e-10	4.909e-07	-4.939e-07
0.025	1.13e-11	-7.88e-12	1.46e-12	4.903e-07	-4.912e-07	-4.627e-11	3.907e-11	1.52e-12	4.891e-07	-4.8886e-07	-3.1814e-10	3.1266e-10	-2.12e-12	4.8878e-07	-4.8032e-07	-1.7775e-09	1.7737e-09	1.95e-12	4.8882e-07	-4.888e-07	-6.7689e-09	6.7641e-09	1.88e-12	4.5808e-07	-4.8862e-07	-2.24484e-08	2.24952e-08	1.1498e-10	4.9312e-07	-4.9518e-07	-7.38218e-08	7.33704e-08	1.382e-10	4.7946e-07	-4.933e-07
0.03	9.47e-12	-7.47e-12	-4.7e-13	4.9082e-07	-4.91e-07	-4.289e-11	3.804e-11	3.8e-13	4.9076e-07	-4.9048e-07	-2.9928e-10	2.931e-10	4.1e-13	4.903e-07	-4.9034e-07	-1.6896e-09	1.686e-09	-8.8e-13	4.8992e-07	-4.902e-07	-6.5071e-09	6.491e-09	-3.1e-13	4.9364e-07	-4.5454e-07	-2.07938e-08	2.13924e-08	-2.8886e-10	4.8758e-07	-4.8914e-07	-7.14338e-08	7.08852e-08	3.2751e-10	4.903e-07	-4.9044e-07
0.035	7.46e-12	-8.87e-12	-5.3e-13	4.8916e-07	-4.8902e-07	-3.881e-11	3.49e-11	-5.3e-13	4.9066e-07	-4.9046e-07	-2.7869e-10	2.7629e-10	1.6e-13	4.8852e-07	-4.888e-07	-1.6111e-09	1.6036e-09	2.4e-12	4.8834e-07	-4.913e-07	-6.2416e-09	6.2318e-09	-1e-13	4.9392e-07	-4.8866e-07	-1.98234e-08	2.00904e-08	-1.9387e-10	4.889e-07	-4.8728e-07	-6.7955e-08	6.82454e-08	-2.263e-11	4.938e-07	-4.9662e-07
0.04	1.314e-11	-9.12e-12	-1.12e-12	4.6256e-07	-4.9098e-07	-3.505e-11	3.268e-11	2.06e-12	4.9394e-07	-4.5856e-07	-2.593e-10	2.5693e-10	-3.9e-13	4.9412e-07	-4.9418e-07	-1.529e-09	1.5272e-09	-8.8e-13	4.9026e-07	-4.9064e-07	-5.9874e-09	5.9878e-09	4e-13	4.9362e-07	-4.9372e-07	-1.9933e-08	1.93692e-08	1.8652e-10	4.5614e-07	-4.8944e-07	-6.43616e-08	6.50262e-08	-3.2431e-10	4.924e-07	-4.6082e-07
0.045	1.326e-11	-1.266e-11	-2.5e-13	4.9468e-07	-4.789e-07	-3.419e-11	2.918e-11	4.5e-13	4.627e-07	-4.9068e-07	-2.451e-10	2.3944e-10	-1e-14	4.9382e-07	-4.6184e-07	-1.4514e-09	1.4474e-09	1.36e-12	4.8806e-07	-4.8564e-07	-5.75e-09	5.738e-09	-7.2e-13	4.9042e-07	-4.9044e-07	-1.956e-08	1.91432e-08	2.8789e-10	4.908e-07	-4.9094e-07	-6.1833e-08	6.1885e-08	-1.0088e-10	4.9442e-07	-4.9356e-07
