Vgs	Gm_Vds=0.01V	Gm_Vds=0.02V	Gm_Vds=0.03V	Gm_Vds=0.04V	Gm_Vds=0.05V	Gm_Vds=0.06V	Gm_Vds=0.07V	Gm_Vds=0.08V	Gm_Vds=0.09V	Gm_Vds=0.1V
-0.3	5.31999999999997e-09	5.20000000000002e-09	3.40000000000001e-09	2.352e-08	3.756e-08	1.582e-08	2.588e-08	4.02799999999999e-08	2.42e-08	2.55999999999999e-08
-0.295	3.8633333333333e-09	6.13666666666666e-09	7.15500000000001e-09	1.77398333333333e-08	2.55783333333333e-08	1.38e-08	1.98833333333333e-08	2.90966666666666e-08	2.185e-08	2.38183333333333e-08
-0.29	3.26199999999999e-09	6.39800000000001e-09	8.08700000000002e-09	1.32576e-08	2.0452e-08	1.3405e-08	1.5486e-08	2.4742e-08	2.1266e-08	1.9733e-08
-0.285	2.69699999999999e-09	6.83400000000001e-09	8.64300000000002e-09	1.04774e-08	1.5233e-08	1.311e-08	1.3354e-08	1.9765e-08	2.0738e-08	1.9842e-08
-0.28	2.479e-09	7.06100000000001e-09	8.67300000000002e-09	9.02880000000001e-09	1.2221e-08	1.338e-08	1.3586e-08	1.7424e-08	1.8864e-08	2.0602e-08
-0.275	2.756e-09	6.88800000000001e-09	8.29700000000001e-09	9.7255e-09	1.2026e-08	1.534e-08	1.4953e-08	1.7879e-08	1.9364e-08	2.0602e-08
-0.27	3.082e-09	6.816e-09	8.282e-09	1.16267e-08	1.1566e-08	1.7017e-08	1.8185e-08	1.8374e-08	2.0943e-08	2.3409e-08
-0.265	3.404e-09	7.00499999999999e-09	9.14099999999999e-09	1.33147e-08	1.1531e-08	1.7321e-08	2.3151e-08	1.9521e-08	2.0545e-08	2.5724e-08
-0.26	3.92999999999999e-09	7.09799999999999e-09	1.0725e-08	1.48592e-08	1.3082e-08	1.8419e-08	2.5628e-08	2.1808e-08	2.0721e-08	2.4896e-08
-0.255	4.38299999999999e-09	7.26699999999999e-09	1.23285e-08	1.6284e-08	1.535e-08	2.0327e-08	2.5734e-08	2.5442e-08	2.3196e-08	2.6728e-08
-0.25	4.64599999999999e-09	8.04899999999999e-09	1.33067e-08	1.72736e-08	1.7956e-08	2.1321e-08	2.7366e-08	2.8908e-08	2.591e-08	3.0172e-08
-0.245	5.02399999999999e-09	8.994e-09	1.43177e-08	1.78841e-08	2.0667e-08	2.335e-08	2.8862e-08	3.0976e-08	2.9654e-08	3.1256e-08
-0.24	5.665e-09	1.0015e-08	1.51982e-08	1.89771e-08	2.3157e-08	2.6484e-08	2.7199e-08	3.3072e-08	3.5088e-08	3.3105e-08
-0.235	6.43500000000001e-09	1.1879e-08	1.54963e-08	2.09256e-08	2.5278e-08	2.8168e-08	2.6854e-08	3.4536e-08	3.9018e-08	3.6216e-08
-0.23	7.19900000000001e-09	1.3889e-08	1.65995e-08	2.35146e-08	2.7113e-08	2.9384e-08	3.1066e-08	3.5177e-08	4.0491e-08	3.8783e-08
-0.225	8.05e-09	1.5562e-08	1.89162e-08	2.61738e-08	2.9656e-08	3.1799e-08	3.4731e-08	3.7609e-08	4.1863e-08	4.328e-08
-0.22	9.115e-09	1.7429e-08	2.1279e-08	2.86959e-08	3.2741e-08	3.5505e-08	3.7569e-08	4.1208e-08	4.3749e-08	5.0664e-08
-0.215	1.02e-08	1.9244e-08	2.44868e-08	3.20014e-08	3.5387e-08	4.033e-08	4.3119e-08	4.4957e-08	4.7427e-08	5.8888e-08
-0.21	1.1125e-08	2.1054e-08	2.92233e-08	3.57936e-08	3.9051e-08	4.5823e-08	4.8079e-08	5.1436e-08	5.50030000000001e-08	6.5348e-08
-0.205	1.2429e-08	2.3166e-08	3.32452e-08	3.9506e-08	4.3795e-08	5.1537e-08	5.1246e-08	5.7758e-08	6.3576e-08	7.0313e-08
-0.2	1.4264e-08	2.5198e-08	3.62864e-08	4.3482e-08	4.866e-08	5.7497e-08	5.8182e-08	6.3114e-08	7.2665e-08	7.5865e-08
-0.195	1.5905e-08	2.7275e-08	4.01435e-08	4.7945e-08	5.4187e-08	6.2472e-08	6.7509e-08	7.2096e-08	8.2507e-08	8.2191e-08
-0.19	1.7511e-08	3.0028e-08	4.44087e-08	5.321e-08	6.0515e-08	6.7632e-08	7.5349e-08	8.2816e-08	8.82399999999999e-08	9.0788e-08
-0.185	1.9891e-08	3.37155e-08	4.88738e-08	5.936e-08	6.796e-08	7.5336e-08	8.5355e-08	9.1649e-08	9.4938e-08	1.02156e-07
-0.18	2.2861e-08	3.86989e-08	5.49078e-08	6.6233e-08	7.6536e-08	8.421e-08	9.7459e-08	1.02564e-07	1.08039e-07	1.16412e-07
-0.175	2.5874e-08	4.48278e-08	6.22367e-08	7.5282e-08	8.5632e-08	9.3865e-08	1.07437e-07	1.1719e-07	1.20588e-07	1.32792e-07
-0.17	2.917e-08	5.1834e-08	7.02088e-08	8.6303e-08	9.6808e-08	1.06044e-07	1.17492e-07	1.30891e-07	1.33157e-07	1.49242e-07
-0.165	3.3137e-08	5.98339e-08	7.98373e-08	9.7442e-08	1.10233e-07	1.20385e-07	1.31433e-07	1.44544e-07	1.51884e-07	1.65558e-07
-0.16	3.7551e-08	6.80512e-08	9.07866e-08	1.0921e-07	1.24163e-07	1.36993e-07	1.48684e-07	1.63156e-07	1.72512e-07	1.8453e-07
-0.155	4.2293e-08	7.64167e-08	1.02344e-07	1.22922e-07	1.40727e-07	1.57352e-07	1.69175e-07	1.86046e-07	1.9403e-07	2.0727e-07
-0.15	4.7899e-08	8.64244e-08	1.15983e-07	1.39586e-07	1.61901e-07	1.79898e-07	1.93223e-07	2.0906e-07	2.21902e-07	2.32136e-07
-0.145	5.4968e-08	9.8503e-08	1.32128e-07	1.59011e-07	1.85478e-07	2.03629e-07	2.19354e-07	2.3386e-07	2.54024e-07	2.6212e-07
-0.14	6.2931e-08	1.116721e-07	1.49047e-07	1.80583e-07	2.10409e-07	2.30143e-07	2.48981e-07	2.63218e-07	2.8696e-07	2.99604e-07
