Vd	Vth_RM	Vth_TCM	Vth_SDLM
20	0.468465	0.39	0.405
30	0.469654	0.395	0.39
40	0.470801	0.4	0.39
50	0.472079	0.4	0.405
60	0.475393	0.405	0.405
70	0.48025	0.41	0.42
80	0.481468	0.41	0.39
90	0.485073	0.415	0.415
100	0.486238	0.42	0.4
150	0.508677	0.445	-0.145
300	0.518505	0.47	0.02
450	0.494335	0.47	-0.055
600	0.479525	0.48	-0.07
750	0.47693	0.475	0.405
900	0.4764	0.475	0.415
