vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.15V	ig_vd = 0.15V	is_vd = 0.15V	iavdd_vd = 0.15V	ignd_vd = 0.15V	id_vd = 0.3V	ig_vd = 0.3V	is_vd = 0.3V	iavdd_vd = 0.3V	ignd_vd = 0.3V	id_vd = 0.45V	ig_vd = 0.45V	is_vd = 0.45V	iavdd_vd = 0.45V	ignd_vd = 0.45V	id_vd = 0.6V	ig_vd = 0.6V	is_vd = 0.6V	iavdd_vd = 0.6V	ignd_vd = 0.6V	id_vd = 0.75V	ig_vd = 0.75V	is_vd = 0.75V	iavdd_vd = 0.75V	ignd_vd = 0.75V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
-0.3	1.267e-10	-5.7059e-10	2.18e-12	3.2636e-07	-3.26e-07	1.3395e-09	-1.4727e-09	-2.232e-11	3.261e-07	-3.2586e-07	2.2793e-09	-1.5489e-09	-2.978e-11	3.2594e-07	-3.2664e-07	3.565e-09	-1.6723e-09	-3.676e-11	3.259e-07	-3.277e-07	5.597e-09	-1.7676e-09	-4.757e-11	3.258e-07	-3.295e-07	8.8595e-09	-1.8798e-09	-5.974e-11	3.2572e-07	-3.3252e-07	1.37976e-08	-1.9203e-09	-7.657e-11	3.2474e-07	-3.366e-07
-0.295	9.616e-11	-5.1133e-10	2.4e-13	3.2638e-07	-3.2592e-07	1.2794e-09	-1.4094e-09	-2.393e-11	3.261e-07	-3.2592e-07	2.2034e-09	-1.491e-09	-3.037e-11	3.2598e-07	-3.2658e-07	3.5168e-09	-1.6144e-09	-3.487e-11	3.2584e-07	-3.2778e-07	5.4278e-09	-1.7061e-09	-4.729e-11	3.2578e-07	-3.294e-07	8.7745e-09	-1.8169e-09	-6.062e-11	3.2572e-07	-3.3254e-07	1.36458e-08	-1.8636e-09	-7.638e-11	3.246e-07	-3.3622e-07
-0.29	8.721e-11	-4.9184e-10	1.78e-12	3.2642e-07	-3.2602e-07	1.2573e-09	-1.3529e-09	-2.185e-11	3.2606e-07	-3.2592e-07	2.1722e-09	-1.4391e-09	-2.922e-11	3.259e-07	-3.2666e-07	3.4773e-09	-1.5581e-09	-3.658e-11	3.2588e-07	-3.2772e-07	5.4612e-09	-1.6503e-09	-4.953e-11	3.2582e-07	-3.295e-07	8.714e-09	-1.7607e-09	-6.25e-11	3.2572e-07	-3.3242e-07	1.35464e-08	-1.8118e-09	-7.74e-11	3.2478e-07	-3.3638e-07
-0.285	8.758e-11	-4.7216e-10	1.62e-12	3.2632e-07	-3.26e-07	1.2288e-09	-1.2993e-09	-2.287e-11	3.26e-07	-3.2602e-07	2.146e-09	-1.3879e-09	-3.017e-11	3.26e-07	-3.2666e-07	3.4191e-09	-1.5084e-09	-3.879e-11	3.2596e-07	-3.278e-07	5.3539e-09	-1.6006e-09	-5.142e-11	3.2578e-07	-3.2954e-07	8.6046e-09	-1.7095e-09	-6.247e-11	3.2578e-07	-3.3262e-07	1.34978e-08	-1.7652e-09	-7.984e-11	3.2476e-07	-3.3656e-07
-0.28	7.664e-11	-4.5278e-10	-1.3e-13	3.2666e-07	-3.263e-07	1.202e-09	-1.2502e-09	-2.613e-11	3.2608e-07	-3.2612e-07	2.1078e-09	-1.3436e-09	-3.235e-11	3.26e-07	-3.266e-07	3.3981e-09	-1.4634e-09	-3.894e-11	3.2584e-07	-3.2772e-07	5.3315e-09	-1.5542e-09	-4.976e-11	3.2576e-07	-3.2954e-07	8.5433e-09	-1.6621e-09	-6.113e-11	3.2574e-07	-3.3262e-07	1.3476e-08	-1.7218e-09	-8.061e-11	3.2414e-07	-3.3574e-07
-0.275	6.627e-11	-4.3762e-10	2.5e-12	3.263e-07	-3.26e-07	1.1819e-09	-1.2066e-09	-2.433e-11	3.2602e-07	-3.2592e-07	2.0785e-09	-1.3014e-09	-3.137e-11	3.2604e-07	-3.2668e-07	3.337e-09	-1.4206e-09	-3.74e-11	3.259e-07	-3.2782e-07	5.3142e-09	-1.5113e-09	-4.888e-11	3.2578e-07	-3.2952e-07	8.5385e-09	-1.6181e-09	-6.262e-11	3.2574e-07	-3.327e-07	1.33902e-08	-1.6812e-09	-7.93e-11	3.2474e-07	-3.3612e-07
-0.27	6.387e-11	-4.1983e-10	3.25e-12	3.2632e-07	-3.26e-07	1.1647e-09	-1.1642e-09	-2.372e-11	3.2616e-07	-3.2602e-07	2.0564e-09	-1.2615e-09	-3.015e-11	3.2594e-07	-3.2672e-07	3.3175e-09	-1.3794e-09	-3.937e-11	3.2586e-07	-3.2786e-07	5.3256e-09	-1.4695e-09	-5.103e-11	3.2582e-07	-3.296e-07	8.4921e-09	-1.5769e-09	-6.444e-11	3.2572e-07	-3.3256e-07	1.34876e-08	-1.6434e-09	-7.907e-11	3.2428e-07	-3.3552e-07
-0.265	5.743e-11	-4.0282e-10	3.3e-13	3.2636e-07	-3.2604e-07	1.145e-09	-1.1218e-09	-2.519e-11	3.26e-07	-3.2604e-07	2.0259e-09	-1.2248e-09	-3.189e-11	3.2606e-07	-3.2668e-07	3.2839e-09	-1.3413e-09	-4.067e-11	3.2586e-07	-3.2776e-07	5.2828e-09	-1.4326e-09	-5.166e-11	3.2578e-07	-3.2954e-07	8.4326e-09	-1.5391e-09	-6.397e-11	3.2576e-07	-3.3268e-07	1.3327e-08	-1.6064e-09	-7.901e-11	3.2412e-07	-3.365e-07
-0.26	4.672e-11	-3.8838e-10	8.7e-13	3.263e-07	-3.26e-07	1.118e-09	-1.087e-09	-2.634e-11	3.26e-07	-3.2604e-07	1.9915e-09	-1.1886e-09	-3.355e-11	3.2594e-07	-3.267e-07	3.1955e-09	-1.3066e-09	-3.995e-11	3.2592e-07	-3.2778e-07	5.2172e-09	-1.3956e-09	-5.066e-11	3.2578e-07	-3.296e-07	8.4131e-09	-1.5013e-09	-6.401e-11	3.2576e-07	-3.3268e-07	1.33304e-08	-1.571e-09	-7.974e-11	3.2472e-07	-3.3632e-07
-0.255	4.129e-11	-3.7264e-10	3.14e-12	3.2632e-07	-3.2602e-07	1.096e-09	-1.0516e-09	-2.417e-11	3.2596e-07	-3.2604e-07	1.972e-09	-1.1578e-09	-3.103e-11	3.259e-07	-3.2672e-07	3.2115e-09	-1.271e-09	-3.923e-11	3.2596e-07	-3.2776e-07	5.1872e-09	-1.3598e-09	-5.078e-11	3.2582e-07	-3.2956e-07	8.3371e-09	-1.4661e-09	-6.525e-11	3.2576e-07	-3.3264e-07	1.32524e-08	-1.5391e-09	-8.104e-11	3.2472e-07	-3.3652e-07
