vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.01V	ig_vd = 0.01V	is_vd = 0.01V	iavdd_vd = 0.01V	ignd_vd = 0.01V	id_vd = 0.02V	ig_vd = 0.02V	is_vd = 0.02V	iavdd_vd = 0.02V	ignd_vd = 0.02V	id_vd = 0.03V	ig_vd = 0.03V	is_vd = 0.03V	iavdd_vd = 0.03V	ignd_vd = 0.03V	id_vd = 0.04V	ig_vd = 0.04V	is_vd = 0.04V	iavdd_vd = 0.04V	ignd_vd = 0.04V	id_vd = 0.05V	ig_vd = 0.05V	is_vd = 0.05V	iavdd_vd = 0.05V	ignd_vd = 0.05V	id_vd = 0.06V	ig_vd = 0.06V	is_vd = 0.06V	iavdd_vd = 0.06V	ignd_vd = 0.06V	id_vd = 0.07V	ig_vd = 0.07V	is_vd = 0.07V	iavdd_vd = 0.07V	ignd_vd = 0.07V	id_vd = 0.08V	ig_vd = 0.08V	is_vd = 0.08V	iavdd_vd = 0.08V	ignd_vd = 0.08V	id_vd = 0.09V	ig_vd = 0.09V	is_vd = 0.09V	iavdd_vd = 0.09V	ignd_vd = 0.09V	id_vd = 0.1V	ig_vd = 0.1V	is_vd = 0.1V	iavdd_vd = 0.1V	ignd_vd = 0.1V
-0.3	6.516e-11	-4.8801e-10	1.294e-11	3.266e-07	-3.2626e-07	3.8189e-10	-1.2353e-09	9.28e-12	3.2512e-07	-3.243e-07	4.6237e-10	-1.281e-09	5.77e-12	3.2498e-07	-3.2416e-07	5.4381e-10	-1.3256e-09	3.15e-12	3.2584e-07	-3.252e-07	6.0885e-10	-1.3262e-09	-2.4e-13	3.2486e-07	-3.2406e-07	6.7498e-10	-1.3382e-09	-3.14e-12	3.2486e-07	-3.2416e-07	7.2685e-10	-1.3155e-09	-2.7e-12	3.2472e-07	-3.242e-07	7.9149e-10	-1.3447e-09	-2.63e-12	3.2486e-07	-3.2434e-07	8.4437e-10	-1.3351e-09	-2.7e-12	3.2474e-07	-3.2422e-07	8.9145e-10	-1.3086e-09	-3.99e-12	3.2568e-07	-3.253e-07	9.1268e-10	-1.2232e-09	-5.58e-12	3.2572e-07	-3.2538e-07
-0.295	4.123e-11	-4.3886e-10	1.037e-11	3.262e-07	-3.259e-07	3.6012e-10	-1.1791e-09	7.68e-12	3.252e-07	-3.2442e-07	4.44e-10	-1.2269e-09	5.44e-12	3.2496e-07	-3.2424e-07	5.2057e-10	-1.2692e-09	1.87e-12	3.2592e-07	-3.2514e-07	5.8161e-10	-1.2728e-09	1.01e-12	3.2492e-07	-3.2424e-07	6.4205e-10	-1.2831e-09	-1.85e-12	3.2482e-07	-3.2418e-07	6.9314e-10	-1.2622e-09	-7e-13	3.2478e-07	-3.2422e-07	7.5654e-10	-1.287e-09	-2.06e-12	3.249e-07	-3.2438e-07	8.0808e-10	-1.2828e-09	-4.18e-12	3.2428e-07	-3.237e-07	8.5737e-10	-1.2559e-09	-6.31e-12	3.257e-07	-3.2526e-07	8.7138e-10	-1.1789e-09	-6.81e-12	3.2572e-07	-3.254e-07
-0.29	3.063e-11	-4.2348e-10	1.246e-11	3.2626e-07	-3.259e-07	3.4238e-10	-1.1298e-09	6.05e-12	3.2516e-07	-3.2444e-07	4.293e-10	-1.1759e-09	3.79e-12	3.2504e-07	-3.2424e-07	5.1158e-10	-1.2158e-09	-5.3e-13	3.2584e-07	-3.2518e-07	5.727e-10	-1.2205e-09	-7.8e-13	3.2412e-07	-3.2358e-07	6.2942e-10	-1.2302e-09	-9.5e-13	3.2488e-07	-3.2418e-07	6.8144e-10	-1.2122e-09	-1.54e-12	3.2474e-07	-3.2418e-07	7.3965e-10	-1.2353e-09	-3.45e-12	3.248e-07	-3.2428e-07	7.8358e-10	-1.2306e-09	-5.79e-12	3.2478e-07	-3.2436e-07	8.2954e-10	-1.2082e-09	-5.72e-12	3.2572e-07	-3.2534e-07	8.4655e-10	-1.1376e-09	-6.38e-12	3.2596e-07	-3.2562e-07
-0.285	2.872e-11	-4.0681e-10	1.234e-11	3.2632e-07	-3.2592e-07	3.3158e-10	-1.0834e-09	8.59e-12	3.2518e-07	-3.2436e-07	4.137e-10	-1.1319e-09	4.48e-12	3.2502e-07	-3.2426e-07	4.9014e-10	-1.1698e-09	1.6e-12	3.259e-07	-3.2518e-07	5.5007e-10	-1.1739e-09	-8.1e-13	3.2492e-07	-3.2418e-07	6.1477e-10	-1.1825e-09	-2.84e-12	3.2492e-07	-3.2432e-07	6.5906e-10	-1.1673e-09	-2.81e-12	3.2478e-07	-3.2426e-07	7.192e-10	-1.1893e-09	-3.29e-12	3.2482e-07	-3.2436e-07	7.7427e-10	-1.1865e-09	-3.72e-12	3.2476e-07	-3.2434e-07	8.1976e-10	-1.164e-09	-4.22e-12	3.2564e-07	-3.2538e-07	8.4594e-10	-1.0978e-09	-5.69e-12	3.257e-07	-3.2546e-07
-0.28	2.318e-11	-3.8827e-10	1.1e-11	3.2632e-07	-3.2596e-07	3.2362e-10	-1.039e-09	7.73e-12	3.2512e-07	-3.2446e-07	4.0426e-10	-1.0885e-09	5.83e-12	3.251e-07	-3.2438e-07	4.8138e-10	-1.1242e-09	2.3e-12	3.2588e-07	-3.2526e-07	5.387e-10	-1.1306e-09	1.41e-12	3.2422e-07	-3.2418e-07	5.9923e-10	-1.1398e-09	-2.36e-12	3.2484e-07	-3.2436e-07	6.4358e-10	-1.1255e-09	-1.67e-12	3.2482e-07	-3.2434e-07	7.0491e-10	-1.1449e-09	-2.08e-12	3.2448e-07	-3.2442e-07	7.6089e-10	-1.1409e-09	-4.13e-12	3.2482e-07	-3.244e-07	8.0546e-10	-1.1214e-09	-5.84e-12	3.2576e-07	-3.2544e-07	8.2824e-10	-1.0603e-09	-7.25e-12	3.2564e-07	-3.2546e-07
-0.275	1.111e-11	-3.7364e-10	9.79e-12	3.2628e-07	-3.2594e-07	3.1069e-10	-9.995e-10	6.23e-12	3.2506e-07	-3.2446e-07	3.9719e-10	-1.0472e-09	3.59e-12	3.2504e-07	-3.2436e-07	4.6739e-10	-1.0844e-09	3e-13	3.2586e-07	-3.253e-07	5.2872e-10	-1.0885e-09	7.5e-13	3.2414e-07	-3.2368e-07	5.85e-10	-1.0983e-09	-2.7e-13	3.2482e-07	-3.2432e-07	6.3733e-10	-1.0847e-09	-1.25e-12	3.2416e-07	-3.2412e-07	6.9394e-10	-1.1039e-09	-3.61e-12	3.2474e-07	-3.2436e-07	7.4329e-10	-1.1011e-09	-5.02e-12	3.249e-07	-3.2442e-07	7.8133e-10	-1.0838e-09	-6.09e-12	3.2564e-07	-3.2532e-07	8.0257e-10	-1.0258e-09	-7.11e-12	3.2566e-07	-3.2554e-07
-0.27	8.03e-12	-3.601e-10	1.201e-11	3.2626e-07	-3.2596e-07	2.9587e-10	-9.5239e-10	6.89e-12	3.2516e-07	-3.2442e-07	3.7846e-10	-1.0104e-09	3.1e-12	3.2498e-07	-3.2446e-07	4.5039e-10	-1.0452e-09	1.29e-12	3.259e-07	-3.2534e-07	5.1368e-10	-1.0506e-09	-1.37e-12	3.242e-07	-3.237e-07	5.7419e-10	-1.0578e-09	-1.12e-12	3.2416e-07	-3.237e-07	6.2121e-10	-1.0467e-09	-3.53e-12	3.2478e-07	-3.2396e-07	6.7597e-10	-1.0647e-09	-4.99e-12	3.2484e-07	-3.2446e-07	7.2478e-10	-1.0652e-09	-4.52e-12	3.2476e-07	-3.2442e-07	7.7005e-10	-1.0461e-09	-5.02e-12	3.2572e-07	-3.2532e-07	7.9134e-10	-9.8185e-10	-6.44e-12	3.2572e-07	-3.255e-07
-0.265	4.34e-12	-3.4555e-10	1.154e-11	3.263e-07	-3.2592e-07	2.8961e-10	-9.1444e-10	8.23e-12	3.2456e-07	-3.2382e-07	3.6933e-10	-9.6507e-10	5.3e-12	3.2502e-07	-3.2438e-07	4.4549e-10	-1.0082e-09	4.04e-12	3.2592e-07	-3.2542e-07	4.9836e-10	-1.0136e-09	1.7e-13	3.2488e-07	-3.2434e-07	5.57e-10	-1.0218e-09	-2.75e-12	3.248e-07	-3.2434e-07	6.0535e-10	-1.0111e-09	-3.12e-12	3.2474e-07	-3.2432e-07	6.5964e-10	-1.0302e-09	-3.81e-12	3.248e-07	-3.244e-07	7.1092e-10	-1.0262e-09	-4.16e-12	3.2482e-07	-3.2452e-07	7.5657e-10	-1.0105e-09	-5.9e-12	3.2576e-07	-3.2548e-07	7.7439e-10	-9.5101e-10	-5.05e-12	3.257e-07	-3.2554e-07
-0.26	-4.85e-12	-3.3197e-10	9.44e-12	3.2628e-07	-3.259e-07	2.7963e-10	-8.8124e-10	6.51e-12	3.2516e-07	-3.245e-07	3.6321e-10	-9.3071e-10	3.3e-12	3.2506e-07	-3.2452e-07	4.4063e-10	-9.6338e-10	2.86e-12	3.259e-07	-3.2538e-07	4.9048e-10	-9.6948e-10	1.02e-12	3.249e-07	-3.2444e-07	5.4972e-10	-9.7704e-10	-2.21e-12	3.248e-07	-3.244e-07	5.9344e-10	-9.6804e-10	-1.77e-12	3.2478e-07	-3.244e-07	6.4981e-10	-9.8394e-10	-3.41e-12	3.2488e-07	-3.2414e-07	7.0093e-10	-9.7914e-10	-4.48e-12	3.2476e-07	-3.2454e-07	7.394e-10	-9.6975e-10	-5.36e-12	3.256e-07	-3.2552e-07	7.614e-10	-9.2007e-10	-6.99e-12	3.2576e-07	-3.255e-07
-0.255	-1.405e-11	-3.1922e-10	1.14e-11	3.2624e-07	-3.2592e-07	2.6413e-10	-8.5008e-10	7.25e-12	3.2508e-07	-3.246e-07	3.4654e-10	-8.9872e-10	2.43e-12	3.2504e-07	-3.2436e-07	4.1257e-10	-9.3098e-10	3.83e-12	3.26e-07	-3.255e-07	4.7789e-10	-9.3715e-10	-1.29e-12	3.2482e-07	-3.244e-07	5.3263e-10	-9.4277e-10	-5.6e-13	3.248e-07	-3.2442e-07	5.8438e-10	-9.3656e-10	-2.5e-12	3.2482e-07	-3.2444e-07	6.3399e-10	-9.5178e-10	-4.53e-12	3.2476e-07	-3.2448e-07	6.7996e-10	-9.4943e-10	-6.18e-12	3.2482e-07	-3.2422e-07	7.217e-10	-9.3791e-10	-4.55e-12	3.2574e-07	-3.2548e-07	7.4454e-10	-8.9341e-10	-7.34e-12	3.2564e-07	-3.2552e-07
