gds,Vg=0V	gds,Vg=0.15V	gds,Vg=0.3V	gds,Vg=0.45V	gds,Vg=0.6V	gds,Vg=0.75V	gds,Vg=0.9V
0.0119999999999995	0.00479999999999994	0.00400000000000018	0.00160000000000004	9.67999999999981e-05	2.50000000000002e-06	2.45559999999998e-07
0.00899999999999998	0.0052	0.00440000000000006	0.00170000000000001	9.05999999999994e-05	1.68000000000002e-06	2.4162e-07
0.00619999999999996	0.00560000000000005	0.00440000000000006	0.0016	7.86000000000002e-05	1.37e-06	2.7168e-07
0.00679999999999986	0.00539999999999985	0.00400000000000001	0.00148000000000001	7.80000000000003e-05	1.60999999999999e-06	2.64179999999999e-07
0.00720000000000026	0.0057999999999999	0.00400000000000001	0.00151999999999999	8.62000000000006e-05	1.47e-06	2.35740000000001e-07
0.00700000000000006	0.00640000000000016	0.00420000000000004	0.00143999999999999	8.84e-05	1.216e-06	2.48400000000001e-07
0.00659999999999966	0.0057999999999999	0.00419999999999986	0.00156000000000002	8.37999999999994e-05	1.058e-06	2.1958e-07
0.00679999999999986	0.0055999999999997	0.00400000000000001	0.0016	8.00000000000006e-05	-1.11800000000001e-06	2.27119999999999e-07
0.00720000000000027	0.00600000000000011	0.00420000000000004	0.00157999999999999	8.74000000000006e-05	1.192e-06	2.474e-07
0.00739999999999977	0.00560000000000005	0.00400000000000001	0.00154	8.61999999999993e-05	4.016e-06	2.346e-07
0.00720000000000026	0.00539999999999985	0.00400000000000001	0.00140000000000001	8.22e-05	1.348e-06	2.3484e-07
0.00720000000000027	0.00640000000000016	0.00420000000000004	0.00146	8.34e-05	1.43799999999999e-06	2.4128e-07
0.00739999999999977	0.0060000000000001	0.00400000000000001	0.00157999999999998	7.83999999999998e-05	1.62799999999999e-06	2.26459999999999e-07
0.00679999999999986	0.0060000000000001	0.00419999999999986	0.00146	8.13999999999995e-05	1.20600000000001e-06	2.0614e-07
0.00640000000000016	0.00619999999999996	0.00420000000000004	0.00146	8.00000000000006e-05	1.346e-06	2.04920000000001e-07
0.00680000000000056	0.0055999999999997	0.00420000000000004	0.00149999999999998	8.02000000000011e-05	2.75999999999997e-07	2.3086e-07
0.00759999999999996	0.00640000000000015	0.00459999999999991	0.00148000000000001	7.95999999999996e-05	-8.80000000000002e-07	2.26539999999999e-07
0.00779999999999948	0.0060000000000001	0.00400000000000001	0.00143999999999999	7.92000000000002e-05	2.08800000000001e-06	1.97700000000001e-07
0.00779999999999948	0.00539999999999985	0.00400000000000001	0.00141999999999998	7.49999999999992e-05	3.31200000000001e-06	2.06980000000001e-07
0.00740000000000045	0.00619999999999995	0.00499999999999997	0.00164000000000002	7.75999999999993e-05	1.398e-06	2.0192e-07
0.00700000000000007	0.00640000000000016	0.00440000000000007	0.00162000000000001	8.18000000000005e-05	1.42999999999999e-06	2.0472e-07
0.00719999999999957	0.00600000000000011	0.00379999999999999	0.00141999999999998	7.21999999999998e-05	1.25e-06	2.0256e-07
0.00740000000000045	0.00599999999999975	0.00439999999999989	0.00132000000000001	7.65999999999998e-05	1.412e-06	1.76399999999999e-07
0.00740000000000047	0.00640000000000016	0.00440000000000007	0.00152000000000004	8.62000000000007e-05	1.344e-06	1.909e-07
0.00679999999999987	0.00660000000000001	0.00400000000000001	0.00163999999999998	8.00000000000006e-05	9.97999999999999e-07	2.07480000000001e-07
0.00759999999999996	0.0055999999999997	0.00420000000000003	0.00153999999999998	7.43999999999991e-05	1.262e-06	1.8916e-07
0.00780000000000016	0.00580000000000024	0.00420000000000003	0.00144000000000001	7.51999999999995e-05	1.49e-06	1.75139999999999e-07
0.00700000000000006	0.0066	0.00419999999999986	0.00146	7.15999999999997e-05	1.342e-06	1.853e-07
0.00779999999999949	0.00639999999999982	0.00440000000000007	0.00142	7.44000000000006e-05	1.308e-06	1.7566e-07
0.00819999999999989	0.00660000000000002	0.0046000000000001	0.00142	6.98000000000014e-05	1.04200000000001e-06	1.7488e-07
0.00760000000000065	0.00640000000000015	0.00420000000000003	0.00155999999999999	7.33999999999996e-05	9.21999999999996e-07	1.8434e-07
0.00719999999999956	0.00619999999999995	0.00420000000000003	0.00146	7.83999999999997e-05	1.49999999999999e-06	1.6564e-07
0.00819999999999987	0.00619999999999995	0.00459999999999991	0.00142	7.61999999999996e-05	1.56e-06	1.5108e-07
0.00819999999999987	0.0062000000000003	0.00420000000000003	0.00149999999999998	7.33999999999996e-05	1.12e-06	1.68e-07
0.00739999999999978	0.00619999999999997	0.00379999999999999	0.00154000000000001	7.84000000000007e-05	1.064e-06	1.7954e-07
0.00780000000000018	0.00579999999999991	0.0043999999999999	0.00152000000000002	7.60000000000001e-05	1.322e-06	1.6334e-07
0.00819999999999987	0.0066	0.00460000000000009	0.00151999999999999	6.73999999999993e-05	1.236e-06	1.579e-07
0.00800000000000036	0.00719999999999991	0.0026	0.00146	6.85999999999999e-05	1.17e-06	1.5422e-07
0.00780000000000016	0.0063999999999998	0.00275999999999991	0.00132000000000001	6.88000000000004e-05	1.02199999999999e-06	1.5856e-07
0.00840000000000007	0.00619999999999995	0.00428000000000008	0.00138	7.61999999999996e-05	1.106e-06	1.5852e-07
0.0087999999999998	0.00660000000000002	0.00429999999999997	0.00148	7.76000000000002e-05	1.288e-06	1.5986e-07
0.00799999999999969	0.00660000000000002	0.00435999999999996	0.00149999999999999	6.62000000000003e-05	1.16999999999999e-06	1.6298e-07
0.00780000000000016	0.00640000000000015	0.00449999999999999	0.00138	6.37999999999996e-05	1.148e-06	1.491e-07
