Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.05812	0.3079	0.3565
20	0.084252	0.3135	0.3555
30	0.108055	0.3179	0.3573
40	0.129936	0.3209	0.359
50	0.151372	0.3251	0.3603
60	0.17368	0.3293	0.3618
70	0.190374	0.332	0.3624
80	0.20707	0.3359	0.3624
90	0.223361	0.3395	0.3627
100	0.238271	0.3423	0.362
150	0.327056	0.3687	0.3655
300	0.383371	0.384	0.3541
450	0.384367	0.38	0.3484
600	0.381017	0.3751	0.3427
750	0.377402	0.3711	0.3385
900	0.373705	0.3656	0.3344
