Coefficente_Inversione	Guadagno_Intrinseco
5.75747234042553e-05	-0.725622800358846
5.70377872340426e-05	-0.592991682133777
5.69527659574468e-05	-0.572304813390168
5.62174468085106e-05	-0.47128224379257
5.59953191489362e-05	-0.402327663384067
5.58053617021277e-05	-0.397107296601166
5.59616170212766e-05	-0.310488918666361
5.51374468085106e-05	-0.270628263677881
5.52952340425532e-05	-0.346022727272727
5.51588936170213e-05	-0.392573502340504
5.46028085106383e-05	-0.352048477048477
5.42274893617021e-05	-0.352274363034403
5.40911489361702e-05	-0.387597315436242
5.40934468085106e-05	-0.351027977389847
5.36101276595745e-05	-0.297683397683398
5.33726808510638e-05	-0.268308847895726
5.32102978723404e-05	-0.253408238329643
5.32217872340426e-05	-0.229961901970841
5.31283404255319e-05	-0.220894095147024
5.28740425531915e-05	-0.213199926565082
5.26044255319149e-05	-0.213668443036151
5.2416e-05	-0.266987470492101
5.26136170212766e-05	-0.312320238832053
5.21088510638298e-05	-0.307470266912692
5.17672340425532e-05	-0.331755287064286
5.14570212765957e-05	-0.399023761282004
5.15205957446808e-05	-0.378984717165931
5.09177872340425e-05	-0.292002126689959
5.08649361702128e-05	-0.259937248203776
5.07148085106383e-05	-0.307297403252002
5.08794893617021e-05	-0.303216607099868
5.01533617021277e-05	-0.274364549460276
5.00269787234043e-05	-0.288003208311053
4.98331914893617e-05	-0.333026361229423
5.00285106382979e-05	-0.30372449652418
4.94333617021277e-05	-0.272399312845963
4.9300085106383e-05	-0.289764260879532
4.90634042553191e-05	-0.309282513797812
4.89699574468085e-05	-0.292906750803209
4.88458723404255e-05	-0.27033277152824
4.85555744680851e-05	-0.254814002233149
4.83510638297872e-05	-0.251497005988024
4.83173617021277e-05	-0.235479452054795
4.80898723404255e-05	-0.208805495187831
4.8092170212766e-05	-0.207009091615511
4.78708085106383e-05	-0.217590614195253
4.77268085106383e-05	-0.218004149136243
4.75299574468085e-05	-0.207500931244731
4.74288510638298e-05	-0.175762910798122
4.73308085106383e-05	-0.156639910991019
4.73522553191489e-05	-0.15925727548652
4.72312340425532e-05	-0.162097640552262
4.70267234042553e-05	-0.167771084337349
4.68811914893617e-05	-0.17973902062579
4.68490212765957e-05	-0.164929759888413
4.67302978723404e-05	-0.127734851565677
4.66674893617021e-05	-0.0938730190774203
4.66628936170213e-05	-0.0599492365335804
4.65686808510638e-05	-0.0120696557245792
4.66506382978723e-05	0.0270664959590308
4.66797446808511e-05	0.111656712229928
4.68130212765957e-05	0.267068149695816
4.6767829787234e-05	0.359975495201144
4.76356595744681e-05	0.351014787762677
4.77405957446809e-05	0.346599045346062
4.79336170212766e-05	0.374414882976595
4.77061276595745e-05	0.424006605428837
4.81771914893617e-05	0.529896991833217
4.87026382978723e-05	0.767108622251503
4.94417872340426e-05	1.07265044919391
5.00576170212766e-05	1.36708388594164
5.12701276595745e-05	1.63685961685507
5.22773617021277e-05	2.01038127595319
5.37817021276596e-05	2.38543641308827
5.54062978723404e-05	2.84656379748404
5.7524170212766e-05	3.37536402503253
5.99308085106383e-05	4.00300832440452
6.26737021276596e-05	4.87675152535241
6.60538723404255e-05	5.68310119561198
7.00674893617021e-05	6.82181049490176
7.51105531914894e-05	7.95584904133969
8.07288510638298e-05	9.725071401962
8.75336170212766e-05	11.3014458027048
9.59706382978723e-05	13.0710027423393
0.000105347489361702	15.3687388987567
0.000116731914893617	18.0400972053463
0.000130144595744681	21.5186639308685
0.000145906468085106	25.0989978331528
0.000164834042553191	28.8998422712934
0.00018772314893617	32.8917922584842
0.000214347063829787	38.7317809400604
0.000245497787234043	44.6193364564397
0.000282308170212766	51.2959152490578
0.00032705770212766	54.6521778972448
0.000378597446808511	70.0407706835426
0.000441804255319149	70.4235792495849
0.000513344680851064	82.5780083565461
0.000598595744680851	89.85146529563
0.000704221276595745	102.54552238806
0.000821795744680851	128.873350923483
0.00096303829787234	134.710465116279
0.00113269787234043	149.047826086956
0.00133276595744681	168.946875
0.00157442553191489	172.238779174147
0.00184825531914894	171.083836858006
0.00218091063829787	206.76976744186
0.00256940425531915	221.543661971831
0.00302484255319149	274.482352941177
0.00356377021276596	308.94979079498
0.00420962553191489	229.877973568282
0.00499978723404255	218.664768683274
0.00588178723404255	231.882747603834
0.00690434042553191	271.218152866244
0.00818042553191489	218.030263157894
0.00962770212765958	217.687499999999
0.0112905957446809	257.242964352719
0.0132663829787234	263.422131147539
0.0156351063829787	228.747266099635
0.0183412340425532	281.423371647511
0.021601914893617	229.565449688335
0.0252474893617021	298.094955489615
0.0296391063829787	272.083526682135
