vg	id_vd = 0.8V	ig_vd = 0.8V	is_vd = 0.8V	iavdd_vd = 0.8V	ignd_vd = 0.8V	id_vd = 0.81V	ig_vd = 0.81V	is_vd = 0.81V	iavdd_vd = 0.81V	ignd_vd = 0.81V	id_vd = 0.82V	ig_vd = 0.82V	is_vd = 0.82V	iavdd_vd = 0.82V	ignd_vd = 0.82V	id_vd = 0.83V	ig_vd = 0.83V	is_vd = 0.83V	iavdd_vd = 0.83V	ignd_vd = 0.83V	id_vd = 0.84V	ig_vd = 0.84V	is_vd = 0.84V	iavdd_vd = 0.84V	ignd_vd = 0.84V	id_vd = 0.85V	ig_vd = 0.85V	is_vd = 0.85V	iavdd_vd = 0.85V	ignd_vd = 0.85V	id_vd = 0.86V	ig_vd = 0.86V	is_vd = 0.86V	iavdd_vd = 0.86V	ignd_vd = 0.86V	id_vd = 0.87V	ig_vd = 0.87V	is_vd = 0.87V	iavdd_vd = 0.87V	ignd_vd = 0.87V	id_vd = 0.88V	ig_vd = 0.88V	is_vd = 0.88V	iavdd_vd = 0.88V	ignd_vd = 0.88V	id_vd = 0.89V	ig_vd = 0.89V	is_vd = 0.89V	iavdd_vd = 0.89V	ignd_vd = 0.89V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
1.2	-5.99514e-08	6.3133e-10	2.5225e-09	3.6174e-07	-3.0462e-07	-5.84798e-08	6.1233e-10	2.4813e-09	3.616e-07	-3.0634e-07	-5.6248e-08	5.9928e-10	2.3688e-09	3.5962e-07	-3.0648e-07	-5.39462e-08	5.7893e-10	2.2745e-09	3.5758e-07	-3.0656e-07	-5.1813e-08	5.6619e-10	2.1696e-09	3.556e-07	-3.0656e-07	-4.98916e-08	5.5572e-10	2.0535e-09	3.5382e-07	-3.067e-07	-4.79168e-08	5.4648e-10	1.959e-09	3.5214e-07	-3.067e-07	-4.59508e-08	5.2204e-10	1.8641e-09	3.5028e-07	-3.0676e-07	-4.4104e-08	5.1622e-10	1.7551e-09	3.4842e-07	-3.0664e-07	-4.23026e-08	4.9769e-10	1.6755e-09	3.468e-07	-3.0668e-07	-4.06182e-08	4.8134e-10	1.5956e-09	3.4492e-07	-3.0638e-07
1.195	-6.02538e-08	6.1659e-10	2.793e-09	3.6152e-07	-3.0472e-07	-5.84568e-08	6.0115e-10	2.7437e-09	3.6132e-07	-3.0618e-07	-5.62016e-08	5.8149e-10	2.6268e-09	3.5946e-07	-3.064e-07	-5.39404e-08	5.6781e-10	2.5129e-09	3.573e-07	-3.0646e-07	-5.18268e-08	5.6154e-10	2.4043e-09	3.553e-07	-3.0642e-07	-4.987e-08	5.4845e-10	2.2792e-09	3.536e-07	-3.0656e-07	-4.79272e-08	5.2272e-10	2.1818e-09	3.5188e-07	-3.0662e-07	-4.59376e-08	5.2223e-10	2.0622e-09	3.5012e-07	-3.0668e-07	-4.41484e-08	4.9858e-10	1.9465e-09	3.4818e-07	-3.0652e-07	-4.2318e-08	4.8823e-10	1.8583e-09	3.4658e-07	-3.0658e-07	-4.06522e-08	4.7956e-10	1.7744e-09	3.4484e-07	-3.0628e-07
1.19	-6.04318e-08	6.1152e-10	3.1018e-09	3.614e-07	-3.0462e-07	-5.85858e-08	5.9127e-10	3.0384e-09	3.6114e-07	-3.0606e-07	-5.63728e-08	5.869e-10	2.911e-09	3.5912e-07	-3.062e-07	-5.40814e-08	5.5924e-10	2.7957e-09	3.5702e-07	-3.0626e-07	-5.19744e-08	5.5109e-10	2.6642e-09	3.5514e-07	-3.0628e-07	-5.00234e-08	5.2427e-10	2.5256e-09	3.5338e-07	-3.0646e-07	-4.80628e-08	5.1868e-10	2.4194e-09	3.5168e-07	-3.0652e-07	-4.60306e-08	5.0686e-10	2.303e-09	3.4982e-07	-3.0654e-07	-4.42762e-08	4.9264e-10	2.1647e-09	3.48e-07	-3.0642e-07	-4.24508e-08	4.7453e-10	2.0666e-09	3.4638e-07	-3.0656e-07	-4.07668e-08	4.6458e-10	1.9693e-09	3.4466e-07	-3.0622e-07
1.185	-6.065e-08	5.9392e-10	3.4441e-09	3.6128e-07	-3.0462e-07	-5.8733e-08	5.8248e-10	3.3705e-09	3.6078e-07	-3.0594e-07	-5.6528e-08	5.6806e-10	3.227e-09	3.5882e-07	-3.0608e-07	-5.42528e-08	5.5127e-10	3.1106e-09	3.5684e-07	-3.0622e-07	-5.21562e-08	5.3964e-10	2.9656e-09	3.5494e-07	-3.0618e-07	-5.0197e-08	5.2096e-10	2.8006e-09	3.5328e-07	-3.0638e-07	-4.8244e-08	5.1092e-10	2.6865e-09	3.5152e-07	-3.0646e-07	-4.62028e-08	5.0527e-10	2.5435e-09	3.4966e-07	-3.0646e-07	-4.44236e-08	4.8555e-10	2.4046e-09	3.4788e-07	-3.0636e-07	-4.25892e-08	4.6919e-10	2.2925e-09	3.4628e-07	-3.0638e-07	-4.09398e-08	4.5491e-10	2.1924e-09	3.4444e-07	-3.0614e-07
1.18	-6.09034e-08	5.8431e-10	3.8308e-09	3.6108e-07	-3.0462e-07	-5.89874e-08	5.7462e-10	3.7518e-09	3.6058e-07	-3.0592e-07	-5.6769e-08	5.5817e-10	3.5939e-09	3.5858e-07	-3.06e-07	-5.44854e-08	5.4438e-10	3.449e-09	3.566e-07	-3.061e-07	-5.236e-08	5.2635e-10	3.3007e-09	3.5476e-07	-3.0624e-07	-5.03942e-08	5.1375e-10	3.1141e-09	3.5316e-07	-3.0626e-07	-4.84378e-08	4.9884e-10	2.9837e-09	3.5128e-07	-3.0634e-07	-4.64194e-08	4.9252e-10	2.8259e-09	3.4948e-07	-3.0638e-07	-4.4625e-08	4.7527e-10	2.6793e-09	3.4776e-07	-3.0628e-07	-4.2771e-08	4.6426e-10	2.5551e-09	3.4618e-07	-3.0632e-07	-4.10998e-08	4.5253e-10	2.4448e-09	3.4442e-07	-3.0608e-07
1.175	-6.12148e-08	5.806e-10	4.2452e-09	3.6096e-07	-3.0462e-07	-5.93016e-08	5.5367e-10	4.163e-09	3.604e-07	-3.0576e-07	-5.70064e-08	5.4606e-10	3.9744e-09	3.5848e-07	-3.0596e-07	-5.47342e-08	5.3958e-10	3.8292e-09	3.5646e-07	-3.0604e-07	-5.26198e-08	5.1943e-10	3.6449e-09	3.546e-07	-3.0612e-07	-5.06306e-08	5.0763e-10	3.4661e-09	3.529e-07	-3.0624e-07	-4.86814e-08	4.9626e-10	3.3194e-09	3.5122e-07	-3.0622e-07	-4.6633e-08	4.7841e-10	3.1235e-09	3.4932e-07	-3.0626e-07	-4.48372e-08	4.7487e-10	2.981e-09	3.477e-07	-3.063e-07	-4.29936e-08	4.5071e-10	2.8416e-09	3.4602e-07	-3.0628e-07	-4.1308e-08	4.4377e-10	2.7121e-09	3.4422e-07	-3.0606e-07
1.17	-6.15538e-08	5.6516e-10	4.7381e-09	3.6088e-07	-3.0458e-07	-5.96286e-08	5.4976e-10	4.6287e-09	3.6024e-07	-3.0572e-07	-5.73292e-08	5.4476e-10	4.4194e-09	3.5828e-07	-3.0582e-07	-5.50528e-08	5.2572e-10	4.2522e-09	3.5628e-07	-3.0594e-07	-5.2951e-08	5.0678e-10	4.0643e-09	3.544e-07	-3.0594e-07	-5.0923e-08	5.0179e-10	3.8591e-09	3.5276e-07	-3.0608e-07	-4.89454e-08	4.8347e-10	3.6977e-09	3.5096e-07	-3.0622e-07	-4.69246e-08	4.71e-10	3.4876e-09	3.4918e-07	-3.0618e-07	-4.50824e-08	4.6139e-10	3.3208e-09	3.4752e-07	-3.0622e-07	-4.32518e-08	4.458e-10	3.1619e-09	3.4586e-07	-3.0622e-07	-4.15694e-08	4.3861e-10	3.0283e-09	3.4414e-07	-3.06e-07
1.165	-6.19634e-08	5.6163e-10	5.2523e-09	3.6086e-07	-3.046e-07	-5.99924e-08	5.4099e-10	5.1223e-09	3.6008e-07	-3.0564e-07	-5.7703e-08	5.2594e-10	4.9039e-09	3.5802e-07	-3.0572e-07	-5.54202e-08	5.1817e-10	4.7271e-09	3.561e-07	-3.059e-07	-5.33102e-08	5.0182e-10	4.5131e-09	3.5424e-07	-3.06e-07	-5.1279e-08	4.976e-10	4.278e-09	3.5262e-07	-3.0604e-07	-4.92764e-08	4.71e-10	4.1185e-09	3.5108e-07	-3.0604e-07	-4.72252e-08	4.7671e-10	3.8695e-09	3.4904e-07	-3.0616e-07	-4.54054e-08	4.4981e-10	3.6828e-09	3.4744e-07	-3.0616e-07	-4.35308e-08	4.4711e-10	3.5172e-09	3.4574e-07	-3.0638e-07	-4.18494e-08	4.3104e-10	3.3712e-09	3.4404e-07	-3.0598e-07
1.16	-6.24434e-08	5.5258e-10	5.8404e-09	3.607e-07	-3.0468e-07	-6.04524e-08	5.3661e-10	5.6998e-09	3.5988e-07	-3.0562e-07	-5.81444e-08	5.1477e-10	5.4616e-09	3.5814e-07	-3.0588e-07	-5.58808e-08	5.1002e-10	5.2535e-09	3.5592e-07	-3.0576e-07	-5.37232e-08	5.067e-10	5.0281e-09	3.5416e-07	-3.0586e-07	-5.16692e-08	4.7922e-10	4.7727e-09	3.5256e-07	-3.0598e-07	-4.9689e-08	4.6473e-10	4.5737e-09	3.5072e-07	-3.0604e-07	-4.75722e-08	4.5632e-10	4.2997e-09	3.4902e-07	-3.0612e-07	-4.5748e-08	4.4648e-10	4.1087e-09	3.4728e-07	-3.0608e-07	-4.38744e-08	4.3211e-10	3.921e-09	3.4564e-07	-3.061e-07	-4.21876e-08	4.2487e-10	3.7596e-09	3.4394e-07	-3.0588e-07
1.155	-6.30108e-08	5.5124e-10	6.507e-09	3.6072e-07	-3.0456e-07	-6.09998e-08	5.2978e-10	6.3475e-09	3.597e-07	-3.0566e-07	-5.86942e-08	5.1491e-10	6.0747e-09	3.5776e-07	-3.057e-07	-5.636e-08	5.0483e-10	5.8608e-09	3.5584e-07	-3.057e-07	-5.419e-08	4.9842e-10	5.6036e-09	3.5394e-07	-3.0584e-07	-5.213e-08	4.7836e-10	5.3094e-09	3.523e-07	-3.0594e-07	-5.0133e-08	4.6513e-10	5.1002e-09	3.506e-07	-3.0598e-07	-4.798e-08	4.5703e-10	4.7943e-09	3.4886e-07	-3.0606e-07	-4.61666e-08	4.3968e-10	4.5725e-09	3.472e-07	-3.06e-07	-4.42578e-08	4.2173e-10	4.3751e-09	3.4554e-07	-3.061e-07	-4.25586e-08	4.0922e-10	4.188e-09	3.4398e-07	-3.059e-07
