|Vds|	Gm_|Vgs|=0.15V	Gm_|Vgs|=0.3V	Gm_|Vgs|=0.45V	Gm_|Vgs|=0.6V	Gm_|Vgs|=0.75V	Gm_|Vgs|=0.9V
0.9	4.35999999999998e-06	4.79999999999998e-06	8.54e-06	2.06000000000003e-06	-8.25999999999998e-06	-2.9116e-05
0.895	3.42999999999999e-06	4.35166666666665e-06	7.15166666666667e-06	1.01500000000002e-06	-4.70833333333332e-06	-1.96393333333333e-05
0.89	3.03899999999999e-06	3.72799999999999e-06	4.441e-06	6.15000000000005e-07	-9.85999999999995e-07	-1.16794e-05
0.885	2.365e-06	2.89e-06	3.015e-06	9.10000000000004e-08	9.84000000000001e-07	-6.09419999999999e-06
0.88	1.948e-06	2.293e-06	1.529e-06	2.01999999999998e-07	2.441e-06	-1.6528e-06
0.875	1.586e-06	1.937e-06	6.33000000000002e-07	8.03999999999996e-07	2.956e-06	1.4e-08
0.87	1.173e-06	1.561e-06	7.89000000000001e-07	1.076e-06	2.633e-06	-3.17999999999989e-08
0.865	1.267e-06	1.63e-06	1.355e-06	1.274e-06	2.441e-06	-6.85999999999993e-08
0.86	1.659e-06	1.839e-06	1.678e-06	1.613e-06	2.45e-06	4.51999999999994e-08
0.855	2.036e-06	1.717e-06	1.601e-06	1.681e-06	1.94399999999999e-06	5.03999999999989e-08
0.85	2.551e-06	1.58e-06	1.423e-06	1.4e-06	1.30099999999999e-06	-2.52600000000001e-07
0.845	2.93e-06	1.369e-06	1.413e-06	1.22000000000001e-06	1.252e-06	-5.53400000000001e-07
0.84	2.57600000000001e-06	1.33700000000001e-06	1.059e-06	1.27900000000001e-06	1.233e-06	-3.51199999999998e-07
0.835	2.05400000000001e-06	1.67900000000001e-06	4.49000000000003e-07	1.14100000000001e-06	1.207e-06	2.3800000000003e-08
0.83	1.949e-06	1.89500000000001e-06	6.06000000000004e-07	1.029e-06	1.78500000000001e-06	1.64400000000002e-07
0.825	2.118e-06	2.02900000000001e-06	1.159e-06	1.46e-06	1.99400000000001e-06	4.39000000000002e-07
0.82	2.101e-06	2.37800000000001e-06	1.061e-06	2.174e-06	1.43300000000001e-06	7.25800000000003e-07
0.815	1.945e-06	2.399e-06	9.11999999999998e-07	2.857e-06	1.22e-06	6.03400000000001e-07
0.81	2.034e-06	2.442e-06	1.381e-06	3.443e-06	1.454e-06	2.11199999999999e-07
0.805	2.1e-06	2.86499999999999e-06	1.467e-06	3.372e-06	1.456e-06	-2.39000000000001e-07
0.8	2.001e-06	2.675e-06	9.75999999999996e-07	2.577e-06	1.486e-06	-5.83e-07
0.795	1.841e-06	2.145e-06	1.109e-06	1.662e-06	1.648e-06	-7.718e-07
0.79	2.235e-06	1.951e-06	1.478e-06	8.26e-07	1.406e-06	-8.166e-07
0.785	2.728e-06	1.65e-06	9.15e-07	4.96000000000001e-07	1.027e-06	-4.138e-07
0.78	2.138e-06	1.357e-06	1.55000000000001e-07	7.38999999999998e-07	1.063e-06	2.76199999999999e-07
0.775	1.536e-06	1.431e-06	4.68000000000001e-07	1.285e-06	1.333e-06	6.85599999999999e-07
0.77	2.025e-06	1.39e-06	1.36e-06	1.916e-06	1.441e-06	8.49599999999998e-07
0.765	2.32299999999999e-06	1.113e-06	1.985e-06	1.985e-06	1.612e-06	8.61599999999999e-07
0.76	2.386e-06	8.33e-07	2.631e-06	1.707e-06	1.714e-06	5.748e-07
0.755	3.245e-06	5.17e-07	3.297e-06	1.675e-06	1.487e-06	9.16000000000011e-08
0.75	3.54399999999999e-06	5.13e-07	3.248e-06	1.337e-06	1.309e-06	-2.92199999999999e-07
0.745	2.689e-06	6.24999999999998e-07	2.354e-06	5.31999999999999e-07	1.144e-06	-5.31599999999999e-07
0.74	1.806e-06	3.87999999999994e-07	1.649e-06	2.61999999999999e-07	1.055e-06	-5.21799999999998e-07
0.735	1.049e-06	4.57999999999998e-07	1.456e-06	4.98999999999997e-07	1.325e-06	-1.31999999999999e-07
0.73	4.39999999999999e-07	9.23999999999998e-07	1.074e-06	5.19999999999997e-07	1.498e-06	3.22799999999998e-07
0.725	4.43999999999999e-07	1.304e-06	7.27000000000003e-07	5.73999999999999e-07	1.274e-06	5.72999999999998e-07
0.72	1.021e-06	1.603e-06	7.87000000000006e-07	1.174e-06	1.038e-06	6.98799999999999e-07
0.715	1.622e-06	1.708e-06	5.93000000000002e-07	1.72e-06	6.66999999999997e-07	6.22999999999998e-07
0.71	1.72899999999999e-06	1.595e-06	6.75999999999999e-07	1.396e-06	1.90999999999997e-07	3.08799999999998e-07
0.705	1.563e-06	1.468e-06	1.577e-06	8.71999999999998e-07	1.05000000000002e-07	1.41000000000003e-07
0.7	1.282e-06	1.06800000000001e-06	2.02e-06	8.53999999999999e-07	3.89000000000004e-07	1.16400000000003e-07
0.695	7.61000000000001e-07	6.72000000000007e-07	2.04300000000001e-06	8.19999999999996e-07	7.57000000000004e-07	1.74000000000002e-07
0.69	5.89000000000005e-07	1.06400000000001e-06	2.12600000000001e-06	8.79999999999996e-07	1.087e-06	3.44200000000003e-07
0.685	9.16000000000006e-07	1.62000000000001e-06	1.54900000000001e-06	1.577e-06	1.458e-06	1.84400000000002e-07
0.68	1.167e-06	1.431e-06	9.59000000000001e-07	2.077e-06	1.519e-06	7.59999999999908e-09
0.675	1.536e-06	1.057e-06	1.116e-06	2.059e-06	1.025e-06	3.6e-07
0.67	2.141e-06	8.77999999999999e-07	9.1e-07	1.93e-06	5.57999999999999e-07	5.498e-07
0.665	2.344e-06	2.98000000000001e-07	5.61999999999999e-07	1.449e-06	4.38000000000001e-07	3.24e-07
0.66	2.14899999999999e-06	-1.14e-07	8.37999999999999e-07	9.34999999999998e-07	2.87000000000002e-07	2.928e-07
0.655	2.01199999999999e-06	6.49999999999983e-08	9.41e-07	1.135e-06	2.86e-07	1.474e-07
0.65	1.875e-06	1.95999999999997e-07	6.54000000000002e-07	1.627e-06	6.09999999999999e-07	-2.45800000000001e-07
0.645	1.395e-06	3.48999999999998e-07	6.29000000000002e-07	1.733e-06	8.63e-07	-2.91e-07
0.64	8.36999999999997e-07	9.00999999999999e-07	9.59000000000001e-07	1.582e-06	9.624e-07	-1.14200000000001e-07
0.635	8.18999999999997e-07	1.498e-06	1.224e-06	1.341e-06	8.17199999999999e-07	1.67599999999998e-07
0.63	1.118e-06	1.862e-06	1.306e-06	9.1e-07	4.626e-07	5.95800000000001e-07
0.625	1.166e-06	1.98e-06	1.252e-06	2.57999999999998e-07	3.82000000000001e-07	6.76000000000002e-07
0.62	1.097e-06	1.873e-06	1.008e-06	3.39999999999965e-08	4.48800000000001e-07	5.54800000000001e-07
0.615	9.70000000000007e-07	1.588e-06	5.88999999999997e-07	3.78999999999997e-07	1.64800000000001e-07	8.134e-07
0.61	5.19000000000007e-07	7.91999999999999e-07	2.42e-07	5.88e-07	-8.27999999999982e-08	9.61800000000001e-07
0.605	7.20000000000058e-08	-1.66e-07	6.50000000000042e-08	5.32000000000002e-07	2.32400000000001e-07	6.208e-07
0.6	9.30000000000026e-08	-3.09000000000004e-07	2.80000000000004e-07	6.03e-07	7.04199999999998e-07	4.35799999999998e-07
0.595	4.52000000000004e-07	4.25999999999996e-07	1.036e-06	7.35e-07	7.85399999999997e-07	4.40999999999999e-07
0.59	1.165e-06	1.21e-06	1.67e-06	7.17e-07	6.54999999999998e-07	6.99999999999999e-08
0.585	1.655e-06	1.413e-06	1.813e-06	8.64999999999999e-07	4.17599999999999e-07	-2.99e-07
0.58	1.579e-06	1.309e-06	1.566e-06	1.062e-06	1.37799999999998e-07	-3.26e-07
0.575	1.799e-06	1.361e-06	8.74999999999997e-07	8.16999999999997e-07	2.67999999999986e-08	-4.45399999999999e-07
