|Vgs|	Gm_|Vds|=0.15V	Gm_|Vds|=0.3V	Gm_|Vds|=0.45V	Gm_|Vds|=0.6V	Gm_|Vds|=0.75V	Gm_|Vds|=0.9V
-0.3	-1.88600000000004e-08	-3.25160000000007e-07	-5.53920000000011e-07	-1.20000000000003e-06	-2.56800000000004e-06	-1.31000000000004e-05
-0.295	-1.24433333333334e-08	-2.16253333333334e-07	-3.52360000000001e-07	-7.18666666666672e-07	-1.38833333333333e-06	-7.13000000000008e-06
-0.29	-6.88000000000004e-09	-1.26944000000001e-07	-1.95252000000001e-07	-3.91600000000003e-07	-5.918e-07	-4.99300000000005e-06
-0.285	-2.65899999999996e-09	-5.98679999999992e-08	-7.61499999999987e-08	-1.40199999999998e-07	-3.71999999999919e-08	-2.38799999999997e-06
-0.28	6.16999999999998e-10	-9.40799999999997e-09	1.0102e-08	5.03999999999997e-08	3.60399999999998e-07	-6.97999999999997e-07
-0.275	1.911e-09	7.73799999999999e-09	3.44599999999999e-08	1.022e-07	3.83199999999996e-07	-4.07000000000003e-07
-0.27	2.124e-09	7.86399999999997e-09	2.97899999999999e-08	9.67999999999998e-08	2.15399999999999e-07	1.00999999999993e-07
-0.265	2.18e-09	7.34399999999998e-09	2.5714e-08	9.45999999999997e-08	2.05400000000003e-07	8.07999999999992e-07
-0.26	2.158e-09	6.37999999999998e-09	2.08439999999999e-08	7.93999999999997e-08	2.93600000000004e-07	9.47e-07
-0.255	2.113e-09	5.76399999999998e-09	1.66099999999999e-08	6.45999999999999e-08	2.80400000000004e-07	5.88000000000001e-07
-0.25	2.03999999999999e-09	5.97399999999998e-09	1.4336e-08	5.34000000000002e-08	2.58000000000002e-07	2.28999999999994e-07
-0.245	1.93499999999999e-09	6.18400000000001e-09	1.2652e-08	4.48000000000002e-08	3.05599999999999e-07	2.13000000000001e-07
-0.24	1.756e-09	5.95200000000002e-09	1.095e-08	5.60000000000002e-08	2.36999999999996e-07	2.33000000000002e-07
-0.235	1.61000000000001e-09	5.68600000000003e-09	1.03840000000001e-08	7.02000000000004e-08	9.79999999999965e-08	3.18999999999992e-07
-0.23	1.51300000000001e-09	5.38200000000002e-09	1.15640000000001e-08	7.44000000000001e-08	8.25999999999991e-08	5.00999999999993e-07
-0.225	1.45400000000001e-09	4.66200000000001e-09	1.3186e-08	6.99999999999999e-08	5.74000000000024e-08	4.31000000000009e-07
-0.22	1.40900000000001e-09	3.96200000000001e-09	1.49819999999999e-08	4.84e-08	6.32000000000036e-08	1.39000000000013e-07
-0.215	1.44e-09	3.68800000000002e-09	1.60019999999999e-08	3.10000000000001e-08	1.20000000000002e-07	-1.03999999999995e-07
-0.21	1.453e-09	3.368e-09	1.53339999999999e-08	3.06e-08	2.24e-08	-4.03000000000002e-07
-0.205	1.364e-09	3.27599999999999e-09	1.587e-08	2.42000000000002e-08	-6.56000000000023e-08	-3.61999999999997e-07
-0.2	1.295e-09	3.76799999999999e-09	1.74860000000001e-08	1.20000000000001e-08	-3.12000000000036e-08	-4.59999999999992e-08
-0.195	1.236e-09	3.676e-09	1.66440000000001e-08	1.71999999999999e-08	-9.64000000000033e-08	4.99999999999405e-09
-0.19	1.198e-09	2.91799999999997e-09	1.40140000000001e-08	3.34e-08	-1.65200000000003e-07	9.90000000000053e-08
-0.185	1.237e-09	2.94399999999997e-09	1.18660000000001e-08	4.32000000000002e-08	-1.94000000000018e-08	4.71000000000016e-07
-0.18	1.308e-09	3.05800000000002e-09	7.32600000000002e-09	4.14000000000003e-08	8.95999999999999e-08	5.01000000000005e-07
-0.175	1.315e-09	2.47800000000002e-09	2.242e-09	4.82000000000004e-08	6.43999999999989e-08	8.49999999999999e-08
-0.17	1.308e-09	2.29999999999999e-09	1.00199999999998e-09	5.40000000000003e-08	9.67999999999975e-08	5.70000000000063e-08
-0.165	1.158e-09	2.49999999999999e-09	3.9999999999999e-10	3.04e-08	1.044e-07	2.22999999999997e-07
-0.16	9.01999999999999e-10	2.394e-09	1.70200000000005e-09	9.79999999999972e-09	2.12000000000007e-08	1.8099999999999e-07
-0.155	8.08999999999999e-10	2.388e-09	5.94400000000006e-09	5.59999999999973e-09	5.19999999999954e-09	3.54999999999999e-07
-0.15	8.37e-10	2.462e-09	6.28800000000007e-09	-4.19999999999999e-09	6.46000000000001e-08	8.27e-07
-0.145	8.04999999999994e-10	2.24399999999999e-09	3.83400000000012e-09	-6.99999999999999e-09	9.80000000000009e-08	9.49999999999999e-07
-0.14	7.88999999999993e-10	2.22e-09	4.47800000000007e-09	-2.40000000000007e-09	2.05200000000002e-07	5.54000000000003e-07
-0.135	7.66999999999995e-10	2.422e-09	5.83199999999996e-09	-5.1999999999998e-09	2.68400000000003e-07	1.45000000000004e-07
-0.13	6.68999999999994e-10	2.30399999999999e-09	6.68599999999995e-09	1.60000000000023e-09	1.44400000000005e-07	6.00000000000469e-09
-0.125	6.62999999999996e-10	2.096e-09	8.05799999999989e-09	6.19999999999988e-09	6.46000000000044e-08	-2.19999999999974e-08
-0.12	6.66999999999997e-10	2.26400000000001e-09	8.73399999999985e-09	2.19999999999985e-09	2.76000000000016e-08	2.35999999999992e-07
-0.115	6.90999999999996e-10	2.53200000000003e-09	9.73799999999994e-09	1.76000000000001e-08	-5.66000000000017e-08	6.8699999999999e-07
-0.11	8.88000000000001e-10	2.54400000000002e-09	9.47399999999999e-09	3.46000000000002e-08	-4.66000000000027e-08	4.3799999999999e-07
-0.105	9.82000000000001e-10	2.46599999999999e-09	6.35199999999992e-09	2.61999999999999e-08	2.27999999999965e-08	-6.10000000000113e-08
-0.1	7.71999999999999e-10	2.38599999999998e-09	5.85399999999992e-09	1.63999999999999e-08	6.19999999999782e-09	-7.50000000000081e-08
