Vds	Gm_Vgs=0.15V	Gm_Vgs=0.3V	Gm_Vgs=0.45V	Gm_Vgs=0.6V	Gm_Vgs=0.75V	Gm_Vgs=0.9V
0	8.85999999999999e-09	1.284e-08	2.52e-08	5.91599999999998e-08	1.7808e-07	7.0192e-07
0.005	9.86333333333335e-09	1.37583333333333e-08	2.54116666666666e-08	5.93033333333332e-08	1.7698e-07	6.87366666666667e-07
0.01	1.0421e-08	1.3991e-08	2.5249e-08	5.82939999999999e-08	1.72404e-07	6.62156e-07
0.015	1.0774e-08	1.4102e-08	2.4977e-08	5.7236e-08	1.68012e-07	6.38148e-07
0.02	1.0959e-08	1.3992e-08	2.4485e-08	5.5404e-08	1.6221e-07	6.10652e-07
0.025	1.0854e-08	1.3564e-08	2.391e-08	5.298e-08	1.55938e-07	5.83266e-07
0.03	1.0641e-08	1.3122e-08	2.3281e-08	5.1035e-08	1.4985e-07	5.56998e-07
0.035	1.0451e-08	1.2813e-08	2.2582e-08	4.9353e-08	1.43742e-07	5.31514e-07
0.04	1.0228e-08	1.2514e-08	2.1922e-08	4.7372e-08	1.37846e-07	5.07528e-07
0.045	9.97100000000001e-09	1.2233e-08	2.1329e-08	4.5941e-08	1.3238e-07	4.8469e-07
0.05	9.69400000000001e-09	1.195e-08	2.0801e-08	4.4948e-08	1.27048e-07	4.62064e-07
0.055	9.43300000000001e-09	1.1669e-08	2.0361e-08	4.339e-08	1.21946e-07	4.40386e-07
0.06	9.18600000000001e-09	1.1469e-08	1.9818e-08	4.1717e-08	1.17054e-07	4.19852e-07
0.065	9.03e-09	1.1287e-08	1.9303e-08	4.0608e-08	1.1234e-07	3.999e-07
0.07	9.013e-09	1.1103e-08	1.8935e-08	3.9535e-08	1.07992e-07	3.81468e-07
0.075	9.046e-09	1.0965e-08	1.845e-08	3.8209e-08	1.03886e-07	3.64904e-07
0.08	8.988e-09	1.0869e-08	1.7914e-08	3.7055e-08	9.9954e-08	3.49166e-07
0.085	8.966e-09	1.0728e-08	1.7549e-08	3.6056e-08	9.6296e-08	3.34314e-07
0.09	8.99800000000001e-09	1.0454e-08	1.727e-08	3.4923e-08	9.282e-08	3.20332e-07
0.095	8.916e-09	1.0228e-08	1.6931e-08	3.3883e-08	8.9414e-08	3.06302e-07
0.1	8.815e-09	1.0143e-08	1.6594e-08	3.3208e-08	8.6128e-08	2.92556e-07
0.105	8.767e-09	9.99200000000001e-09	1.6301e-08	3.2535e-08	8.3018e-08	2.79812e-07
0.11	8.731e-09	9.793e-09	1.5908e-08	3.1642e-08	8.0172e-08	2.67776e-07
0.115	8.678e-09	9.70499999999999e-09	1.5344e-08	3.0759e-08	7.7404e-08	2.55976e-07
0.12	8.609e-09	9.68299999999999e-09	1.4944e-08	2.993e-08	7.4636e-08	2.45054e-07
0.125	8.48999999999999e-09	9.614e-09	1.4762e-08	2.8999e-08	7.2138e-08	2.34908e-07
0.13	8.427e-09	9.563e-09	1.4388e-08	2.8069e-08	6.9754e-08	2.24806e-07
0.135	8.46800000000001e-09	9.556e-09	1.3971e-08	2.7411e-08	6.7256e-08	2.15204e-07
0.14	8.50700000000001e-09	9.48700000000001e-09	1.3694e-08	2.6864e-08	6.5082e-08	2.06224e-07
0.145	8.478e-09	9.30700000000001e-09	1.3339e-08	2.6125e-08	6.3164e-08	1.97488e-07
0.15	8.44700000000001e-09	9.122e-09	1.3017e-08	2.5346e-08	6.0899e-08	1.89104e-07
0.155	8.417e-09	9.03099999999999e-09	1.2866e-08	2.4741e-08	5.858e-08	1.81286e-07
0.16	8.328e-09	8.984e-09	1.2731e-08	2.413e-08	5.6623e-08	1.73714e-07
0.165	8.305e-09	8.98100000000001e-09	1.2617e-08	2.3416e-08	5.4682e-08	1.66486e-07
