Vgs	Gm_Vds=0.15V	Gm_Vds=0.3V	Gm_Vds=0.45V	Gm_Vds=0.6V	Gm_Vds=0.75V	Gm_Vds=0.9V
-0.3	-6.83999999999994e-09	-1.6484e-08	-2.34399999999999e-08	-3.05999999999999e-08	-3.66800000000001e-08	-5.62399999999997e-08
-0.295	-6.91499999999996e-09	-1.50866666666667e-08	-2.33233333333333e-08	-3.05849999999999e-08	-3.92433333333334e-08	-5.52766666666665e-08
-0.29	-6.77499999999999e-09	-1.44159e-08	-2.3026e-08	-3.0417e-08	-3.66520000000001e-08	-5.3748e-08
-0.285	-6.648e-09	-1.36509e-08	-2.2676e-08	-3.026e-08	-3.56560000000001e-08	-5.26600000000001e-08
-0.28	-6.47400000000001e-09	-1.33356e-08	-2.2492e-08	-3.0026e-08	-3.452e-08	-5.14760000000001e-08
-0.275	-6.34500000000002e-09	-1.31322e-08	-2.2163e-08	-2.9706e-08	-3.281e-08	-5.03420000000001e-08
-0.27	-6.25400000000001e-09	-1.27177e-08	-2.1585e-08	-2.9395e-08	-3.2726e-08	-4.9466e-08
-0.265	-6.075e-09	-1.25447e-08	-2.1212e-08	-2.9091e-08	-3.4498e-08	-4.87359999999999e-08
-0.26	-5.907e-09	-1.23423e-08	-2.0981e-08	-2.8733e-08	-3.4896e-08	-4.85259999999999e-08
-0.255	-5.827e-09	-1.18271e-08	-2.0617e-08	-2.8398e-08	-3.42579999999999e-08	-4.82859999999999e-08
-0.25	-5.731e-09	-1.14511e-08	-2.0223e-08	-2.8181e-08	-3.4304e-08	-4.69439999999999e-08
-0.245	-5.566e-09	-1.12515e-08	-1.9886e-08	-2.7963e-08	-3.3198e-08	-4.5698e-08
-0.24	-5.381e-09	-1.10216e-08	-1.9623e-08	-2.7644e-08	-3.1248e-08	-4.50300000000001e-08
-0.235	-5.24300000000001e-09	-1.08293e-08	-1.9368e-08	-2.7311e-08	-3.0946e-08	-4.3766e-08
-0.23	-5.132e-09	-1.06506e-08	-1.9006e-08	-2.7084e-08	-3.1766e-08	-4.3214e-08
-0.225	-4.91299999999999e-09	-1.04512e-08	-1.8549e-08	-2.6859e-08	-3.1928e-08	-4.4572e-08
-0.22	-4.669e-09	-1.02338e-08	-1.8174e-08	-2.6583e-08	-3.1786e-08	-4.45799999999999e-08
-0.215	-4.661e-09	-9.889e-09	-1.7933e-08	-2.6379e-08	-3.2298e-08	-4.25979999999999e-08
-0.21	-4.663e-09	-9.5581e-09	-1.7607e-08	-2.6207e-08	-3.2876e-08	-4.1332e-08
-0.205	-4.471e-09	-9.3179e-09	-1.7134e-08	-2.5881e-08	-3.1842e-08	-4.0812e-08
-0.2	-4.28900000000001e-09	-9.0249e-09	-1.6815e-08	-2.5448e-08	-3.0298e-08	-3.9742e-08
-0.195	-4.178e-09	-8.7511e-09	-1.6615e-08	-2.5111e-08	-3.0324e-08	-3.86500000000001e-08
-0.19	-4.00299999999999e-09	-8.5931e-09	-1.6191e-08	-2.4849e-08	-3.053e-08	-3.8678e-08
-0.185	-3.85399999999999e-09	-8.41279999999999e-09	-1.5807e-08	-2.4475e-08	-2.9936e-08	-3.8662e-08
-0.18	-3.801e-09	-8.1827e-09	-1.5616e-08	-2.404e-08	-2.954e-08	-3.749e-08
-0.175	-3.761e-09	-7.9458e-09	-1.5345e-08	-2.3694e-08	-2.9632e-08	-3.6368e-08
-0.17	-3.786e-09	-7.76700000000001e-09	-1.5065e-08	-2.3399e-08	-2.949e-08	-3.6578e-08
-0.165	-3.75e-09	-7.64790000000001e-09	-1.4795e-08	-2.3134e-08	-2.8734e-08	-3.6932e-08
-0.16	-3.596e-09	-7.419e-09	-1.4501e-08	-2.2883e-08	-2.813e-08	-3.6518e-08
-0.155	-3.419e-09	-7.206e-09	-1.4262e-08	-2.2704e-08	-2.8334e-08	-3.59599999999999e-08
-0.15	-3.19699999999999e-09	-7.166e-09	-1.4018e-08	-2.259e-08	-2.8779e-08	-3.54559999999999e-08
-0.145	-2.93499999999999e-09	-7.052e-09	-1.3703e-08	-2.2317e-08	-2.9202e-08	-3.5022e-08
-0.14	-2.833e-09	-6.815e-09	-1.3344e-08	-2.188e-08	-2.9352e-08	-3.4628e-08
-0.135	-2.804e-09	-6.708e-09	-1.29417e-08	-2.1562e-08	-2.902e-08	-3.43400000000001e-08
-0.13	-2.658e-09	-6.557e-09	-1.25594e-08	-2.1235e-08	-2.8751e-08	-3.46080000000001e-08
-0.125	-2.55500000000001e-09	-6.264e-09	-1.22606e-08	-2.0771e-08	-2.8357e-08	-3.47400000000001e-08
-0.12	-2.432e-09	-6.084e-09	-1.20923e-08	-2.0466e-08	-2.7447e-08	-3.3836e-08
-0.115	-2.242e-09	-5.981e-09	-1.20554e-08	-2.0179e-08	-2.6642e-08	-3.3022e-08
-0.11	-2.104e-09	-5.806e-09	-1.18851e-08	-1.9759e-08	-2.6368e-08	-3.2716e-08
-0.105	-2.131e-09	-5.653e-09	-1.15935e-08	-1.9494e-08	-2.6216e-08	-3.1942e-08
-0.1	-2.299e-09	-5.514e-09	-1.13544e-08	-1.927e-08	-2.6005e-08	-3.1336e-08
-0.095	-2.396e-09	-5.216e-09	-1.09828e-08	-1.8839e-08	-2.5831e-08	-3.1686e-08
-0.09	-2.36799999999999e-09	-4.981e-09	-1.0542e-08	-1.8491e-08	-2.5674e-08	-3.182e-08
-0.085	-2.272e-09	-4.951e-09	-1.03704e-08	-1.8248e-08	-2.5475e-08	-3.1446e-08
-0.08	-2.193e-09	-4.89e-09	-1.02989e-08	-1.7822e-08	-2.5168e-08	-3.1154e-08
