Vgs	Gm_Vds=0.01V	Gm_Vds=0.02V	Gm_Vds=0.03V	Gm_Vds=0.04V	Gm_Vds=0.05V	Gm_Vds=0.06V	Gm_Vds=0.07V	Gm_Vds=0.08V	Gm_Vds=0.09V	Gm_Vds=0.1V
-0.3	-3.37999999999996e-09	-2.9199999999999e-09	-3.28000000000001e-09	-4.57999999999999e-09	-4.57999999999999e-09	-5.27999999999996e-09	-5.48000000000002e-09	-4.94000000000002e-09	-6.30000000000002e-09	-6.43999999999998e-09
-0.295	-3.38333333333331e-09	-3.36166666666661e-09	-3.57000000000002e-09	-4.36999999999999e-09	-4.42499999999998e-09	-4.88833333333332e-09	-5.17333333333333e-09	-4.99833333333334e-09	-5.70333333333334e-09	-5.62e-09
-0.29	-3.229e-09	-3.20899999999998e-09	-3.53100000000002e-09	-3.89299999999999e-09	-4.40699999999999e-09	-4.53799999999999e-09	-4.75200000000001e-09	-4.80000000000001e-09	-5.33500000000002e-09	-5.46800000000001e-09
-0.285	-3.15800000000001e-09	-3.19099999999999e-09	-3.51400000000002e-09	-3.67099999999999e-09	-4.10999999999999e-09	-4.299e-09	-4.414e-09	-4.73000000000001e-09	-5.06600000000002e-09	-5.19200000000001e-09
-0.28	-3.039e-09	-3.20199999999999e-09	-3.485e-09	-3.42599999999999e-09	-3.74299999999999e-09	-4.09e-09	-4.06400000000001e-09	-4.606e-09	-4.83000000000002e-09	-5.02600000000001e-09
-0.275	-2.784e-09	-3.10399999999999e-09	-3.30599999999999e-09	-3.292e-09	-3.562e-09	-3.975e-09	-3.91300000000002e-09	-4.45200000000001e-09	-4.59900000000002e-09	-4.98400000000001e-09
-0.27	-2.646e-09	-3.00499999999999e-09	-3.17199999999998e-09	-3.353e-09	-3.35e-09	-3.85000000000002e-09	-3.79600000000001e-09	-4.31200000000001e-09	-4.42800000000001e-09	-4.898e-09
-0.265	-2.66699999999999e-09	-2.96299999999999e-09	-3.16199999999997e-09	-3.461e-09	-3.09699999999999e-09	-3.67000000000001e-09	-3.656e-09	-4.21299999999999e-09	-4.409e-09	-4.785e-09
-0.26	-2.63699999999999e-09	-2.869e-09	-3.05899999999998e-09	-3.473e-09	-3.06699999999999e-09	-3.54999999999999e-09	-3.76700000000001e-09	-4.06099999999999e-09	-4.37899999999999e-09	-4.517e-09
-0.255	-2.56600000000001e-09	-2.69500000000001e-09	-2.97599999999999e-09	-3.275e-09	-3.19900000000001e-09	-3.499e-09	-3.89099999999999e-09	-3.79299999999999e-09	-4.19799999999998e-09	-4.178e-09
