Vgs	Gm_Vds=0.15V	Gm_Vds=0.3V	Gm_Vds=0.45V	Gm_Vds=0.6V	Gm_Vds=0.75V	Gm_Vds=0.9V
-0.3	-7.60000000000014e-08	-5.2000000000006e-08	2.432e-06	1.45999999999998e-06	5.94000000000002e-06	1.36000000000002e-06
-0.295	7.1333333333333e-08	3.16666666666664e-07	1.96366666666667e-06	1.43666666666666e-06	4.94000000000001e-06	8.8500000000002e-07
-0.29	1.092e-07	4.27399999999999e-07	1.4752e-06	1.617e-06	3.87300000000001e-06	2.15300000000002e-06
-0.285	1.82600000000001e-07	5.152e-07	1.091e-06	1.805e-06	3.069e-06	2.53400000000002e-06
-0.28	2.55400000000001e-07	5.65200000000001e-07	8.18600000000003e-07	1.855e-06	2.451e-06	3.15200000000001e-06
-0.275	2.724e-07	5.202e-07	8.31400000000001e-07	1.9e-06	2.411e-06	4.11100000000001e-06
-0.27	2.52e-07	4.952e-07	9.768e-07	1.972e-06	2.622e-06	4.517e-06
-0.265	2.494e-07	5.36e-07	1.1094e-06	1.797e-06	2.697e-06	4.59099999999999e-06
-0.26	2.566e-07	5.68199999999999e-07	1.2156e-06	1.513e-06	2.945e-06	4.83599999999999e-06
-0.255	2.30599999999999e-07	5.998e-07	1.2564e-06	1.537e-06	3.264e-06	5.05499999999999e-06
-0.25	2.13799999999999e-07	6.366e-07	1.2358e-06	1.702e-06	3.3e-06	5.23499999999999e-06
-0.245	2.66e-07	5.93599999999999e-07	1.2026e-06	1.767e-06	3.384e-06	5.27999999999999e-06
-0.24	3.1e-07	5.458e-07	1.143e-06	1.866e-06	3.696e-06	5.285e-06
-0.235	2.844e-07	5.60199999999999e-07	1.0942e-06	2.069e-06	3.775e-06	5.418e-06
-0.23	2.752e-07	4.996e-07	1.1172e-06	2.181e-06	3.57999999999999e-06	5.064e-06
-0.225	3.042e-07	4.282e-07	1.133e-06	2.144e-06	3.323e-06	4.567e-06
-0.22	3.072e-07	4.894e-07	1.1442e-06	2.098e-06	3.132e-06	4.737e-06
-0.215	3.114e-07	5.864e-07	1.272e-06	2.12e-06	3.10300000000001e-06	5.265e-06
-0.21	3.53800000000001e-07	6.08000000000001e-07	1.4306e-06	2.164e-06	3.14500000000001e-06	5.936e-06
-0.205	3.70600000000001e-07	6.514e-07	1.4216e-06	2.166e-06	3.51400000000001e-06	7.268e-06
-0.2	3.762e-07	7.424e-07	1.3714e-06	2.24300000000001e-06	4.114e-06	8.612e-06
-0.195	4.124e-07	7.63600000000001e-07	1.4682e-06	2.359e-06	4.304e-06	8.817e-06
