Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	3.662194e-06	0.000484446	0.01563133	0.03753108	0.05200978	0.06135678
0.005	3.515974e-06	0.0004643296	0.01540438	0.0432738	0.06452872	0.0786
0.01	3.262572e-06	0.0004317514	0.01497006	0.05068596	0.08088464	0.100775
0.015	2.944778e-06	0.0003910682	0.01437233	0.05788512	0.09696736	0.1224783
0.02	2.623962e-06	0.0003471858	0.01358918	0.06089552	0.1048621	0.133838
0.025	2.335746e-06	0.000307058	0.0126622	0.05768052	0.1002674	0.1288411
0.03	2.092168e-06	0.000273072	0.0117974	0.054365	0.0952312	0.1226656
0.035	1.8973e-06	0.000244779	0.0110516	0.0530446	0.09418	0.121692
0.04	1.718758e-06	0.000221131	0.010339	0.0516392	0.09315	0.121022
0.045	1.55678e-06	0.00020152	0.0096514	0.05021	0.092028	0.120292
0.05	1.435798e-06	0.000186071	0.0090214	0.048834	0.090854	0.119556
0.055	1.334602e-06	0.00017322	0.0084436	0.04743	0.089662	0.118742
0.06	1.255568e-06	0.0001619	0.0079038	0.046046	0.088508	0.117926
0.065	1.2132e-06	0.00015196	0.0074028	0.044682	0.087278	0.117054
0.07	1.1722e-06	0.00014344	0.0069448	0.043298	0.086008	0.116132
0.075	1.1334e-06	0.00013666	0.0065266	0.041938	0.084802	0.11527
0.08	1.1084e-06	0.00013088	0.0061394	0.040626	0.083572	0.114428
0.085	1.0784e-06	0.00012604	0.0057886	0.039326	0.08233	0.113788
0.09	1.056e-06	0.00012336	0.0054726	0.038066	0.081142	0.113388
0.095	1.0658e-06	0.0001219	0.0051782	0.036852	0.079908	0.112684
0.1	1.0798e-06	0.00012006	0.0049076	0.035614	0.078634	0.111696
0.105	1.0722e-06	0.00011792	0.004669	0.03438	0.077396	0.110836
0.11	1.0624e-06	0.00011616	0.00445	0.033194	0.076146	0.109752
0.115	1.0554e-06	0.00011562	0.0042516	0.032038	0.074916	0.108352
0.12	1.0458e-06	0.00011512	0.0040824	0.030882	0.073464	0.10716
0.125	1.0416e-06	0.00011432	0.0039338	0.029768	0.072154	0.1062
0.13	1.0662e-06	0.0001154	0.0038014	0.028698	0.071354	0.10516
0.135	1.107e-06	0.00011738	0.0036812	0.027656	0.07031	0.1041
0.14	1.1348e-06	0.00011742	0.0035694	0.02664	0.068942	0.1031
0.145	1.1472e-06	0.00011724	0.0035164	0.02563	0.067854	0.10212
0.15	1.142e-06	0.00011786	0.003428	0.02465	0.066572	0.10112
0.155	1.126e-06	0.00011756	0.0032338	0.02375	0.064718	0.10006
0.16	1.128e-06	0.00011704	0.0031318	0.022848	0.06308	0.09896
0.165	1.1466e-06	0.00011714	0.0031054	0.02191	0.0618	0.09788
0.17	1.1592e-06	0.00011654	0.0029924	0.021084	0.0605	0.09684
0.175	1.1796e-06	0.00011608	0.0029164	0.020298	0.05912	0.09572
0.18	1.2026e-06	0.00011818	0.002948	0.019442	0.05778	0.09452
0.185	1.2106e-06	0.00011974	0.002906	0.018616	0.05652	0.09332
0.19	1.2224e-06	0.0001181	0.00281	0.017862	0.05516	0.09212
0.195	1.24e-06	0.0001163	0.002746	0.017088	0.05376	0.09092
0.2	1.2288e-06	0.0001153	0.002674	0.016342	0.0525	0.0898
0.205	1.2036e-06	0.0001127	0.002612	0.015686	0.05128	0.08876
0.21	1.19e-06	0.00011104	0.002562	0.015072	0.04996	0.08766
0.215	1.1598e-06	0.00011222	0.002548	0.014524	0.04862	0.08646
0.22	1.1114e-06	0.00011294	0.002538	0.013958	0.04734	0.08526
0.225	1.0792e-06	0.00011194	0.00246	0.013332	0.04604	0.08402
0.23	1.0566e-06	0.00010948	0.002374	0.012752	0.04466	0.08258
0.235	1.0446e-06	0.00010628	0.002302	0.012214	0.04334	0.0812
0.24	1.058e-06	0.00010442	0.002268	0.011684	0.04214	0.08004
0.245	1.0752e-06	0.00010316	0.002268	0.011224	0.04096	0.0788
0.25	1.0956e-06	0.00010032	0.002218	0.010784	0.03974	0.07746
0.255	1.125e-06	9.924e-05	0.002152	0.01029	0.03852	0.07628
0.26	1.1186e-06	0.00010022	0.002086	0.009812	0.03752	0.07512
0.265	1.0726e-06	9.886e-05	0.001928	0.009328	0.03652	0.07378
0.27	1.034e-06	9.658e-05	0.001776	0.009016	0.03508	0.07254
0.275	1.0088e-06	9.73e-05	0.001776	0.00882	0.03366	0.07146
0.28	9.836e-07	9.842e-05	0.001788	0.008412	0.0325	0.0703
0.285	9.57e-07	9.572e-05	0.001878	0.008024	0.03116	0.06882
0.29	9.624e-07	9.142e-05	0.002096	0.007794	0.02982	0.06712
0.295	9.99e-07	8.866e-05	0.002082	0.007432	0.02884	0.06552
0.3	1.0052e-06	8.666e-05	0.001846	0.00701	0.02798	0.06418
