Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.074206	0.3113	0.3567
20	0.099278	0.3158	0.357
30	0.122081	0.3201	0.3589
40	0.142461	0.323	0.3594
50	0.162684	0.3272	0.3618
60	0.182962	0.3312	0.3628
70	0.200913	0.3351	0.3635
80	0.216189	0.3378	0.3637
90	0.231952	0.3404	0.3638
100	0.246531	0.3449	0.3631
150	0.303738	0.3577	0.3559
300	0.367791	0.3696	0.3382
450	0.369192	0.3625	0.3285
600	0.363427	0.3545	0.3202
750	0.356759	0.345	0.3115
900	0.349045	0.3323	0.3034
