Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.277358	0.3429	0.3725
20	0.286986	0.346	0.3703
30	0.296215	0.35	0.3713
40	0.304511	0.355	0.3722
50	0.312554	0.3578	0.3737
60	0.319912	0.3607	0.3749
70	0.327043	0.3635	0.3757
80	0.33371	0.3671	0.3764
90	0.339895	0.3704	0.3768
100	0.345781	0.373	0.3761
150	0.3683	0.385	0.3709
300	0.392326	0.4004	0.3487
450	0.389083	0.4	0.3415
600	0.383423	0.3878	0.3332
750	0.37753	0.3809	0.3264
900	0.370216	0.3701	0.3195
