Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.205191	0.3118	0.3433
20	0.217804	0.315	0.3445
30	0.230052	0.3192	0.3454
40	0.240781	0.3231	0.3476
50	0.251238	0.3263	0.3498
60	0.261269	0.3291	0.3501
70	0.270141	0.3334	0.3507
80	0.278879	0.3352	0.3503
90	0.28688	0.3384	0.35
100	0.294261	0.342	0.3493
150	0.323267	0.3511	0.3377
300	0.351695	0.3556	0.3114
450	0.34621	0.3429	0.2953
600	0.336187	0.3305	0.281
750	0.32503	0.3159	0.2715
900	0.312789	0.2993	0.2588
