Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.305312	0.3507	0.3715
20	0.314181	0.3541	0.3719
30	0.321611	0.3579	0.3738
40	0.328604	0.3621	0.3753
50	0.335398	0.3651	0.3765
60	0.341521	0.3688	0.3779
70	0.34741	0.3723	0.3778
80	0.352697	0.3758	0.3789
90	0.357717	0.3791	0.3779
100	0.362144	0.3814	0.3781
150	0.379178	0.3927	0.3722
300	0.394863	0.4053	0.3518
450	0.391175	0.3989	0.3424
600	0.385197	0.3891	0.3336
750	0.378834	0.3804	0.3257
900	0.372009	0.3699	0.3187
