Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.403467	0.414	0.3858
20	0.407985	0.4176	0.399
30	0.41158	0.419	0.4041
40	0.415162	0.4244	0.4085
50	0.418325	0.4312	0.411
60	0.421136	0.4323	0.4131
70	0.423783	0.4369	0.4157
80	0.426273	0.4393	0.4139
90	0.42857	0.4442	0.4166
100	0.430673	0.4473	0.4185
150	0.437995	0.4615	0.4131
300	0.442423	0.4987	0.395
450	0.439599	0.5028	0.3883
600	0.43649	0.4992	0.3817
750	0.433517	0.4878	0.3774
900	0.430629	0.4874	0.3712
