Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.396429	0.4073	0.4099
20	0.401493	0.4124	0.4066
30	0.405538	0.4163	0.4086
40	0.409257	0.4198	0.4115
50	0.412702	0.4226	0.4143
60	0.416003	0.4265	0.417
70	0.419085	0.4314	0.418
80	0.421807	0.4345	0.419
90	0.424418	0.4381	0.4201
100	0.426855	0.442	0.4207
150	0.435493	0.4575	0.4167
300	0.442053	0.4929	0.3996
450	0.439341	0.4978	0.3921
600	0.436178	0.4922	0.3863
750	0.433009	0.4878	0.3798
900	0.429947	0.4794	0.3753
