Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.135671	0.3013	0.3422
20	0.150459	0.3065	0.3413
30	0.167039	0.3088	0.3424
40	0.182224	0.3109	0.3437
50	0.195375	0.3158	0.345
60	0.209128	0.319	0.3455
70	0.222167	0.3206	0.3465
80	0.233913	0.3246	0.3471
90	0.246242	0.3278	0.3461
100	0.256326	0.3302	0.3448
150	0.296137	0.3407	0.3344
300	0.342801	0.3479	0.3083
450	0.34066	0.3345	0.2933
600	0.331152	0.3208	0.2782
750	0.319928	0.3068	0.2662
900	0.30712	0.2938	0.2535
