gds,Vg=0V	gds,Vg=0.15V	gds,Vg=0.3V	gds,Vg=0.45V	gds,Vg=0.6V	gds,Vg=0.75V	gds,Vg=0.9V
1.0495e-06	9.4004e-05	0.00672028	0.0193604	0.0158484	0.175688	0.196136
9.9847e-07	9.0386e-05	0.00622754	0.0646488	0.1302804	0.1741	0.193614
8.868e-07	9.0504e-05	0.005606	0.0865946	0.1900562	0.173016	0.192786
7.8542e-07	8.063e-05	0.0051864	0.0619	0.1332	0.17212	0.19232
7.0442e-07	6.618e-05	0.0048226	0.058774	0.13004	0.17006	0.18992
6.313e-07	6.161e-05	0.0043368	0.05652	0.1294	0.17012	0.19098
5.778e-07	5.443e-05	0.003814	0.05442	0.12782	0.16956	0.19104
5.33179999999999e-07	4.998e-05	0.003574	0.05204	0.1259	0.16838	0.19048
4.827e-07	4.675e-05	0.003298	0.04974	0.12388	0.16682	0.18936
4.5556e-07	4.339e-05	0.003038	0.04756	0.12178	0.16606	0.18918
4.2572e-07	4.05e-05	0.002832	0.04546	0.11996	0.16512	0.18852
3.9344e-07	3.933e-05	0.002654	0.04344	0.11786	0.16366	0.1874
3.985e-07	3.609e-05	0.002488	0.04148	0.11564	0.16288	0.18798
3.7852e-07	3.292e-05	0.00236	0.03968	0.11376	0.16304	0.1879
3.6418e-07	3.15e-05	0.00225	0.0378	0.11156	0.16118	0.1862
3.7148e-07	3.24e-05	0.002134	0.0357	0.1089	0.158	0.1834
3.55959999999999e-07	3.395e-05	0.00207	0.03436	0.1078	0.1582	0.1844
3.3446e-07	3.268e-05	0.002014	0.033	0.10532	0.1566	0.1838
3.2532e-07	2.971e-05	0.00195	0.03144	0.10322	0.155	0.1828
3.4284e-07	2.826e-05	0.001888	0.02978	0.10318	0.1536	0.1822
3.4996e-07	3.056e-05	0.001774	0.0288	0.10048	0.1526	0.1816
3.4194e-07	3.05e-05	0.001736	0.0273600000000001	0.0959999999999999	0.151	0.1806
3.426e-07	2.988e-05	0.001778	0.02632	0.0944	0.149	0.1786
3.25819999999999e-07	2.928e-05	0.001738	0.0251599999999999	0.0924000000000002	0.1484	0.1784
3.3044e-07	3.07199999999999e-05	0.001688	0.02386	0.0902	0.1472	0.1778
3.573e-07	3.125e-05	0.00171	0.0231	0.0879999999999998	0.1448	0.177
3.66419999999999e-07	3.027e-05	0.001688	0.0222199999999999	0.0852	0.1424	0.1752
3.39719999999999e-07	2.96e-05	0.001694	0.0212999999999999	0.0835999999999999	0.1424	0.1748
3.39880000000001e-07	2.86300000000001e-05	0.00167	0.02004	0.0814000000000002	0.1404	0.1744
3.49060000000001e-07	3.131e-05	0.001586	0.0198400000000001	0.0794000000000001	0.1384	0.1738
3.56e-07	3.18499999999999e-05	0.001588	0.01908	0.0771999999999998	0.137	0.1718
