vd	id_vg = 0V	ig_vg = 0V	is_vg = 0V	iavdd_vg = 0V	ignd_vg = 0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-1.5836e-05	1.121e-11	1.5744e-05	5.1926e-07	-4.4016e-07	-1.5224e-05	8.89e-12	1.5048e-05	5.2406e-07	-4.4478e-07	-1.5472e-05	-1.079e-11	1.5448e-05	5.2538e-07	-4.4606e-07	-1.4962e-05	-5.03e-12	1.4872e-05	5.2626e-07	-4.4696e-07	-1.482e-05	-7.91e-12	1.474e-05	5.2688e-07	-4.4748e-07	-1.481e-05	5.09e-12	1.4814e-05	5.2754e-07	-4.4794e-07	-1.4878e-05	1.433e-11	1.4968e-05	5.2798e-07	-4.4844e-07
0.005	-1.5204e-05	1.72e-11	1.5196e-05	5.185e-07	-4.403e-07	-1.482e-05	-8.19e-12	1.4714e-05	5.229e-07	-4.4476e-07	-1.5266e-05	5.24e-12	1.4996e-05	5.2422e-07	-4.4604e-07	-1.4624e-05	-8.1e-13	1.448e-05	5.2522e-07	-4.4704e-07	-1.4528e-05	8.4e-13	1.438e-05	5.2556e-07	-4.475e-07	-1.4524e-05	-7.3e-13	1.4472e-05	5.2618e-07	-4.4798e-07	-1.4668e-05	-1.102e-11	1.458e-05	5.2672e-07	-4.4848e-07
0.01	-1.5034e-05	4.09e-12	1.4822e-05	5.1722e-07	-4.4036e-07	-1.453e-05	7.29e-12	1.4344e-05	5.2166e-07	-4.4482e-07	-1.4824e-05	-1.26e-12	1.4696e-05	5.23e-07	-4.4614e-07	-1.434e-05	1.1e-13	1.4116e-05	5.2412e-07	-4.47e-07	-1.4192e-05	4.34e-12	1.4034e-05	5.2438e-07	-4.476e-07	-1.4104e-05	-1.951e-11	1.3976e-05	5.251e-07	-4.4804e-07	-1.4402e-05	-4.59e-12	1.4116e-05	5.2556e-07	-4.4848e-07
0.015	-1.471e-05	-2.27e-12	1.441e-05	5.1624e-07	-4.4046e-07	-1.4082e-05	4.3e-13	1.402e-05	5.206e-07	-4.4484e-07	-1.454e-05	-1.735e-11	1.4322e-05	5.2196e-07	-4.4612e-07	-1.397e-05	6.84e-12	1.384e-05	5.2282e-07	-4.4692e-07	-1.382e-05	5.86e-12	1.3642e-05	5.2346e-07	-4.4766e-07	-1.387e-05	-4.27e-12	1.3712e-05	5.2384e-07	-4.4802e-07	-1.3942e-05	7.18e-12	1.385e-05	5.244e-07	-4.4852e-07
0.02	-1.4182e-05	-8.39e-12	1.4142e-05	5.1508e-07	-4.4046e-07	-1.3848e-05	3.27e-12	1.3712e-05	5.1944e-07	-4.4486e-07	-1.4132e-05	-7.35e-12	1.4114e-05	5.2096e-07	-4.4616e-07	-1.3636e-05	9.17e-12	1.3496e-05	5.2182e-07	-4.4696e-07	-1.3596e-05	-1.877e-11	1.3418e-05	5.2222e-07	-4.476e-07	-1.3512e-05	-9.65e-12	1.3358e-05	5.2258e-07	-4.4806e-07	-1.363e-05	-1.06e-12	1.3388e-05	5.231e-07	-4.485e-07
0.025	-1.399e-05	-1.232e-11	1.3772e-05	5.1404e-07	-4.406e-07	-1.3426e-05	-1.332e-11	1.338e-05	5.1824e-07	-4.448e-07	-1.3866e-05	-9.68e-12	1.3722e-05	5.1962e-07	-4.4612e-07	-1.331e-05	-1.23e-12	1.3152e-05	5.2044e-07	-4.4696e-07	-1.322e-05	-4.33e-12	1.3114e-05	5.2138e-07	-4.4782e-07	-1.3256e-05	-8.18e-12	1.3058e-05	5.2156e-07	-4.4806e-07	-1.3336e-05	1.39e-12	1.3146e-05	5.2184e-07	-4.4872e-07
0.03	-1.3676e-05	-1.789e-11	1.3354e-05	5.1302e-07	-4.407e-07	-1.3236e-05	-3.7e-13	1.304e-05	5.1704e-07	-4.4486e-07	-1.3548e-05	-6.16e-12	1.34e-05	5.1856e-07	-4.4624e-07	-1.3034e-05	1.395e-11	1.286e-05	5.1934e-07	-4.4702e-07	-1.2898e-05	-8e-13	1.276e-05	5.2008e-07	-4.476e-07	-1.2876e-05	2.07e-12	1.2754e-05	5.2044e-07	-4.481e-07	-1.3038e-05	-1.07e-12	1.279e-05	5.2096e-07	-4.4854e-07
0.035	-1.319e-05	-2.77e-12	1.323e-05	5.1194e-07	-4.4072e-07	-1.2906e-05	-1.295e-11	1.2766e-05	5.1596e-07	-4.4488e-07	-1.3172e-05	7.28e-12	1.3008e-05	5.1738e-07	-4.4622e-07	-1.2722e-05	1.461e-11	1.2596e-05	5.1846e-07	-4.4696e-07	-1.2616e-05	-1.1e-12	1.2502e-05	5.1888e-07	-4.4766e-07	-1.2582e-05	5.69e-12	1.2504e-05	5.1934e-07	-4.48e-07	-1.2656e-05	3.22e-12	1.2574e-05	5.1954e-07	-4.4844e-07
0.04	-1.2942e-05	2.117e-11	1.2902e-05	5.1084e-07	-4.4078e-07	-1.2638e-05	-5.43e-12	1.2468e-05	5.1486e-07	-4.4494e-07	-1.288e-05	2.285e-11	1.2856e-05	5.1636e-07	-4.462e-07	-1.2432e-05	5.04e-12	1.2248e-05	5.1716e-07	-4.4706e-07	-1.2428e-05	9.21e-12	1.2252e-05	5.1786e-07	-4.4768e-07	-1.2364e-05	-3.56e-12	1.2182e-05	5.1804e-07	-4.4818e-07	-1.2304e-05	2.21e-12	1.2232e-05	5.1846e-07	-4.4848e-07
0.045	-1.2744e-05	1.141e-11	1.2538e-05	5.0976e-07	-4.4082e-07	-1.2284e-05	4.25e-12	1.2116e-05	5.1386e-07	-4.4494e-07	-1.2846e-05	1.35e-12	1.2696e-05	5.1526e-07	-4.4626e-07	-1.2132e-05	2.89e-12	1.2052e-05	5.1616e-07	-4.472e-07	-1.222e-05	-1.58e-12	1.2038e-05	5.1664e-07	-4.4774e-07	-1.2028e-05	-4.97e-12	1.1948e-05	5.172e-07	-4.4812e-07	-1.209e-05	9.33e-12	1.1988e-05	5.177e-07	-4.4852e-07
