Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.358158	0.3923	0.4117
20	0.366785	0.3976	0.4083
30	0.374037	0.4023	0.4121
40	0.380678	0.4062	0.4149
50	0.386836	0.4102	0.416
60	0.392785	0.4146	0.4169
70	0.398098	0.4192	0.4174
80	0.403201	0.4221	0.419
90	0.407747	0.4263	0.4187
100	0.412073	0.4302	0.418
150	0.428082	0.4479	0.4143
300	0.44063	0.469	0.4035
450	0.43892	0.4642	0.3969
600	0.436207	0.4635	0.3937
750	0.433375	0.4575	0.3889
900	0.43034	0.4628	0.3815
