Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.320248	0.3631	-0.0304
20	0.328556	0.3666	-0.065
30	0.335259	0.3701	-0.1659
40	0.34182	0.3751	-0.0731
50	0.347869	0.3788	-0.1598
60	0.353557	0.3808	-0.1721
70	0.358933	0.3815	-0.1676
80	0.363836	0.3866	-0.1549
90	0.368348	0.3901	-0.1889
100	0.37247	0.393	-0.1064
150	0.387336	0.3999	-0.0927
300	0.398613	0.4038	-0.1893
450	0.395196	0.396	0.3346
600	0.390003	0.3764	0.3303
750	0.38405	0.3924	0.3346
900	0.378039	0.3699	0.3272
