|Vds|	Gm_|Vgs|=0.15V	Gm_|Vgs|=0.3V	Gm_|Vgs|=0.45V	Gm_|Vgs|=0.6V	Gm_|Vgs|=0.75V	Gm_|Vgs|=0.9V
0.9	2.82280000000001e-07	2.77279999999998e-07	2.688e-07	2.42039999999998e-07	2.28960000000001e-07	2.77639999999999e-07
0.895	2.97356666666667e-07	2.84416666666666e-07	2.76453333333333e-07	2.58679999999999e-07	2.4493e-07	2.7895e-07
0.89	3.0392e-07	2.88771999999999e-07	2.78062e-07	2.64077999999999e-07	2.54484e-07	2.81078e-07
0.885	3.0867e-07	2.92013999999999e-07	2.81582e-07	2.68448e-07	2.61616e-07	2.83094e-07
0.88	3.10578e-07	2.93374e-07	2.83374e-07	2.70744e-07	2.65892e-07	2.8388e-07
0.875	3.05476e-07	2.91804e-07	2.82104e-07	2.70572e-07	2.6542e-07	2.8342e-07
0.87	2.98814e-07	2.88852e-07	2.79528e-07	2.68996e-07	2.6258e-07	2.81786e-07
0.865	2.95398e-07	2.85354e-07	2.75676e-07	2.66388e-07	2.58844e-07	2.78628e-07
0.86	2.90756e-07	2.81054e-07	2.69856e-07	2.62722e-07	2.54912e-07	2.7434e-07
0.855	2.84774000000001e-07	2.75738e-07	2.63674e-07	2.57892e-07	2.51016e-07	2.6987e-07
0.85	2.81106000000001e-07	2.70558e-07	2.59618e-07	2.5195e-07	2.4699e-07	2.65746e-07
0.845	2.78054000000001e-07	2.66212e-07	2.56118e-07	2.46434e-07	2.44254000000001e-07	2.62298e-07
0.84	2.73608000000001e-07	2.62082000000001e-07	2.51796000000001e-07	2.42354000000001e-07	2.42518000000001e-07	2.59246000000001e-07
0.835	2.68940000000001e-07	2.58342000000001e-07	2.48088000000001e-07	2.40188000000001e-07	2.40718000000001e-07	2.55736000000001e-07
0.83	2.64578e-07	2.55066e-07	2.4466e-07	2.3738e-07	2.38668e-07	2.52344e-07
0.825	2.60344e-07	2.51546e-07	2.4077e-07	2.3246e-07	2.36334e-07	2.49634e-07
0.82	2.55676e-07	2.4725e-07	2.36564e-07	2.2874e-07	2.33558e-07	2.46226e-07
0.815	2.49458e-07	2.42412e-07	2.32568e-07	2.25536e-07	2.31086e-07	2.41274e-07
0.81	2.43746e-07	2.3783e-07	2.28946e-07	2.20442e-07	2.2823e-07	2.36796e-07
0.805	2.39954e-07	2.34962e-07	2.25004e-07	2.15594e-07	2.24384e-07	2.329e-07
0.8	2.36074e-07	2.32378e-07	2.20002e-07	2.1296e-07	2.21224e-07	2.2785e-07
0.795	2.31522e-07	2.2861e-07	2.16602e-07	2.09992e-07	2.18628e-07	2.23718e-07
0.79	2.27808e-07	2.2416e-07	2.14712e-07	2.06338e-07	2.15136e-07	2.22386e-07
0.785	2.25032e-07	2.18854e-07	2.1072e-07	2.04204e-07	2.1205e-07	2.20664e-07
0.78	2.212e-07	2.12904e-07	2.06068e-07	2.02362e-07	2.1063e-07	2.1702e-07
0.775	2.166e-07	2.07682e-07	2.02878e-07	1.9936e-07	2.0918e-07	2.13916e-07
0.77	2.12532e-07	2.03674e-07	1.9894e-07	1.95638e-07	2.0698e-07	2.10918e-07
0.765	2.09066e-07	2.00406e-07	1.9417e-07	1.9171e-07	2.04528e-07	2.06526e-07
0.76	2.0575e-07	1.97682e-07	1.90864e-07	1.87562e-07	2.0231e-07	2.02482e-07
0.755	2.01918e-07	1.95062e-07	1.87614e-07	1.83886e-07	2.00058e-07	1.99748e-07
0.75	1.97474e-07	1.9247e-07	1.8346e-07	1.80554e-07	1.96506e-07	1.96684e-07
0.745	1.93192e-07	1.89658e-07	1.80434e-07	1.77074e-07	1.92712e-07	1.92788e-07
0.74	1.89576e-07	1.86144e-07	1.7839e-07	1.74754e-07	1.9043e-07	1.88794e-07
0.735	1.85652e-07	1.8179e-07	1.75792e-07	1.73026e-07	1.87462e-07	1.85166e-07
0.73	1.82114e-07	1.76956e-07	1.73072e-07	1.7043e-07	1.83448e-07	1.82214e-07
0.725	1.79268e-07	1.72166e-07	1.70274e-07	1.67712e-07	1.81278e-07	1.79512e-07
0.72	1.75822e-07	1.67912e-07	1.6626e-07	1.65434e-07	1.7907e-07	1.7685e-07
0.715	1.71942e-07	1.65062e-07	1.6198e-07	1.635e-07	1.75484e-07	1.74422e-07
0.71	1.68304e-07	1.63436e-07	1.58774e-07	1.61454e-07	1.72408e-07	1.71794e-07
0.705	1.65088e-07	1.61546e-07	1.558e-07	1.58774e-07	1.69318e-07	1.67882e-07
0.7	1.62796e-07	1.59288e-07	1.53128e-07	1.5637e-07	1.65626e-07	1.63582e-07
0.695	1.6118e-07	1.56704e-07	1.51008e-07	1.54788e-07	1.62448e-07	1.6088e-07
0.69	1.5893e-07	1.53438e-07	1.48492e-07	1.52496e-07	1.59578e-07	1.58808e-07
0.685	1.56308e-07	1.50232e-07	1.4617e-07	1.50068e-07	1.56904e-07	1.5609e-07
0.68	1.5336e-07	1.47154e-07	1.44116e-07	1.48724e-07	1.5549e-07	1.53592e-07
0.675	1.4941e-07	1.43808e-07	1.4132e-07	1.4739e-07	1.539e-07	1.51608e-07
0.67	1.45356e-07	1.41084e-07	1.38722e-07	1.45318e-07	1.5115e-07	1.49046e-07
0.665	1.42048e-07	1.38904e-07	1.36516e-07	1.42866e-07	1.48782e-07	1.4573e-07
0.66	1.39488e-07	1.36432e-07	1.33638e-07	1.40728e-07	1.46294e-07	1.4248e-07
0.655	1.37888e-07	1.33832e-07	1.3081e-07	1.39026e-07	1.42176e-07	1.39938e-07
0.65	1.3644e-07	1.30976e-07	1.28896e-07	1.37192e-07	1.38192e-07	1.38068e-07
0.645	1.33892e-07	1.2798e-07	1.26658e-07	1.3538e-07	1.35754e-07	1.36244e-07
0.64	1.3084e-07	1.2536e-07	1.23654e-07	1.34234e-07	1.33598e-07	1.34238e-07
0.635	1.28054e-07	1.2287e-07	1.21002e-07	1.33018e-07	1.3136e-07	1.32614e-07
0.63	1.24724e-07	1.20926e-07	1.1873e-07	1.30862e-07	1.29628e-07	1.30836e-07
0.625	1.21026e-07	1.19398e-07	1.16542e-07	1.27718e-07	1.28138e-07	1.27752e-07
0.62	1.19026e-07	1.17102e-07	1.15144e-07	1.24866e-07	1.26172e-07	1.24416e-07
0.615	1.17868e-07	1.1494e-07	1.13872e-07	1.22924e-07	1.23654e-07	1.21864e-07
0.61	1.15316e-07	1.1344e-07	1.11638e-07	1.20902e-07	1.21474e-07	1.19358e-07
0.605	1.12486e-07	1.11026e-07	1.09926e-07	1.19e-07	1.19306e-07	1.17056e-07
0.6	1.10784e-07	1.0815e-07	1.08908e-07	1.17644e-07	1.16306e-07	1.15098e-07
0.595	1.0903e-07	1.06742e-07	1.07266e-07	1.15938e-07	1.13412e-07	1.1243e-07
0.59	1.0671e-07	1.05272e-07	1.0566e-07	1.13582e-07	1.11094e-07	1.09942e-07
0.585	1.04826e-07	1.02062e-07	1.04768e-07	1.11396e-07	1.08902e-07	1.0828e-07
0.58	1.02998e-07	9.90659999999999e-08	1.03434e-07	1.09616e-07	1.07282e-07	1.06704e-07
0.575	1.0127e-07	9.7496e-08	1.0143e-07	1.08046e-07	1.06578e-07	1.05692e-07
0.57	9.95580000000001e-08	9.56460000000002e-08	9.92920000000001e-08	1.0598e-07	1.05558e-07	1.04916e-07
0.565	9.72260000000001e-08	9.34820000000002e-08	9.74980000000001e-08	1.03402e-07	1.03642e-07	1.03174e-07
0.56	9.52560000000001e-08	9.25700000000001e-08	9.65240000000001e-08	1.01296e-07	1.01738e-07	1.0074e-07
0.555	9.40820000000001e-08	9.22080000000001e-08	9.53360000000002e-08	9.92260000000002e-08	9.98820000000001e-08	9.86280000000001e-08
0.55	9.26100000000002e-08	9.09080000000001e-08	9.37980000000001e-08	9.68920000000002e-08	9.71680000000001e-08	9.68740000000001e-08
0.545	9.06899999999999e-08	8.88519999999999e-08	9.29319999999999e-08	9.55779999999999e-08	9.4586e-08	9.46859999999999e-08
0.54	8.89219999999999e-08	8.66279999999999e-08	9.21219999999999e-08	9.49259999999999e-08	9.32e-08	9.223e-08
0.535	8.71699999999999e-08	8.43819999999999e-08	9.08579999999999e-08	9.35459999999999e-08	9.1472e-08	9.06299999999999e-08
0.53	8.5488e-08	8.2864e-08	8.97919999999999e-08	9.18619999999999e-08	8.9458e-08	8.93819999999999e-08
0.525	8.3464e-08	8.1626e-08	8.84119999999999e-08	9.036e-08	8.89179999999999e-08	8.74559999999999e-08
0.52	8.1322e-08	8.00559999999999e-08	8.6434e-08	8.839e-08	8.87039999999999e-08	8.59659999999999e-08
0.515	7.98779999999999e-08	7.87819999999999e-08	8.5146e-08	8.58579999999999e-08	8.72159999999998e-08	8.55619999999999e-08
0.51	7.84719999999999e-08	7.76879999999999e-08	8.43179999999999e-08	8.33299999999999e-08	8.53679999999999e-08	8.48679999999999e-08
0.505	7.677e-08	7.6376e-08	8.2684e-08	8.123e-08	8.351e-08	8.3272e-08
0.5	7.5366e-08	7.53040000000001e-08	8.12400000000001e-08	7.983e-08	8.08240000000001e-08	8.13120000000002e-08
0.495	7.43800000000001e-08	7.44980000000001e-08	8.05840000000001e-08	7.8954e-08	7.80240000000001e-08	7.95820000000001e-08
0.49	7.32980000000001e-08	7.34840000000001e-08	7.91140000000001e-08	7.84680000000001e-08	7.65540000000002e-08	7.78660000000001e-08
0.485	7.17580000000001e-08	7.2592e-08	7.70180000000001e-08	7.80760000000001e-08	7.59560000000001e-08	7.59080000000001e-08
0.48	6.9932e-08	7.1298e-08	7.6062e-08	7.69660000000001e-08	7.51440000000001e-08	7.4486e-08
0.475	6.83499999999999e-08	6.91199999999999e-08	7.52839999999999e-08	7.5418e-08	7.416e-08	7.41399999999999e-08
0.47	6.6764e-08	6.74019999999999e-08	7.34319999999999e-08	7.3812e-08	7.3278e-08	7.36559999999999e-08
0.465	6.51519999999999e-08	6.64459999999999e-08	7.15879999999999e-08	7.1562e-08	7.18739999999999e-08	7.1972e-08
0.46	6.42539999999999e-08	6.56e-08	7.0044e-08	6.9284e-08	6.97019999999999e-08	7.01479999999999e-08
0.455	6.3722e-08	6.51999999999999e-08	6.816e-08	6.77619999999999e-08	6.80259999999999e-08	6.86279999999999e-08
0.45	6.28039999999999e-08	6.50559999999999e-08	6.6372e-08	6.64779999999999e-08	6.68899999999999e-08	6.65479999999999e-08
0.445	6.176e-08	6.4434e-08	6.5446e-08	6.5316e-08	6.5302e-08	6.4582e-08
0.44	6.09400000000001e-08	6.34340000000001e-08	6.50680000000001e-08	6.44220000000001e-08	6.39440000000001e-08	6.38260000000001e-08
0.435	5.96800000000001e-08	6.20420000000001e-08	6.42740000000001e-08	6.34320000000001e-08	6.35260000000001e-08	6.35620000000001e-08
0.43	5.79060000000001e-08	6.01940000000001e-08	6.29220000000001e-08	6.25080000000001e-08	6.28840000000001e-08	6.31400000000001e-08
0.425	5.65700000000001e-08	5.88480000000001e-08	6.1796e-08	6.14720000000001e-08	6.15040000000001e-08	6.27960000000001e-08
0.42	5.5526e-08	5.8002e-08	6.0532e-08	6.012e-08	6.0294e-08	6.1758e-08
0.415	5.4e-08	5.69679999999999e-08	5.8778e-08	5.9068e-08	5.9065e-08	6.00009999999999e-08
0.41	5.26e-08	5.6186e-08	5.753e-08	5.76069999999999e-08	5.7273e-08	5.83629999999999e-08
0.405	5.166e-08	5.5954e-08	5.6387e-08	5.56819999999999e-08	5.5589e-08	5.66309999999999e-08
0.4	5.0532e-08	5.5524e-08	5.49399999999999e-08	5.46959999999999e-08	5.4717e-08	5.5246e-08
