|Vgs|	Gm_|Vds|=0.15V	Gm_|Vds|=0.3V	Gm_|Vds|=0.45V	Gm_|Vds|=0.6V	Gm_|Vds|=0.75V	Gm_|Vds|=0.9V
-0.3	-2.40000000000004e-09	-4.30000000000017e-09	-1.42800000000002e-08	-6.10800000000013e-08	-9.02400000000018e-08	-1.00000000000004e-07
-0.295	-1.56333333333334e-09	-2.74333333333339e-09	-1.10533333333333e-08	-4.47933333333335e-08	-7.91566666666667e-08	-1.21000000000001e-07
-0.29	-1.71800000000001e-09	-2.34300000000004e-09	-8.00999999999999e-09	-3.28600000000001e-08	-6.6458e-08	-1.31600000000001e-07
-0.285	-1.342e-09	-2.14700000000001e-09	-6.13999999999994e-09	-2.34239999999998e-08	-5.70439999999997e-08	-1.442e-07
-0.28	-1.081e-09	-2.06700000000001e-09	-4.97799999999998e-09	-1.628e-08	-4.9144e-08	-1.518e-07
-0.275	-1.293e-09	-2.27700000000001e-09	-5.25999999999999e-09	-1.3894e-08	-4.3228e-08	-1.504e-07
-0.27	-1.18e-09	-2.79700000000001e-09	-5.844e-09	-1.4232e-08	-3.9674e-08	-1.466e-07
-0.265	-6.76e-10	-3.05400000000001e-09	-5.57399999999999e-09	-1.4098e-08	-3.7634e-08	-1.412e-07
-0.26	-7.40000000000003e-10	-2.66e-09	-5.17199999999999e-09	-1.3232e-08	-3.5024e-08	-1.328e-07
-0.255	-1.068e-09	-2.268e-09	-5.02000000000001e-09	-1.2622e-08	-3.34739999999999e-08	-1.258e-07
-0.25	-8.08000000000003e-10	-2.21299999999999e-09	-4.78800000000001e-09	-1.1804e-08	-3.41039999999999e-08	-1.22e-07
-0.245	-6.12000000000001e-10	-1.76099999999999e-09	-4.84799999999999e-09	-1.0566e-08	-3.404e-08	-1.188e-07
-0.24	-1.023e-09	-1.21599999999998e-09	-5.00399999999999e-09	-1.0272e-08	-3.3348e-08	-1.144e-07
-0.235	-1.073e-09	-1.54599999999999e-09	-4.42799999999998e-09	-1.0566e-08	-3.26540000000001e-08	-1.09400000000001e-07
-0.23	-6.55000000000002e-10	-1.84799999999999e-09	-3.65999999999998e-09	-1.0456e-08	-3.11520000000002e-08	-1.048e-07
-0.225	-8.00000000000006e-10	-1.448e-09	-3.20799999999999e-09	-1.04240000000001e-08	-2.96700000000002e-08	-1.00518e-07
-0.22	-1.15700000000001e-09	-1.41000000000001e-09	-3.102e-09	-1.01640000000001e-08	-2.86020000000001e-08	-9.66680000000001e-08
-0.215	-8.84000000000011e-10	-1.86500000000001e-09	-3.48400000000001e-09	-9.28000000000008e-09	-2.73000000000001e-08	-9.41940000000002e-08
-0.21	-6.18999999999999e-10	-1.75200000000001e-09	-3.99600000000001e-09	-8.48000000000001e-09	-2.69859999999999e-08	-9.22319999999997e-08
-0.205	-8.53999999999996e-10	-1.49500000000001e-09	-4.26600000000001e-09	-8.38600000000002e-09	-2.70279999999999e-08	-8.98159999999997e-08
-0.2	-8.51999999999996e-10	-1.94000000000001e-09	-4.02399999999999e-09	-8.46400000000001e-09	-2.5314e-08	-8.71059999999999e-08
-0.195	-4.62999999999993e-10	-2.15600000000001e-09	-3.29599999999998e-09	-7.99599999999998e-09	-2.4668e-08	-8.38340000000002e-08
