vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15000000000000002V	ig_vg = 0.15000000000000002V	is_vg = 0.15000000000000002V	iavdd_vg = 0.15000000000000002V	ignd_vg = 0.15000000000000002V	id_vg = 0.30000000000000004V	ig_vg = 0.30000000000000004V	is_vg = 0.30000000000000004V	iavdd_vg = 0.30000000000000004V	ignd_vg = 0.30000000000000004V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6000000000000001V	ig_vg = 0.6000000000000001V	is_vg = 0.6000000000000001V	iavdd_vg = 0.6000000000000001V	ignd_vg = 0.6000000000000001V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0.0	-8.50408e-08	-4.860000000000001e-12	4.38e-12	4.092e-07	-3.241e-07	-8.38946e-08	3.9530000000000005e-11	-4.700000000000001e-12	4.0738e-07	-3.233e-07	-8.29708e-08	1.4052000000000002e-10	-4.37e-12	4.0624e-07	-3.2316e-07	-8.3199e-08	3.3972000000000004e-10	2.5500000000000002e-12	4.0574e-07	-3.227e-07	-8.44214e-08	6.3176e-10	-4.36e-12	4.0672e-07	-3.2284e-07	-8.6362e-08	1.0891e-09	8.7e-13	4.0802e-07	-3.2274e-07	-8.95982e-08	1.7574e-09	2.9800000000000002e-12	4.1148e-07	-3.2372e-07
0.005	-8.365259999999998e-08	-4.68e-12	4.97e-12	4.078e-07	-3.2402e-07	-8.274979999999999e-08	3.683e-11	5.410000000000001e-12	4.061e-07	-3.2328e-07	-8.176059999999999e-08	1.4208000000000001e-10	-1.12e-12	4.0472e-07	-3.2322e-07	-8.1855e-08	3.2945000000000004e-10	8.800000000000002e-13	4.0434e-07	-3.2278e-07	-8.3035e-08	6.239700000000001e-10	-3.07e-12	4.0526e-07	-3.2286e-07	-8.49506e-08	1.0687e-09	-4.38e-12	4.066e-07	-3.227e-07	-8.79934e-08	1.7325e-09	1.93e-12	4.0982e-07	-3.2362e-07
0.01	-8.22416e-08	-7.27e-12	3.05e-12	4.063e-07	-3.2404e-07	-8.134219999999999e-08	3.131e-11	1.9e-12	4.0462e-07	-3.2272e-07	-8.02478e-08	1.3368e-10	-5.270000000000001e-12	4.0344e-07	-3.232e-07	-8.03438e-08	3.2120000000000004e-10	9.700000000000001e-13	4.0286e-07	-3.2274e-07	-8.153359999999999e-08	6.105200000000001e-10	-1.59e-12	4.0382e-07	-3.2288e-07	-8.3312e-08	1.0531e-09	-2.2000000000000002e-13	4.0494e-07	-3.227e-07	-8.62914e-08	1.7065e-09	9.600000000000002e-13	4.083e-07	-3.2366e-07
0.015	-8.08432e-08	-5.09e-12	5.1e-13	4.0488e-07	-3.2408e-07	-8.00276e-08	3.233e-11	2.9400000000000004e-12	4.0322e-07	-3.2326e-07	-7.8947e-08	1.2811e-10	6.070000000000001e-12	4.0202e-07	-3.232e-07	-7.90422e-08	3.1172000000000004e-10	-1.2000000000000002e-13	4.0148e-07	-3.2272e-07	-8.0064e-08	6.0044e-10	6.400000000000001e-13	4.0222e-07	-3.2278e-07	-8.16776e-08	1.0355e-09	-7.700000000000001e-13	4.0288e-07	-3.221e-07	-8.46554e-08	1.6839e-09	-1.6000000000000005e-13	4.0664e-07	-3.2362e-07
0.02	-7.940799999999998e-08	-6.440000000000001e-12	-2.16e-12	4.0334e-07	-3.24e-07	-7.865919999999999e-08	2.928e-11	-4.5400000000000004e-12	4.02e-07	-3.2318e-07	-7.754859999999998e-08	1.2304000000000002e-10	8.400000000000001e-13	4.0074e-07	-3.2318e-07	-7.756879999999999e-08	3.0739e-10	-1.2800000000000002e-12	3.9998e-07	-3.2266e-07	-7.858659999999998e-08	5.9137e-10	7.900000000000001e-13	4.0086e-07	-3.2282e-07	-8.019319999999998e-08	1.0215e-09	9.5e-13	4.0196e-07	-3.2284e-07	-8.29776e-08	1.6553e-09	9.3e-13	4.0498e-07	-3.236e-07
0.025	-7.794899999999998e-08	-1.043e-11	2.2500000000000003e-12	4.0196e-07	-3.2394e-07	-7.736319999999999e-08	2.806e-11	7e-14	4.0048e-07	-3.233e-07	-7.6272e-08	1.2226e-10	5.6e-13	3.993e-07	-3.232e-07	-7.618599999999999e-08	3.0058e-10	-2.46e-12	3.9866e-07	-3.2268e-07	-7.711679999999999e-08	5.806400000000001e-10	5.800000000000002e-13	3.9952e-07	-3.2286e-07	-7.86376e-08	1.0069e-09	-3.780000000000001e-12	4.0044e-07	-3.2274e-07	-8.1348e-08	1.6324e-09	-2.3000000000000003e-12	4.0342e-07	-3.237e-07
0.03	-7.65478e-08	-1.127e-11	2.0000000000000003e-14	4.0066e-07	-3.2406e-07	-7.60312e-08	2.314e-11	-6.3e-13	3.9924e-07	-3.2274e-07	-7.494579999999999e-08	1.1584e-10	-1.03e-12	3.9796e-07	-3.2266e-07	-7.4697e-08	2.9122e-10	-2.8800000000000002e-12	3.9726e-07	-3.2266e-07	-7.5664e-08	5.6821e-10	1.4400000000000001e-12	3.9792e-07	-3.2282e-07	-7.71126e-08	9.8798e-10	1.02e-12	3.9822e-07	-3.221e-07	-7.97762e-08	1.6115e-09	-1.4e-12	4.0188e-07	-3.2366e-07
0.035	-7.515499999999999e-08	-8.26e-12	-3.51e-12	3.9914e-07	-3.2392e-07	-7.472159999999999e-08	2.5100000000000003e-11	-1.32e-12	3.9796e-07	-3.2274e-07	-7.35018e-08	1.0647e-10	7.5e-13	3.966e-07	-3.2314e-07	-7.33354e-08	2.8763e-10	3.0000000000000005e-14	3.9588e-07	-3.227e-07	-7.42428e-08	5.5707e-10	1.0100000000000001e-12	3.964e-07	-3.2282e-07	-7.565459999999999e-08	9.733e-10	3.740000000000001e-12	3.9742e-07	-3.227e-07	-7.817879999999999e-08	1.5888e-09	-2.9e-12	4.0018e-07	-3.2372e-07
0.04	-7.37792e-08	-6.96e-12	-4.400000000000001e-12	3.9784e-07	-3.239e-07	-7.34454e-08	2.433e-11	-4.13e-12	3.9678e-07	-3.2326e-07	-7.21966e-08	1.0504e-10	3.1000000000000004e-13	3.9526e-07	-3.2316e-07	-7.20066e-08	2.8239000000000005e-10	4.7e-13	3.9444e-07	-3.227e-07	-7.28362e-08	5.4922e-10	1.3800000000000002e-12	3.9524e-07	-3.2278e-07	-7.428279999999998e-08	9.5774e-10	-1.6000000000000005e-13	3.9604e-07	-3.2278e-07	-7.6634e-08	1.5653e-09	8.000000000000001e-14	3.9882e-07	-3.2366e-07
0.045	-7.2444e-08	-1.053e-11	6.430000000000001e-12	3.9648e-07	-3.2402e-07	-7.218619999999998e-08	2.373e-11	4.500000000000001e-13	3.954e-07	-3.2328e-07	-7.089579999999999e-08	1.0402e-10	-5.63e-12	3.9402e-07	-3.2314e-07	-7.069559999999999e-08	2.7444000000000004e-10	3.7000000000000004e-13	3.9308e-07	-3.227e-07	-7.14478e-08	5.3571e-10	1.91e-12	3.9358e-07	-3.228e-07	-7.27588e-08	9.4015e-10	1.7000000000000002e-12	3.9464e-07	-3.2284e-07	-7.515339999999998e-08	1.543e-09	-1.8000000000000002e-12	3.9726e-07	-3.236e-07
