Vgs	Gm_Vds=0.01V	Gm_Vds=0.02V	Gm_Vds=0.03V	Gm_Vds=0.04V	Gm_Vds=0.05V	Gm_Vds=0.06V	Gm_Vds=0.07V	Gm_Vds=0.08V	Gm_Vds=0.09V	Gm_Vds=0.1V
-0.3	-3.822e-09	-4e-09	-3.70199999999999e-09	-4.168e-09	-4.272e-09	-4.60599999999999e-09	-5.06199999999999e-09	-4.814e-09	-6.088e-09	-5.272e-09
-0.295	-3.6415e-09	-3.91933333333333e-09	-3.64349999999999e-09	-3.971e-09	-4.1175e-09	-4.41383333333333e-09	-4.6605e-09	-4.737e-09	-5.376e-09	-5.16633333333333e-09
-0.29	-3.2973e-09	-3.55350000000001e-09	-3.5402e-09	-3.83110000000001e-09	-3.93570000000001e-09	-4.0622e-09	-4.5479e-09	-4.49180000000001e-09	-5.08300000000001e-09	-4.96280000000001e-09
-0.285	-3.1783e-09	-3.35620000000001e-09	-3.4143e-09	-3.66700000000001e-09	-3.78550000000001e-09	-3.8058e-09	-4.31120000000001e-09	-4.43700000000001e-09	-4.72440000000001e-09	-4.84730000000001e-09
-0.28	-2.9663e-09	-3.2518e-09	-3.40120000000001e-09	-3.47140000000001e-09	-3.72800000000001e-09	-3.7158e-09	-4.18640000000001e-09	-4.39810000000001e-09	-4.48170000000001e-09	-4.74390000000001e-09
-0.275	-2.8198e-09	-3.0693e-09	-3.34970000000001e-09	-3.38330000000001e-09	-3.5992e-09	-3.7505e-09	-4.07930000000001e-09	-4.21920000000001e-09	-4.43580000000001e-09	-4.52500000000001e-09
-0.27	-2.8152e-09	-2.9064e-09	-3.1679e-09	-3.2835e-09	-3.4518e-09	-3.685e-09	-3.8892e-09	-4.0723e-09	-4.3133e-09	-4.3999e-09
-0.265	-2.7676e-09	-2.9103e-09	-3.0446e-09	-3.1074e-09	-3.4522e-09	-3.5805e-09	-3.7997e-09	-4.0245e-09	-4.1167e-09	-4.3921e-09
-0.26	-2.6626e-09	-2.852e-09	-3.0179e-09	-3.0657e-09	-3.3913e-09	-3.5986e-09	-3.7366e-09	-3.8573e-09	-4.0961e-09	-4.2101e-09
-0.255	-2.6528e-09	-2.6777e-09	-2.8563e-09	-3.1069e-09	-3.1831e-09	-3.5616e-09	-3.5709e-09	-3.6834e-09	-4.0905e-09	-4.0284e-09
-0.25	-2.6455e-09	-2.6221e-09	-2.6493e-09	-3.0205e-09	-3.1035e-09	-3.3227e-09	-3.5053e-09	-3.6849e-09	-3.9039e-09	-4.0656e-09
-0.245	-2.5098e-09	-2.6372e-09	-2.6382e-09	-2.8876e-09	-3.0821e-09	-3.152e-09	-3.4728e-09	-3.6257e-09	-3.7494e-09	-4.0201e-09
-0.24	-2.386e-09	-2.5458e-09	-2.6865e-09	-2.8578e-09	-2.927e-09	-3.1788e-09	-3.2997e-09	-3.4777e-09	-3.7419e-09	-3.8355e-09
-0.235	-2.3506e-09	-2.4037e-09	-2.5941e-09	-2.8197e-09	-2.8136e-09	-3.1355e-09	-3.1464e-09	-3.454e-09	-3.6065e-09	-3.788e-09
-0.23	-2.2523e-09	-2.361e-09	-2.5239e-09	-2.6204e-09	-2.8374e-09	-2.9208e-09	-3.1145e-09	-3.4273e-09	-3.3601e-09	-3.8094e-09
-0.225	-2.0989e-09	-2.2999e-09	-2.5445e-09	-2.4776e-09	-2.7639e-09	-2.7888e-09	-3.0245e-09	-3.2073e-09	-3.3213e-09	-3.6482e-09
-0.22	-2.0797e-09	-2.1359e-09	-2.4076e-09	-2.4943e-09	-2.5939e-09	-2.7937e-09	-2.8615e-09	-3.023e-09	-3.3395e-09	-3.4432e-09
-0.215	-2.068e-09	-2.0791e-09	-2.2186e-09	-2.4122e-09	-2.5558e-09	-2.684e-09	-2.8191e-09	-3.0276e-09	-3.1839e-09	-3.3565e-09
-0.21	-1.9216e-09	-2.1583e-09	-2.1823e-09	-2.2729e-09	-2.5568e-09	-2.5345e-09	-2.8046e-09	-2.9464e-09	-3.0473e-09	-3.2358e-09
-0.205	-1.8174e-09	-2.0894e-09	-2.1312e-09	-2.2726e-09	-2.4175e-09	-2.4987e-09	-2.6637e-09	-2.7351e-09	-3.0384e-09	-3.076e-09
-0.2	-1.8349e-09	-1.8809e-09	-1.9674e-09	-2.2339e-09	-2.2737e-09	-2.4122e-09	-2.5286e-09	-2.6707e-09	-2.9305e-09	-3.0646e-09
-0.195	-1.7785e-09	-1.8205e-09	-1.8801e-09	-2.1027e-09	-2.2424e-09	-2.2324e-09	-2.5127e-09	-2.7253e-09	-2.7422e-09	-3.061e-09
-0.19	-1.6037e-09	-1.7895e-09	-1.8821e-09	-2.0762e-09	-2.1316e-09	-2.1996e-09	-2.4203e-09	-2.6104e-09	-2.6926e-09	-2.8644e-09
-0.185	-1.5552e-09	-1.6263e-09	-1.7777e-09	-1.9884e-09	-1.949e-09	-2.2233e-09	-2.2382e-09	-2.4221e-09	-2.6188e-09	-2.7218e-09
-0.18	-1.5577e-09	-1.524e-09	-1.6196e-09	-1.7667e-09	-1.9294e-09	-2.0444e-09	-2.1954e-09	-2.3769e-09	-2.4298e-09	-2.7068e-09
-0.175	-1.3942e-09	-1.5376e-09	-1.5722e-09	-1.6912e-09	-1.93e-09	-1.8661e-09	-2.162e-09	-2.2917e-09	-2.3371e-09	-2.5573e-09
-0.17	-1.2516e-09	-1.4838e-09	-1.5452e-09	-1.6559e-09	-1.7521e-09	-1.861e-09	-1.9726e-09	-2.0912e-09	-2.3084e-09	-2.3211e-09
-0.165	-1.2722e-09	-1.362e-09	-1.3967e-09	-1.4853e-09	-1.6413e-09	-1.8152e-09	-1.8242e-09	-1.9688e-09	-2.1017e-09	-2.2481e-09
-0.16	-1.2208e-09	-1.322e-09	-1.3033e-09	-1.4039e-09	-1.6391e-09	-1.6118e-09	-1.8178e-09	-1.8959e-09	-1.8545e-09	-2.1848e-09
-0.155	-1.0629e-09	-1.2538e-09	-1.315e-09	-1.4346e-09	-1.4674e-09	-1.4905e-09	-1.6989e-09	-1.7086e-09	-1.8094e-09	-1.924e-09
-0.15	-1.0351e-09	-1.1091e-09	-1.1923e-09	-1.3083e-09	-1.2458e-09	-1.5022e-09	-1.4717e-09	-1.5473e-09	-1.7346e-09	-1.6927e-09
-0.145	-1.0414e-09	-1.0433e-09	-1.0069e-09	-1.1195e-09	-1.1777e-09	-1.4078e-09	-1.3921e-09	-1.5195e-09	-1.518e-09	-1.6348e-09
-0.14	-8.879e-10	-1.0449e-09	-9.84700000000001e-10	-1.0559e-09	-1.1183e-09	-1.2203e-09	-1.3212e-09	-1.4138e-09	-1.3784e-09	-1.5338e-09
-0.135	-7.6e-10	-9.459e-10	-9.396e-10	-9.252e-10	-9.399e-10	-1.1045e-09	-1.08e-09	-1.1829e-09	-1.3154e-09	-1.312e-09
