Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.221177	0.3156	0.3503
20	0.233439	0.3208	0.3489
30	0.24313	0.323	0.3493
40	0.253482	0.3272	0.3523
50	0.263441	0.332	0.3543
60	0.272635	0.3355	0.3543
70	0.281443	0.3374	0.3567
80	0.289424	0.3409	0.3565
90	0.297064	0.3434	0.356
100	0.303795	0.3455	0.3546
150	0.349722	0.3713	0.3564
300	0.374889	0.3823	0.3359
450	0.369342	0.3724	0.3218
600	0.360433	0.3611	0.3101
750	0.35149	0.3487	0.2986
900	0.342217	0.3402	0.2885
