Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.143656	0.3037	0.3443
20	0.159651	0.308	0.3443
30	0.175704	0.3112	0.3457
40	0.190552	0.3145	0.3462
50	0.204462	0.3184	0.3485
60	0.217339	0.3212	0.3494
70	0.229857	0.325	0.3498
80	0.2417	0.3274	0.3494
90	0.253861	0.3308	0.3487
100	0.263173	0.3331	0.3481
150	0.322617	0.3575	0.3499
300	0.362857	0.3694	0.3283
450	0.35963	0.358	0.3142
600	0.351171	0.3456	0.3014
750	0.341827	0.333	0.2902
900	0.332425	0.3225	0.2793
