Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.272181	0.3409	0.3713
20	0.282516	0.3437	0.3674
30	0.291467	0.3472	0.3703
40	0.300125	0.3522	0.3721
50	0.308144	0.355	0.3728
60	0.315895	0.3588	0.374
70	0.323166	0.3616	0.3745
80	0.329794	0.3649	0.3728
90	0.336089	0.3677	0.3724
100	0.342514	0.3707	0.3724
150	0.386313	0.4004	0.3847
300	0.40919	0.4256	0.3743
450	0.408127	0.4233	0.3686
600	0.405007	0.4172	0.3645
750	0.401693	0.4116	0.3603
900	0.398482	0.4056	0.3562
