vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.15V	ig_vd = 0.15V	is_vd = 0.15V	iavdd_vd = 0.15V	ignd_vd = 0.15V	id_vd = 0.3V	ig_vd = 0.3V	is_vd = 0.3V	iavdd_vd = 0.3V	ignd_vd = 0.3V	id_vd = 0.45V	ig_vd = 0.45V	is_vd = 0.45V	iavdd_vd = 0.45V	ignd_vd = 0.45V	id_vd = 0.6V	ig_vd = 0.6V	is_vd = 0.6V	iavdd_vd = 0.6V	ignd_vd = 0.6V	id_vd = 0.75V	ig_vd = 0.75V	is_vd = 0.75V	iavdd_vd = 0.75V	ignd_vd = 0.75V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
-0.3	1.0336e-10	-1.8696e-09	1.5005e-10	3.22e-07	-3.2018e-07	7.2906e-10	-2.1706e-09	1.0668e-10	3.21e-07	-3.1964e-07	1.7982e-09	-2.7365e-09	9.315e-11	3.2122e-07	-3.2034e-07	3.7379e-09	-3.7076e-09	7.387e-11	3.2124e-07	-3.2132e-07	7.106e-09	-5.1875e-09	5.197e-11	3.2208e-07	-3.246e-07	1.27878e-08	-7.3158e-09	2.283e-11	3.2392e-07	-3.2934e-07	2.28178e-08	-1.03052e-08	-9.66e-12	3.243e-07	-3.3658e-07
-0.295	9.699e-11	-1.7059e-09	1.4642e-10	3.2188e-07	-3.2042e-07	7.0396e-10	-1.9869e-09	1.0068e-10	3.2106e-07	-3.198e-07	1.7734e-09	-2.5377e-09	8.016e-11	3.2124e-07	-3.1998e-07	3.6947e-09	-3.4865e-09	6.294e-11	3.2116e-07	-3.2136e-07	6.9692e-09	-4.9428e-09	4.102e-11	3.2254e-07	-3.243e-07	1.2588e-08	-7.027e-09	9.62e-12	3.2378e-07	-3.293e-07	2.24718e-08	-9.9892e-09	-2.172e-11	3.2418e-07	-3.3622e-07
-0.29	9e-11	-1.5464e-09	1.3711e-10	3.219e-07	-3.2054e-07	6.9705e-10	-1.8255e-09	8.926e-11	3.21e-07	-3.199e-07	1.7512e-09	-2.3673e-09	7.402e-11	3.2052e-07	-3.1988e-07	3.6506e-09	-3.3003e-09	5.166e-11	3.2172e-07	-3.2204e-07	6.9103e-09	-4.7243e-09	2.886e-11	3.2254e-07	-3.2466e-07	1.25256e-08	-6.7931e-09	1.7e-12	3.235e-07	-3.2912e-07	2.2358e-08	-9.706e-09	-3.649e-11	3.239e-07	-3.3652e-07
-0.285	8.423e-11	-1.4052e-09	1.3191e-10	3.2194e-07	-3.2068e-07	6.8309e-10	-1.6728e-09	8.275e-11	3.21e-07	-3.2004e-07	1.7299e-09	-2.2022e-09	6.38e-11	3.2112e-07	-3.2018e-07	3.6066e-09	-3.1158e-09	4.111e-11	3.2172e-07	-3.222e-07	6.8601e-09	-4.5302e-09	1.946e-11	3.2242e-07	-3.2476e-07	1.2414e-08	-6.5581e-09	-1.257e-11	3.2342e-07	-3.2914e-07	2.2054e-08	-9.4584e-09	-5.022e-11	3.239e-07	-3.3632e-07
-0.28	8.012e-11	-1.2751e-09	1.2592e-10	3.2208e-07	-3.2072e-07	6.7361e-10	-1.538e-09	7.272e-11	3.2104e-07	-3.2024e-07	1.7035e-09	-2.0606e-09	5.554e-11	3.2082e-07	-3.2084e-07	3.57e-09	-2.9572e-09	3.303e-11	3.2166e-07	-3.2224e-07	6.787e-09	-4.3395e-09	8.45e-12	3.2242e-07	-3.249e-07	1.22738e-08	-6.3473e-09	-2.695e-11	3.2328e-07	-3.2914e-07	2.18892e-08	-9.2037e-09	-6.682e-11	3.2376e-07	-3.3626e-07
-0.275	7.346e-11	-1.1618e-09	1.1982e-10	3.2188e-07	-3.2086e-07	6.6486e-10	-1.4171e-09	6.179e-11	3.204e-07	-3.2028e-07	1.6845e-09	-1.9204e-09	4.302e-11	3.2116e-07	-3.2086e-07	3.5473e-09	-2.8017e-09	2.085e-11	3.2158e-07	-3.217e-07	6.7207e-09	-4.165e-09	-5.79e-12	3.2236e-07	-3.2492e-07	1.21796e-08	-6.1399e-09	-3.94e-11	3.2306e-07	-3.2902e-07	2.1644e-08	-8.9781e-09	-8.226e-11	3.2318e-07	-3.3612e-07
-0.27	6.897e-11	-1.0565e-09	1.1656e-10	3.219e-07	-3.2104e-07	6.5641e-10	-1.3093e-09	5.684e-11	3.2108e-07	-3.204e-07	1.6706e-09	-1.8028e-09	3.302e-11	3.2124e-07	-3.2104e-07	3.5069e-09	-2.6665e-09	8.93e-12	3.2152e-07	-3.2174e-07	6.6961e-09	-4.0001e-09	-1.973e-11	3.2224e-07	-3.2426e-07	1.20396e-08	-5.9563e-09	-5.73e-11	3.2304e-07	-3.2902e-07	2.14346e-08	-8.7538e-09	-1.015e-10	3.2364e-07	-3.3612e-07
-0.265	6.217e-11	-9.6365e-10	1.1021e-10	3.2188e-07	-3.2104e-07	6.5154e-10	-1.1996e-09	4.327e-11	3.2106e-07	-3.2056e-07	1.6526e-09	-1.686e-09	2.313e-11	3.2112e-07	-3.2106e-07	3.4726e-09	-2.5319e-09	-4.38e-12	3.2142e-07	-3.2238e-07	6.6404e-09	-3.8555e-09	-3.488e-11	3.2216e-07	-3.249e-07	1.20068e-08	-5.7797e-09	-7.162e-11	3.2294e-07	-3.2894e-07	2.12502e-08	-8.5439e-09	-1.1896e-10	3.2348e-07	-3.3592e-07
-0.26	5.635e-11	-8.7517e-10	1.0374e-10	3.2178e-07	-3.2096e-07	6.4448e-10	-1.1112e-09	3.419e-11	3.211e-07	-3.2056e-07	1.6383e-09	-1.5843e-09	8.15e-12	3.211e-07	-3.2104e-07	3.4361e-09	-2.4145e-09	-1.429e-11	3.2148e-07	-3.2242e-07	6.5858e-09	-3.7125e-09	-5.073e-11	3.2188e-07	-3.2436e-07	1.1883e-08	-5.6125e-09	-9.592e-11	3.2276e-07	-3.2892e-07	2.10406e-08	-8.3452e-09	-1.453e-10	3.2332e-07	-3.3544e-07
-0.255	4.98e-11	-7.9689e-10	1.0138e-10	3.2182e-07	-3.2116e-07	6.4647e-10	-1.0261e-09	2.163e-11	3.2106e-07	-3.2064e-07	1.6178e-09	-1.4879e-09	-4.76e-12	3.2106e-07	-3.2122e-07	3.3957e-09	-2.3013e-09	-3.336e-11	3.2086e-07	-3.2192e-07	6.5153e-09	-3.5834e-09	-7.011e-11	3.2208e-07	-3.2488e-07	1.1838e-08	-5.4647e-09	-1.1447e-10	3.2274e-07	-3.289e-07	2.09276e-08	-8.1575e-09	-1.7086e-10	3.2336e-07	-3.3584e-07
