|Vgs|	Gm_|Vds|=0.15V	Gm_|Vds|=0.3V	Gm_|Vds|=0.45V	Gm_|Vds|=0.6V	Gm_|Vds|=0.75V	Gm_|Vds|=0.9V
-0.3	-3.30000000000009e-09	-4.46000000000006e-09	-1.96000000000001e-08	-5.60000000000012e-08	-1.29320000000004e-07	-1.13640000000004e-07
-0.295	-2.52666666666669e-09	-3.22166666666667e-09	-1.60366666666666e-08	-4.20333333333335e-08	-1.00626666666668e-07	-1.31863333333334e-07
-0.29	-2.11700000000001e-09	-2.36800000000001e-09	-1.20239999999999e-08	-3.17180000000002e-08	-7.77280000000005e-08	-1.37496e-07
-0.285	-1.74199999999999e-09	-2.305e-09	-9.14799999999991e-09	-2.32819999999999e-08	-5.98319999999998e-08	-1.43542e-07
-0.28	-1.494e-09	-2.49e-09	-6.648e-09	-1.69140000000001e-08	-4.459e-08	-1.45956e-07
-0.275	-1.372e-09	-2.726e-09	-5.53400000000001e-09	-1.4746e-08	-3.8252e-08	-1.4103e-07
-0.27	-1.226e-09	-2.917e-09	-5.50800000000003e-09	-1.4172e-08	-3.7282e-08	-1.35574e-07
-0.265	-1.243e-09	-2.904e-09	-5.41600000000004e-09	-1.3472e-08	-3.594e-08	-1.32574e-07
-0.26	-1.336e-09	-2.829e-09	-5.22600000000002e-09	-1.3316e-08	-3.4928e-08	-1.2797e-07
-0.255	-1.245e-09	-2.696e-09	-5.23800000000001e-09	-1.283e-08	-3.5604e-08	-1.23918e-07
-0.25	-1.248e-09	-2.26999999999999e-09	-5.26799999999999e-09	-1.1872e-08	-3.5404e-08	-1.22664e-07
-0.245	-1.439e-09	-1.74099999999999e-09	-4.87599999999997e-09	-1.1342e-08	-3.3144e-08	-1.1906e-07
-0.24	-1.536e-09	-1.89599999999999e-09	-4.35399999999997e-09	-1.11e-08	-3.1474e-08	-1.1284e-07
-0.235	-1.37500000000001e-09	-2.54600000000002e-09	-4.50799999999999e-09	-1.0728e-08	-3.07660000000001e-08	-1.08774e-07
-0.23	-1.36200000000001e-09	-2.55400000000003e-09	-4.70799999999999e-09	-1.0928e-08	-2.96480000000001e-08	-1.03912e-07
-0.225	-1.425e-09	-2.47600000000003e-09	-4.46599999999999e-09	-1.1372e-08	-2.92740000000002e-08	-9.57600000000004e-08
-0.22	-1.312e-09	-2.56200000000002e-09	-4.484e-09	-1.106e-08	-2.97340000000001e-08	-9.12100000000004e-08
